mention_surface	source_sheet	occurrences	as_heading	alternative_heading	notes	match_method	matched_person_ids	n_matched	db_id	db_status
חבר טייטעלבוים	full	1.0	טייטעלבוים, אַברהם (=שלום, סעם)			exact	P-2-facs_46_tr_1744131404	1	3061	ok
חוה אייזען	full	1.0	אייזען-אַרענשטיין, עוואַ			exact	P-5-facs_358_tr_1739221627	1	1555	ok
חיה גרינשטיין	full	1.0	גרינשטיין, חנה,			exact	P-5-facs_592_r_10	1		no_db_alignment
חיה-שרה (קלאַראַ) שעהנגאָלד	full	1.0	שעהנגאָלד, קלאַראַ			exact	P-4-facs_274_tr_1754998433	1	736	ok
חיה-שרה שעהנגאָלד	full	1.0	שעהנגאָלד, קלאַראַ			exact	P-4-facs_274_tr_1754998433	1	736	ok
חיהלע אַש	full	10.0	אַש, חיהלע			exact	P-6-facs_565_tr_1752129114	1	1186	ok
חיהלע סטראָמבערג	full	1.0	סטראָמבערג, חנה			exact	P-4-facs_445_tr_1755030294	1	3035	ok
חיהלע פֿרידמאַן	full	1.0	חיהלע אָש (פֿורמאַן)			exact	P-5-facs_604_tr_1739220749	1		no_db_alignment
חיים (שפּעטער היימאַן) יאָקובאָוויטש	full	1.0	יאָקובאָוויטש, היימאַן (חיים-נתן)			exact	P-2-facs_72_tr_1744131378	1	2049	ok
חיים אַבראַמאָוויטש	full	4.0	אַבראַמאָוויטש, חיים			exact	P-1-facs_19_r	1	1108	ok
חיים בענדל	full	6.0	בענדעל, חיים			exact	P-1-facs_126_tr_1740521016	1	1253	ok
חיים בענדעל	full	2.0	בענדעל, חיים			exact	P-1-facs_126_tr_1740521016	1	1253	ok
חיים בראָמבערג	full	2.0	בראָמבערג, חיים			exact	P-1-facs_135_tr_1740521022	1	1406	ok
חיים בריסמאַן	full	2.0	בריסמאַן, חיים			exact	P-4-facs_404_tr_1755030317	1	1395	ok
חיים גוטמאַן	full	1.0	גוטמאַן, חיים			exact	P-1-facs_251_tr_1741260232|P-5-facs_281_tr_1739220611	2	1947	ok
חיים גרינבערג	full	1.0	גרינבערג, חיים-בצלאל			exact	P-1-facs_282_tr_1741260226	1	1901	ok
חיים גרינשפּאַן	full	2.0	גרינשפּאַן, חיים			exact	P-1-facs_285_r_2	1	1897	ok
חיים היימאַן	full	1.0	מייזעל, היימאַן (חיים)			exact	P-2-facs_256_tr_1744280806	1	2428	ok
חיים וויינשל	full	1.0	חיים וויינשל			exact	P-4-facs_657_tr_1755030211	1		no_db_alignment
חיים זינגער	full	1.0	אָדעסער פֿאָלקס-זינגער מאיר גאָרבאָי [פּאַרך]			exact	P-1-facs_35_tr_1740520974	1		no_db_alignment
חיים טויבער	full	8.0	טויבער, חיים			exact	P-2-facs_39_tr_1744131454	1	3083	ok
חיים יאָקובאָוויטש	full	1.0	יאָקובאָוויטש, היימאַן (חיים-נתן)			exact	P-2-facs_72_tr_1744131378	1	2049	ok
חיים מאיר סענאָלעסקאַ	full	1.0	סעגאַלעסקאָ, חיים-מאיר			exact	P-2-facs_363_tr_1744366852	1	2877	ok
חיים ניסענצווייג	full	2.0	ניסענצווייג, חיים			exact	P-2-facs_320_tr_1744365787	1	2571	ok
חיים סאַנדלער	full	19.0	סאַנדלער חיים			exact	P-5-facs_432_r	1	3527	ok
חיים סלאָווע	full	1.0	סלאַוועס, חיים			exact	P-4-facs_593_tr_1755030177	1	2999	ok
חיים עהרענרייך	full	12.0	ע[ה]רענרייך, חיים			exact	P-2-facs_384_r_6	1	1544	ok
חיים עהרענרעך	full	1.0	ע[ה]רענרייך, חיים			exact	P-2-facs_384_r_6	1	1544	ok
חיים ערנרייך	full	1.0	ע[ה]רענרייך, חיים			exact	P-2-facs_384_r_6	1	1544	ok
חיים פּאָלאַנסקי	full	1.0	פּאָלאַנסקי, חיים			exact	P-5-facs_196_tr_1736589003	1	2673	ok
חיים שניאור	full	4.0	שניאור, חיים [שניאור-היים גאַמעראָוו]			exact	P-4-facs_401_tr_1755030076	1	2938	ok
חיים-דוד אַריעל	full	2.0	אַריעל, חיים-דוד			exact	P-5-facs_126_tr_1733832830	1	1173	ok
חיים-מאיר סעגאַלעסקאָ	full	5.0	סעגאַלעסקאָ, חיים-מאיר			exact	P-2-facs_363_tr_1744366852	1	2877	ok
חיים-שמואל לוקאַטשער	full	6.0	לוקאַטשער חיים-שמואל		לוקאַטשער, חיים-שמואל	exact	P-1-facs_132_tr_1740520961	1	2360	ok
חייקעלע בורשטיין	full	1.0	בורשטין, חייקעלע			exact	P-1-facs_94_tr_1740521165	1	1429	ok
חיענאַ בראַגינסקאַ	full	1.0	בראָגינסקאַ כינע [פישזאָן]			exact	P-1-facs_123_tr_1740520964	1	1377	ok
חנא וואָלפסטאַלס	full	1.0	וואָלפסטאָל, חנאַ			exact	P-1-facs_343_tr_1741260417	1	3278	ok
חנאַ גאָטעספעלד	full	15.0	גאָטעספעלד חנאַ			exact	P-1-facs_145_tr_1740521071	1	1876	ok
חנאַ גאָטעספעלדס	full	1.0	גאָטעספעלד חנאַ			exact	P-1-facs_145_tr_1740521071	1	1876	ok
חנאַ וואָלפסטאָל	full	9.0	וואָלפסטאָל, חנאַ			exact	P-1-facs_343_tr_1741260417	1	3278	ok
חנאַ שטראָדלער	full	1.0	שטרודלער, חנאַ			exact	P-1-facs_134_tr_1740520966|P-6-facs_94_tr_1747746225	2	2951	ok
חנאַ שטרודלער	full	3.0	שטרודלער, חנאַ			exact	P-1-facs_134_tr_1740520966|P-6-facs_94_tr_1747746225	2	2951	ok
חנה (קאַץ)	full	1.0	טרוימאַן, חנה [קאַץ]			exact	P-2-facs_54_r_9	1	3096	ok
חנה אַפּעל	full	6.0	אַפּעל, אַננאַ [בערקאָוויטש]		לא בטוחה	exact	P-1-facs_58_tr_1740521146	1	1163	ok
חנה האָלענדער	full	6.0	האָלענדער, חנה [פינקענטאָל]			exact	P-1-facs_305_tr_1741260383	1	2021	ok
חנה יאָעליט	full	1.0	יאָעליט, חוה [גרינשפּאַן]			exact	P-2-facs_70_tr_1744131388	1	3311	ok
חנה לעווין	full	5.0	חנה לעווין			exact	P-4-facs_660_tr_1755030252	1	2257	ok
חנה לעווין-סאַנדלער	full	1.0	לעווין, חנה			exact	P-2-facs_181_r_8|P-5-facs_276_tr_1739221992	2		no_db_alignment
חנה לערנער	full	9.0	לערנער חנה			exact	P-2-facs_189_tr_1744279163|P-5-facs_111_tr_1733832758	2	2240	ok
חנה סטראָמבערג	full	1.0	סטראָמבערג, חנה			exact	P-4-facs_445_tr_1755030294	1	3035	ok
חנהלע סטראָמבערג	full	1.0	סטראָמבערג, חנה			exact	P-4-facs_445_tr_1755030294	1	3035	ok
חנן וואָלפסטאַל	full	1.0	וואָלפסטאָל, חנאַ			exact	P-1-facs_343_tr_1741260417	1	3278	ok
טויבע פאָך	full	1.0	פאַך, טויבע [פישעל]			exact	P-3-facs_28_tr_1752653002	1		no_db_alignment
טעסי שטאַרק	full	1.0	מייעראָוויטש, טעסי [טויבע שטאַרק]			exact	P-2-facs_259_r	1	2458	ok
טשאַרל גראָל	full	1.0	גראָלל, טשאַרלס וו.			exact	P-1-facs_274_tr_1741260210	1	1909	ok
טשאַרל נאַטאַנסאָן	full	3.0	נאַטאַנסאָן, טשאַרלס			exact	P-2-facs_309_tr_1744365735	1	745	ok
טשאַרל שאַפּיראָ	full	1.0	שאַפּיראָ, טשאַרלז			exact	P-6-facs_252_tr_1747928995	1	2896	ok
טשאַרלי אַדלער	full	1.0	אַדלער, דזשוליוס [יואל]			exact	P-3-facs_401_tr_1755856142	1		no_db_alignment
טשאַרלי נאַטאַנסאָן	full	1.0	נאַטאַנזאָן, טשאַרלס			exact	P-2-facs_308_r_2	1	745	ok
טשאַרלי קאָהען	full	1.0	קאָהען, טשאַרלי [שבתי)			exact	P-3-facs_279_tr_1755674215	1		no_db_alignment
טשאַרלן קאָהען	full	1.0	קאָהען, טשאַרלי [שבתי)			exact	P-3-facs_279_tr_1755674215	1		no_db_alignment
טשאַרלס וויינבלאַט טאַרנבערג	full	1.0	וויינבלאַט, טשאַרלס [קלמן]			exact	P-1-facs_355_tr_1741260495	1	3219	ok
טשאַרלס נאַטאַנסאָן	full	14.0	נאַטאַנסאָן, טשאַרלס			exact	P-2-facs_309_tr_1744365735	1	745	ok
טשאָרלס קאָהן	full	1.0	קאָהען, טשאַרלי [שבתי)			exact	P-3-facs_279_tr_1755674215	1		no_db_alignment
יאַהאַן פאַליי	full	1.0	פאַליי יאָהאַן (יונה)			exact	P-3-facs_29_tr_1752653006	1		no_db_alignment
יאַנקל אַדלער	full	1.0	אַדלער, יעקב פּ. [יעקב בן פּנחס]			exact	P-1-facs_23_r	1	706	ok
יאַנקל דער זינגער	full	1.0	זינגער יעקב			exact	P-3-facs_372_r_4	1		no_db_alignment
יאַנקל הערמאַן	full	1.0	ראַבינאָוויטש, הערמאַן (יאַנקל-הערש)			exact	P-5-facs_208_tr_1739221724	1	3557	ok
יאַנקל טרופּיאַנסקי	full	1.0	טרופּיאַנסקי, יאַנקל (יעקב)			exact	P-5-facs_210_tr_1739220934	1	3522	ok
יאַנקל קאצמאַן	full	1.0	קאַצמאַן, יעקב			exact	P-4-facs_204_tr_1754998531	1	2099	ok
יאַנקעל אַדלער	full	1.0	אַדלער, יעקב פּ. [יעקב בן פּנחס]			exact	P-1-facs_23_r	1	706	ok
יאַנקעלע דאַנציגער	full	2.0	דאַנציגער, יאַנקעלע			exact	P-5-facs_233_tr_1739220694	1	3507	ok
יאַנקעלע דאַנציגערן	full	1.0	דאַנציגער, יאַנקעלע			exact	P-5-facs_233_tr_1739220694	1	3507	ok
יאַנקעלע דאַנציקער	full	1.0	דאַנציגער, יאַנקעלע			exact	P-5-facs_233_tr_1739220694	1	3507	ok
יאַנקעלע קאַצמאַן	full	1.0	קאַצמאַן, יעקב			exact	P-4-facs_204_tr_1754998531	1	2099	ok
יאַנקעלע קירשענבוים	full	1.0	קירשענבוים, יעקב			exact	P-3-facs_324_tr_1756057476	1		no_db_alignment
