source_sheet	volume	xml_id	heading	index_unmatched	extras
Volume 5 align	5.0	facs_597_r	מאַקס ברעסלאָו		
Volume 5 align	5.0	facs_597_tr_1739222301	סעם גוטלין		
Volume 5 align	5.0	facs_598_tr_1739222545	דר מייקל סאַסין		
Volume 5 align	5.0	facs_598_tr_1739222546	פעי (פֿייגע) גענדעל		
Volume 5 align	5.0	facs_600_r_77	יעקב ניומאַן — וואָרט-קינסטלער און קולטור-עסקן		
Volume 5 align	5.0	facs_602_r	יצחק (אוירווינג) נידאָרף		
Volume 5 align	5.0	facs_602_tr_1739222225	האָפמאַן אַברהם		
Volume 5 align	5.0	facs_603_r	יצחק און שרה רעכטשייד		
Volume 5 align	5.0	facs_604_tr_1739220749	חיהלע אָש (פֿורמאַן)		
Volume 5 align	5.0	facs_605_r_101	ארי פֿורמאַן		
Volume 5 align	5.0	facs_605_r	זעליג סלאָבאָדניק		
Volume 5 align	5.0	facs_606_r_165	קערי האָדעם		
Volume 5 align	5.0	facs_606_r	וויעראַ ווייס		
Volume 5 align	5.0	facs_607_tr_1739222280	קולטור-דעפּאַרטאַמענט ביי דער אַשכנזישער קהלה אין מעקסיקע		
Volume 5 align	5.0	facs_607_tr_1739222282	גיטל טעפּער		
Volume 5 align	5.0	facs_607_tr_1739222283	בערנאַרד פֿייטעק		
Volume 5 align	5.0	facs_608_r_137	נחמן זיידענוועבער		
Volume 5 align	5.0	facs_608_r	סעמועל קופּערמאַן		
Volume 5 align	5.0	facs_609_r_249	רוכטשע קאָרן		
Volume 5 align	5.0	facs_609_r	מאַלי טראָי		
Volume 5 align	5.0	facs_610_r_262	מאָריס און מאַניאַ פֿאַרבער		
Volume 5 align	5.0	facs_610_r_145	משה מאָרגענשטערן		
Volume 5 align	5.0	facs_610_tr_1739221773	וועלט-פֿאַרבאַנד פֿון בערגען-בעלזען		
Volume 5 align	5.0	facs_614_r_2	געניאַ (באָיאַרסקאָ) לובינסקי		
Volume 5 align	5.0	facs_614_r_3	צילע (באַיאָרסקאָ) זילבערצווייג		
Volume 5 align	5.0	facs_615_r_516	הענרי סאַלאָמאַן		
Volume 5 align	5.0	facs_615_r_1	לייב ראוואַ		
Volume 5 align	5.0	facs_615_r_5	וויערא וייס		
Volume 5 align	5.0	facs_615_r_7	דוב בעריש סאָכאַטשעווסקי		
Volume 5 align	5.0	facs_615_tr_1739221651	חיה ליבע סאָכאַטשעווסקי		
Volume 5 align	5.0	facs_615_r_6	מרדכי יוסף סאָכאַטשעווסקי		
Volume 5 align	5.0	facs_615_r_10	רבקה סאָכאַטשעווסקי		
Volume 5 align	5.0	facs_615_r_11	מרים סאַכאַטשעווסקי		
Volume 5 align	5.0	facs_616_r	בעלאַ פֿיינמאַן		
Volume 5 align	5.0	facs_617_r_9	ייהודית מרים שייווער מאַרקאָוויטש		
Volume 5 align	5.0	facs_617_r_221	רחל ווינציגסטער		
Volume 5 align	5.0	facs_617_r_315	בענאַ ווינציגסטער		
Volume 5 align	5.0	facs_617_tr_1739221429	חיים ווינטשעסטער		
Volume 5 align	5.0	facs_617_tr_1739221426	חיים-ברוך ווישאָגראָד		
Volume 5 align	5.0	facs_617_r	חנה ספּעקטאָר		
Volume 5 align	5.0	facs_617_r_1	אָסקאַר גאָרין		
Volume 5 align	5.0	facs_617_r_3	שושנה ספעקטאָר-גרינבערג		
Volume 5 align	5.0	facs_617_r_6	רודאַ פּשיסוואַ		
Volume 5 align	5.0	facs_617_r_8	יחזקאָל קרייסטאָל		
Volume 5 align	5.0	facs_618_tr_1739221549	אהרן יעקב האַנס		
Volume 5 align	5.0	facs_618_r_198	פרוי, קינדער, איידעם און אייניקלעך		
Volume 5 align	5.0	facs_618_r_9	ראַוז און מענדל קראוט		
Volume 5 align	5.0	facs_618_r_11	מאָריס און ען טרייבער		
Volume 5 align	5.0	facs_618_r_10	זיין קוזיין מעקס קרעימאַרז		
Volume 5 align	5.0	facs_618_r_12	משה און נינאַ אַסטער		
Volume 5 align	5.0	facs_618_r_13	משה און סאָניאַ שיין		
Volume 5 align	5.0	facs_618_r_14	חיים אַסטער		
Volume 5 align	5.0	facs_618_r_15	איוואַ ביילאָוויץ		
Volume 5 align	5.0	facs_618_r_16	ען ווייסדאַרף		
Volume 5 align	5.0	facs_618_r_17	מר. און מרס סוסמאַן		
Volume 5 align	5.0	facs_618_r_18	וויליאַם גאָלד און פאַמיליע		
Volume 5 align	5.0	facs_618_r_19	פאַולין ווהייטמאַן		
Volume 5 align	5.0	facs_618_r_20	משה וואָלקאָוויץ		
Volume 5 align	5.0	facs_618_r_21	אסתר קרעימער		
Volume 5 align	5.0	facs_618_r_22	משה און לאָטי טאַמרעז		
Volume 5 align	5.0	facs_618_r_24	מר. און מרס. שעהנהאַלץ		
Volume 5 align	5.0	facs_618_r_2	מאַן און קינדער		
Volume 5 align	5.0	facs_618_r_1	מאַלי שטערן		
Volume 5 align	5.0	facs_618_r_4	נאָך אַננאַ (חנה) טיליס		
Volume 5 align	5.0	facs_618_tr_1739221555	געבוירן אין קאָשיצע, פּוילן		
Volume 5 align	5.0	facs_618_tr_1739221557	מעלווין טיליס		
Volume 5 align	5.0	facs_618_tr_1739221558	שמעון רוסאַטאַ		
Volume 5 align	5.0	facs_622_r	TNNtTSNaI		
Volume 5 align	5.0	facs_622_r_2	TוE Tt 0E		
Volume 5 align	5.0	facs_622_r_3	T Y		
Noa Volume 1 Align	1.0	facs_68_tr_1740521051	אַרקאַ, יצחק		ארקא, יצחק 301:1
Noa Volume 1 Align	1.0	facs_69_tr_1740521066	אַש, שלום		אַש, שלום 501:1
Noa Volume 1 Align	1.0	facs_72_tr_1740521060	אַשכנדי צילע [פעפער]		אשכנזי, צילע )פעפער( 211:1
Noa Volume 1 Align	1.0	facs_72_tr_1740521050	אַשכנזי איזידאָר [אייזיק]		אשכנזי, איזידאָר )אייזיק( 111:1
Noa Volume 1 Align	1.0	facs_72_r_5	אַשכנזי מירע		אשכנזי, מירע 211:1
Noa Volume 1 Align	1.0	facs_73_tr_1740521068	אָשעראָוויטש, מ.		אָשעראָוויטש, מ. 311:1
Noa Volume 1 Align	1.0	facs_73_r	בּאָד-גוי בּאָריס		
Noa Volume 1 Align	1.0	facs_73_tr_1740521067	באַדין, מאַקס [מוני באַדיאַן]		בּאַדין, מאַקס )מוני בּאַדיאָן( 411:1
Noa Volume 1 Align	1.0	facs_74_r_1	באַדער גרשם		בּאָדער, גרשם 511:1
Noa Volume 1 Align	1.0	facs_74_tr_1740521143	באָוושאַווער יוסף		בּאָוושאָווער, יוסף 611:1
Noa Volume 1 Align	1.0	facs_75_r_2	באַזעלינסקי, נחום		בּאַזעלינסקי, נחום 711:1
Noa Volume 1 Align	1.0	facs_75_tr_1740521172	באַטאָשאַנסקי, יעקב		בּאטאשאַנסקי, יעקב 811:1
Noa Volume 1 Align	1.0	facs_76_tr_1740520957	באָטוויניק, בערל		בּאָטוויניק, בּערל 911:1
Noa Volume 1 Align	1.0	facs_76_tr_1740520936	באָיארסקי-באָגאָרט, רפֿאל		בּאָיאַרסקי-בּאָגאַרט, רפאל 021:1
Noa Volume 1 Align	1.0	facs_77_tr_1740520974	באַלבירסקי, הערש		
Noa Volume 1 Align	1.0	facs_77_r_8	באַנקאָוו, יאַנקעוו		בּאַננקאָוו, יאַנקעוו 121:1
Noa Volume 1 Align	1.0	facs_77_tr_1740520979	באַנקאָוו, מישע		בּאַנקאָוו, מישע 221:1
Noa Volume 1 Align	1.0	facs_77_tr_1740520973	באַסלאווסקי, אַברהם		בּאַסלאַווסקי, אברהם 221:1
Noa Volume 1 Align	1.0	facs_78_tr_1740521032	באָקמאַן, פעלי		בּאָקמאַן, פעלי 321:1
Noa Volume 1 Align	1.0	facs_78_tr_1740521049	באָקשיצקי,לואיס [לייב]		בּאָקשיצקי, לואיס )לייבּ( 321:1
Noa Volume 1 Align	1.0	facs_78_tr_1740521048	באַראָדקין, בערל [באַרדאָקין]		בּאַראָדקין, בּערל )בּאַרדאַקין( 421:1
Noa Volume 1 Align	1.0	facs_78_tr_1740521038	באַראָדקין, סאָניאַ		בּאַראָדקין, סאָניאַ 421:1
Noa Volume 1 Align	1.0	facs_78_tr_1740521046	באַראַט, מאַרטי [משה-מאָרטין באַראַץ]		
Noa Volume 1 Align	1.0	facs_79_tr_1740520939	באַראַנדעס, יוסף		בּאַראָנדעס, יוסף 621:1
Noa Volume 1 Align	1.0	facs_80_tr_1740521116	באַראַץ, דוד		בּאַראַץ, דוד 721:1
Noa Volume 1 Align	1.0	facs_80_tr_1740521113	באַרבער, ש. [שמואל בערבער]		בּאַרבּער, ש. )שמואל בּערבּער( 821:1
Noa Volume 1 Align	1.0	facs_81_r_7	באַרדיזשאַנער שלמה		בּאָרדיזשאַנער, שלמה 921:1
Noa Volume 1 Align	1.0	facs_131_r_7	באַרזשער, וועלוועל		
Noa Volume 1 Align	1.0	facs_81_tr_1740521165	באָריץ, פֿראַנץ [אָפרים]		בּאָריץ, פראַנץ )אפרים( 921:1
Noa Volume 1 Align	1.0	facs_81_tr_1740521176	באַריץ, קלאַרא [דרוקער]		בּאָריץ, קלאַראַ )דרוקער( 031:1
Noa Volume 1 Align	1.0	facs_81_r_12	באַרסעל, אַברהם		בּאַרסעל, אברהם 031:1
Noa Volume 1 Align	1.0	facs_81_tr_1740521171	באַרסקי, ישראל		בּאַרסקי, ישראל 031:1
Noa Volume 1 Align	1.0	facs_82_tr_1740520990	בדחן, שלמה [בעללויאַ]		בּדחן, שלמה )בעללויא( 131:1
Noa Volume 1 Align	1.0	facs_82_r_2	בדחנים-אַקטיאָרן		בּדחנים-אַקטיאָרן 231:1
Noa Volume 1 Align	1.0	facs_89_tr_1740521002	בודאַנאָוו, בעסי [בודניק]		בּודאַנאָוו, בּעסי )בּודניק( 541:1
Noa Volume 1 Align	1.0	facs_89_tr_1740521007	בודקין, מישע		בּודקין, מישע 541:1
Noa Volume 1 Align	1.0	facs_89_tr_1740521008	בודקין, צילע [ציפּע מאָגילנער]		בּודקין, צילע )ציפּע מא*גילנער( 641:1
Noa Volume 1 Align	1.0	facs_89_tr_1740521006	בוזגאָן, חבל		בּוזגאן, חבל 641:1
Noa Volume 1 Align	1.0	facs_90_tr_1740521114	בוזעט, איזידאָר		בּוזעט, איזידאָר 741:1
Noa Volume 1 Align	1.0	facs_90_tr_1740521094	בוים אַברהם		בּוים, אברהם 841:1
Noa Volume 1 Align	1.0	facs_90_tr_1740521107	בוים אַלימלך		בּוים, אלימלך 841:1
Noa Volume 1 Align	1.0	facs_91_tr_1740521128	בוים אַננאַ [חנה פּאָלאַקאָווסקאַ]		בּוים, אננאַ )חנה פּאָלאַקאָווסקא( 941:1
Noa Volume 1 Align	1.0	facs_91_tr_1740521127	בוימוואָל, יהודה-לייב		בּוימוואָל, יהודה-לייבּ 941:1
Noa Volume 1 Align	1.0	facs_91_r_5	בויקע, לייזער [?]		בּויקע, לייזער 051:1
Noa Volume 1 Align	1.0	facs_81_tr_1740521184	באַרסקאַ-פֿישער ליזאַ		בּאַרסקא-פישער, ליזא 031:1
Noa Volume 1 Align	1.0	_ - xml:id	_ - heading		Column 1 2 - in Zylbercweig People
Noa Volume 1 Align	1.0	facs_17_tr_1713546856	אַבּדול		אַּבבּדול 1:1
Noa Volume 1 Align	1.0	facs_17_tr_1713546845	אָבּערבּערג, אַדאָלף		אַבּערבּערג, אַדאָלף 1:1
Noa Volume 1 Align	1.0	facs_17_r_9	אבערלענדער אַלעקסאנדער		אַבּערלענדער, אַלעקסאַדער 1:1
Noa Volume 1 Align	1.0	facs_17_r_3	אָבערלענדער, סאָׁפיע		אָבּערלענדער, סאָפיע 2:1
Noa Volume 1 Align	1.0	facs_17_tr_1713546853	אַבּערמאן, יצחק [האַבער]		אַבּערמאַן, יצחק )האַבּער( 2:1
Noa Volume 1 Align	1.0	facs_18_r_8_1	אָבראַגאַם ידאָ [פעלטענשטיין]		אַבּראַגאַם, ידא )פעלטענשטיין( 3:1
Noa Volume 1 Align	1.0	facs_18_TextRegion_1711991809768_2571	אַבראַמאָוו		אַבּראַמאָוו 3:1
Noa Volume 1 Align	1.0	facs_18_r_1	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]		אַבּראַמאָוו, אַדאָלף )אברהם פּערקאָף( 3:1
Noa Volume 1 Align	1.0	facs_18_TextRegion_1711991763648_2536	אַבראַמאָוויטש, איזאַק		אַבּראַמאָוויטש, איזאָק 4:1
Noa Volume 1 Align	1.0	facs_18_TextRegion_1711991747546_2519	אַבראַמאָוויטש, בינע [פוקס]		אַבּראַמאָוויטש, בּינע )פוקס( 4:1
Noa Volume 1 Align	1.0	facs_19_r	אַבראַמאָוויטש, חיים		אַבּראַמאָוויטש, חיים 6:1
Noa Volume 1 Align	1.0	facs_19_r_6	אַבראַמאָוויטש, מאַקס (מענדל)		אַבּראַמאָוויטש, מאַקס )מענדל( 6:1
Noa Volume 1 Align	1.0	facs_20_tr_1740515222	אַבראַמס, אַדאָלף [אָבּראָמאָוויטש]		אַבּראמס, אַדאָלף )אבּראַמאָוויטש( 7:1
Noa Volume 1 Align	1.0	facs_20_tr_1740515229	אַבראַמסאָן, אייוואָן		אַבּראַמסאָן, אייוואַן 8:1
Noa Volume 1 Align	1.0	facs_20_tr_1740515223	אַבראַמסקי, ג.		אַבּראַמסקי, ג. 8:1
Noa Volume 1 Align	1.0	facs_21_tr_1740515222	אַנעד, סעם [שלמה]		אַגעד, סעם )שלמה( 9:1
Noa Volume 1 Align	1.0	facs_21_tr_1740515225	אַדאָלפי		אַדאָלפי 01:1
Noa Volume 1 Align	1.0	facs_21_tr_1740515226	אַדלער בעני		אַדלער, בּעני 01:1
Noa Volume 1 Align	1.0	facs_22_tr_1740515222	אַדלער דזשוליאַ		אַדלער, דזשוליא 11:1
Noa Volume 1 Align	1.0	facs_22_tr_1740515225	אַדלער יוזשע		אַדלער, יוזשע 11:1
Noa Volume 1 Align	1.0	facs_22_tr_1740515224	אַדלער, יוליוס		אַדלער, יוליוס 11:1
Noa Volume 1 Align	1.0	facs_23_r	אַדלער, יעקב פּ. [יעקב בן פּנחס]		אַדלער, יעקב פּ. )יעקב בּן פּנחס( 31:1
Noa Volume 1 Align	1.0	facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]		אַדלער, ירמיהו )גאָלדענבּערג-טווערסקי( 82:1
Noa Volume 1 Align	1.0	facs_31_TextRegion_1710063820301_118	אַדלער, ישראל		אַדלער, ישראל 92:1
Noa Volume 1 Align	1.0	facs_31_TextRegion_1710063786700_90	אַדלער, סטעלאַ		אַדלער, סטעלאַ 92:1
Noa Volume 1 Align	1.0	facs_31_r	אַדלער, סעם		אַדלער, סעם 03:1
Noa Volume 1 Align	1.0	facs_33_tr_1740521056	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]		היינע-היימאָוויאש( 607:1
Noa Volume 1 Align	1.0	facs_33_tr_1740521070	אַדלער עמיליע [שרה-מילקע שטאָנג]		אַדלער, עמיליע )שרה-מילקע שטאַנג( 43:1
Noa Volume 1 Align	1.0	facs_34_tr_1740521039	אַדלער פֿרענציס		אַדלער, פרענציס 53:1
Noa Volume 1 Align	1.0	facs_34_tr_1740521031	אַדלער צילע		אַדלער, צילע 63:1
Noa Volume 1 Align	1.0	facs_35_tr_1740520972	אַדלער, קאָטיאָ [גוראַלניק]		
Noa Volume 1 Align	1.0	facs_35_tr_1740520974	אָדעסער פֿאָלקס-זינגער מאיר גאָרבאָי [פּאַרך]		אַדעסער פאָלקסזינגער 73:1
Noa Volume 1 Align	1.0	facs_35_tr_1740520980	אָדערשלעגער, משה יעקב		אדערשלעגער, משה יעקב 83:1
Noa Volume 1 Align	1.0	facs_35_tr_1740520969	אוגער, ישעיה		
Noa Volume 1 Align	1.0	facs_36_tr_1740520946	אַווראַמאָוויטש, מאַקס [מרדכי אָבראָמאָוויטש]		
Noa Volume 1 Align	1.0	facs_36_tr_1740520948	אויגענבליק, עני [חנה סויבער]		אויגענבּליק, עני )חנה סויבּער( 04:1
Noa Volume 1 Align			אויגענבליק, פֿיליפּ		אויגענבּליק, פיליפּ 04:1
Noa Volume 1 Align		facs_37_tr_1740520986	אויערבאַך, אפֿרים		אויערבּאַך, אפרים 14:1
Noa Volume 1 Align		facs_37_tr_1740520982	אויערבאַך, בּאָריס [בן-ציון]		אויערבּאַך, בּאָריס )בן-ציון( 24:1
Noa Volume 1 Align		facs_37_tr_1740520980	אויערבאַך, יצחק		אויערבּאַך, יצחק 24:1
Noa Volume 1 Align		facs_37_tr_1740520983	אויערבאך ס.		אויערבּאַך, ס. 24:1
Noa Volume 1 Align		facs_38_tr_1740521016	אויערבאַך, סעם		אויערבּאַך, סעם 34:1
Noa Volume 1 Align		facs_38_tr_1740521017	אולריך		אולריך 34:1
Noa Volume 1 Align		facs_38_tr_1740521009	"„אונזער טעאַטער"""		אונזער טעאַטער 34:1
Noa Volume 1 Align		facs_38_tr_1740521011	אוריך סאמי [שמאי, גדליהו]		
Noa Volume 1 Align		facs_39_tr_1740520985	אוריך, צילע [חיה צילע פערער]		
Noa Volume 1 Align		facs_39_tr_1740520983	אַַזראַ, אַלעקסאַנדער [אָרליוק]		אזראַ, אַלעקסאַנדער )אָרליוק( 64:1
Noa Volume 1 Align		facs_40_tr_1740521035	אַטלאַס, דזשעני		אַטלאַס, דזשעני 84:1
