hub_id	canonical_heading	n_entries	n_db_rows	n_surfaces	entry_person_ids	db_ids	volumes	birth_date	death_date	evidence	pending_drafts	multi_db	non_person	top_surfaces
HUB-D2548	נאַאומאָוו, אַברהם	1	1	1	P-2-facs_300_tr_1744280754	2548	2			ra_align	0	0	0	אַברהם נאַאומאַוו
HUB-D2549	נאַאומאָוו, שלמה [זאַסלאַווסקי]	2	1	2	P-2-facs_300_tr_1744280756|P-5-facs_588_tr_1739222289	2549	2|5	1898-04-03		ra_align	0	0	0	י. ש. נאַאומאָוו|נ. זאַסלאַווסקי
HUB-D2550	נחמה (ליפּשיץ-קאַדיש]	1	1	2	P-2-facs_316_tr_1744365733	2550	2	1892		ra_align	0	0	0	קאַדיש|קאַדיש-כאַש
HUB-D2551	נעלקען, משה	1	1	0	P-5-facs_371_tr_1739222499	2551	5	1901	1944-08	ra_align	0	0	0	
HUB-D2552	נעלסאָן, טשאָרלס (שכנא)	1	1	0	P-2-facs_321_tr_1744365724	2552	2	1895-08-04		ra_align	0	0	0	
HUB-D2553	נעלסאָן, לייע [קאַצנעלסאָן]	1	1	0	P-2-facs_322_tr_1744365724	2553	2	1905-09-05		ra_align	0	0	0	
HUB-D2554	נערה [רבקה מאָצקין-ראַקאָוו]	1	1	0	P-5-facs_198_tr_1736588963	2554	5	1909-11-03		ra_align	0	0	0	
HUB-D2555	נעראָסלאַווסקאַ, אסתר	1	1	4	P-2-facs_323_tr_1744365725	2555	2			ra_align	0	0	0	נעראָסלאָווסקאָ|אסתר נעראָסלאַווסקאַ|אסתר סאָלאָמאָנעסקן|נעראָסלאַווסקאַ
HUB-D2556	נעסטאָר משה	1	1	3	P-2-facs_322_tr_1744365731	2556	2	1885-01-05		ra_align	0	0	0	נעסטאָר|משה נעסטאָר|מ. נעסטאָר
HUB-D2557	נייהויז, ציליע	1	1	0	P-3-facs_274_tr_1755674144	2557	3			human_align	0	0	0	
HUB-D2558	נייהויז, וואָלף	2	1	1	P-2-facs_317_r_3|P-5-facs_112_tr_1733832831	2558	2|5	1891-01-20	1942	ra_align	0	0	0	וואָלף נייהויז
HUB-D2559	ניומאַן (ניימאַן], יעקב	3	1	4	P-3-facs_374_tr_1755856111|P-5-facs_600_r_77|P-6-facs_226_tr_1747928999	2559	3|5|6	1900-06-04	1966-07-29	human_align|ra_align	0	0	0	יוסף קאַמיען|יוסף קאָמען|אַסיאָ שטיין (קאַמיען)|י. י. קאַמין
HUB-D2560	ניי, מאָזעס	1	1	0	P-2-facs_317_tr_1744365783	2560	2	1891-04-07		ra_align	0	0	0	
HUB-D2561	ניימאַן, אהרן	1	1	0	P-2-facs_318_r_2	2561	2	1876		ra_align	0	0	0	
HUB-D2562	ניימאַן, יצחק	1	1	0	P-2-facs_319_tr_1744365779	2562	2	1869	1931-07-28	ra_align	0	0	0	
HUB-D2563	ניימאַן, יחזקאל-משה	1	1	1	P-2-facs_318_tr_1744365811	2563	2	1893		ra_align	0	0	0	י. מ. ניימאַן
HUB-D2565	ניימאַרק, דוד	1	1	0	P-2-facs_319_tr_1744365790	2565	2	1866	1924-12-20	ra_align	0	0	0	
HUB-D2566	ניימילער, זעלדע (זיינא)	1	1	1	P-5-facs_358_tr_1739221631	2566	5	1917	1944	ra_align	0	0	0	זיינאַ
HUB-D2567	ניגער שמואל [טשאַרני]	1	1	2	P-2-facs_317_tr_1744365780	2567	2	1883-07-22		ra_align	0	0	0	ש. ניגער|ניגער
HUB-D2568	ניקאָלאַיעווסקי, מייער	1	1	0	P-5-facs_535_tr_1739222167	2568	5	1908	1941-07	ra_align	0	0	0	
HUB-D2569	נירענבערג, אשר לייב	1	1	0	P-2-facs_321_tr_1744365709	2569	2	1890	1928-11-21	ra_align	0	0	0	
HUB-D2570	ניסענבוים, יעקב	2	1	0	P-2-facs_320_tr_1744365794|P-5-facs_91_tr_1733059445	2570	2|5	1894		ra_align	0	0	0	
HUB-D2571	ניסענצווייג, חיים	1	1	1	P-2-facs_320_tr_1744365787	2571	2	1895-02-25		ra_align	0	0	0	חיים ניסענצווייג
HUB-D2573	נאָרד באַרוך [בענעדיקט לעווין]	1	1	0	P-2-facs_313_tr_1744365816	2573	2	1901-10-26		ra_align	0	0	0	
HUB-D2574	נאָרפלוס, יוסף	1	1	1	P-2-facs_314_tr_1744365768	2574	2	1894		ra_align	0	0	0	נאָרפלוס
HUB-D2575	נאָרינסקי, יצכאָק	1	1	0	P-2-facs_314_tr_1744365761	2575	2	1890-12-12		ra_align	0	0	0	
HUB-D2576	נאָרווייד מאָריץ [טרעפלער]	1	1	3	P-2-facs_313_tr_1744365813	2576	2	1895-07-04		ra_align	0	0	0	נאָרוויד|מ. נאָרוויד|נאָרוויך
HUB-D2577	נאַוויקאָוו, מאָריס [באַכנאָוו]	1	1	5	P-2-facs_305_tr_1744365746	2577	2	1892-06-17		ra_align	0	0	0	מאָריס נאָוויקאָוו|נאָוויקאָוו|מ. נאָוויקאָוו|מרס. פערקויף נאָוויקאָוו|באַכנאָוו
HUB-D2578	נוימאַן, משה-שמואל	1	1	3	P-2-facs_315_tr_1744365735	2578	2	1769		ra_align	0	0	0	משה שמואל ניימאַן|י. מ. נוימאָן|נוימאַן
HUB-D2579	נאָזשיק, יצחק	1	1	3	P-2-facs_305_tr_1744365748	2579	2	1889-04-23		ra_align	0	0	0	יצחק נאָזשיק|נאָזשיק|י. נאָזשיק
HUB-D2580	נוגער, א. פ.	1	1	3	P-7-facs_103_r_1	2580	7			ra_align	0	0	0	נוגער|א. פ.|נוגער-סיליויאָ
HUB-D2582	נוסבוים, אַברהם	1	1	1	P-2-facs_316_tr_1744365729	2582	2			ra_align	0	0	0	אברהם נוסבוים
HUB-D2583	נוסינאָוו, יצחק	1	1	2	P-2-facs_316_tr_1744365726	2583	2	1889-07-14	1831-11-29	ra_align	0	0	0	י. נוסינאָוו|נוסינאָווס
HUB-D2584	נוסענבוים, לייזער	1	1	0	P-3-facs_278_tr_1755674211	2584	3			human_align	0	0	0	
HUB-D2585	אָבּערבּערג, אַדאָלף	1	1	0	P-1-facs_17_tr_1713546845	2585	1	1888		ra_align	0	0	0	
HUB-D2586	אָבערלענדער, יאָזעף	1	1	0	P-6-facs_22_tr_1747746208	2586	6	1881-10-26	1953-12-24	ra_align	0	0	0	
HUB-D2587	אָבערלענדער, סאָׁפיע	1	1	2	P-1-facs_17_r_3	2587	1	1862	1884-07-29	ra_align	0	0	0	סאַפֿיע אָבערלענדער|פֿרל. סאָפיע אָבערלענדער
HUB-D2588	אבערלענדער אַלעקסאנדער	1	1	0	P-1-facs_17_r_9	2588	1	1854	1913-10-22	ra_align	0	0	0	
HUB-D2589	אַבאָזשאַנעק, יעקב	1	1	0	P-5-facs_508_tr_1739222134	2589	5	1891	1943	ra_align	0	0	0	
HUB-D2590	אָפֿפֿערמאַן, פאָלינאַ [פּערל]	1	1	0	P-1-facs_59_tr_1740521094	2590	1	1894-03-07		ra_align	0	0	0	
HUB-D2591	אָגורסקי, סעם (שמואל)	1	1	0	P-6-facs_564_r_27	2591	6	1884-04-15		ra_align	0	0	0	
HUB-D2592	אָלגין, מ. י., דר. [משה יוסף נאָוואָמיסקי]	1	1	3	P-1-facs_47_tr_1740521070	2592	1	1878-03-24		ra_align	0	0	0	מ. אָלגין|אָלגין|י.
HUB-D2593	אָלקעניצקי, אומע (פֿרומע)	1	1	2	P-5-facs_170_tr_1735652620	2593	5	1899-07-12	1943-09	ra_align	0	0	0	אוּמע אָלקעניצקי|אומע אָלקעניצקאַ
HUB-D2594	אָפּאַטאשו, יוסף [יוסף אָפּאַטאָווסקי]	1	1	6	P-1-facs_57_tr_1740521100	2594	1	1887-01-01		ra_align	0	0	0	אָפּאַטאָשו|יוסף אָפּאַטאָשו|אָפּאַטאָשוס|יודל אָפּאָטאַשו|יוסף אָפּאַטאַשון
HUB-D2595	אָרענשטיין (אָרען), יוסף	1	1	0	P-5-facs_95_r_9	2595	5			ra_align	0	0	0	
HUB-D2596	אָרלעסקא, מרים	2	1	2	P-1-facs_65_tr_1740520951|P-5-facs_258_r	2596	1|5	189		ra_align|ra_dup	0	0	0	מרים אָרלעסקאָ|אָרלעסקאָ
HUB-D2597	אָרליוק, שמעון	1	1	1	P-1-facs_65_tr_1740520954	2597	1	1894		ra_align	0	0	0	אָרלייווק
HUB-D2598	אַלקאַן,יהושע	2	1	1	P-1-facs_49_tr_1740521084|P-2-facs_360_r_1	2598	1|2	1895-01-28		ra_align	0	0	0	סניעגאָוו
HUB-D2599	אָשעראָוויטש, מ.	1	1	1	P-1-facs_73_tr_1740521068	2599	1	1888-01-14		ra_align	0	0	0	מ. אָשעראָוויטש
HUB-D2600	אָסקאַר יוליוס [אייזענבעט]	1	1	5	P-1-facs_56_tr_1740521001	2600	1			ra_align	0	0	0	יוליוס אָסקאַר|אָסקאַר דזשוליוס|יוליוס אָסקאָר גאָרדין|יוליוס אָסקאָרן|י. אָסקאַר
HUB-D2601	אַסטראָף, אָסקאַר [יהושע אָסטריצקי]	1	1	2	P-1-facs_56_tr_1740521000	2601	1	1904-07-28		ra_align	0	0	0	אָסקאַר אַסטראָף|א. אַסטראָף
HUB-D2602	אַסטראָווסקי, חיים	1	1	2	P-4-facs_380_tr_1755030217	2602	4	1896-07-15		ra_align	0	0	0	אַסטראָווסקי|ח. אַסטראָווסקי
HUB-D2603	אָסטראָווסקי, סעם (שמואל)	1	1	0	P-6-facs_611_r_33	2603	6			ra_align	0	0	0	
HUB-D2604	פֿריידעלע [אוישער]	1	1	1	P-6-facs_643_tr_1747930524	2604	6			ra_align	0	0	0	פֿריידעלע אוישער
HUB-D2605	אוישער משה	1	1	1	P-3-facs_415_tr_1755856164	2605	3			human_align	0	0	0	משה אוישער
HUB-D2606	פאַדאָוויטש, בערל	1	1	0	P-3-facs_12_tr_1752652592	2606	3			human_align	0	0	0	
HUB-D2607	פּאַלעי, דזשייקאָב	1	1	0	P-3-facs_32_r_2	2607	3			human_align	0	0	0	
HUB-D2608	פאַליי יאָהאַן (יונה)	1	1	2	P-3-facs_29_tr_1752653006	2608	3			human_align	0	0	0	פּאַלעי|יאַהאַן פאַליי
HUB-D2609	פאַלמע, ס.	1	1	0	P-3-facs_31_tr_1752653038	2609	3			human_align	0	0	0	
HUB-D2610	פּאַניץ, פֿייגעלע [פֿייגע-לאה מעראָן]	1	1	1	P-4-facs_600_tr_1755030245	2610	4	1893		ra_align	0	0	0	פֿייגעלע פּאַניץ
HUB-D2611	פּאַפאַק, ה.	1	1	0	P-3-facs_36_tr_1752653027	2611	3			human_align	0	0	0	
HUB-D2612	פּאַפּיערין, משה	1	1	1	P-5-facs_212_tr_1739221096	2612	5	1901	1941	ra_align	0	0	0	משה פּאַפּיערין
HUB-D2613	פאַפּירנאַ, אַברהם-יעקב	1	1	2	P-3-facs_36_tr_1752653036	2613	3			human_align	0	0	0	א. י. פּאַפּירנאַ|א. י. פּאָפּערנאָ
HUB-D2614	אהרן [פּאַרך]	1	1	0	P-1-facs_82_r_4	2614	1			ra_align	0	0	0	
HUB-D2615	פאַרנעס, נייטאָן	1	1	2	P-3-facs_36_r_5	2615	3			human_align	0	0	0	נייטאָן פאַרנעס|פֿאַרנעס
HUB-D2616	פאַסקאַל, עדוואַרד	1	1	0	P-3-facs_34_r_3	2616	3			human_align	0	0	0	
HUB-D2617	פּאַשקאָווסקי, מישאַ	1	1	0	P-3-facs_37_tr_1752653030	2617	3			human_align	0	0	0	
HUB-D2618	פּאַסקאַל, שמעון	1	1	0	P-3-facs_35_tr_1752653010	2618	3			human_align	0	0	0	
HUB-D2619	פּאַסקעוויטש, דזשאַנעט	1	1	3	P-3-facs_35_tr_1752653022	2619	3			human_align	0	0	0	דזשאַנעט פּאַסקעוויטש|זשאַנעט פּאַסקעוויטש|פּאַסקעוויטש
HUB-D2620	פּאַסקעוויטש, מאַלווינאַ	1	1	1	P-3-facs_35_tr_1752653019	2620	3			human_align	0	0	0	מאַלווינאַ
HUB-D2621	פאָסטערנאַק, הנינא	1	1	0	P-3-facs_34_tr_1752653017	2621	3			human_align	0	0	0	
HUB-D2622	פּאַסטערנאַק, ווילי	1	1	1	P-3-facs_33_tr_1752653026	2622	3			human_align	0	0	0	ווילי פּאסטערנאַק
HUB-D2623	פּאַסטאָר, משה	2	1	1	P-3-facs_32_r_8|P-5-facs_97_tr_1733059493	2623	3|5	1898-05-28		human_align|ra_align	0	0	0	משה פּאַסטאָר
HUB-D2624	פאַט, יעקב	1	1	1	P-3-facs_18_tr_1752653039	2624	3			human_align	0	0	0	יעקב טאָט
HUB-D2625	פּאַטראָן, (עליאַס) אליהו	1	1	0	P-3-facs_20_tr_1752653058	2625	3			human_align	0	0	0	
HUB-D2626	פאַטראָני, פּאָלאַ [פאַולינאַ פּאַטראָן]	1	1	0	P-3-facs_21_tr_1752653037	2626	3			human_align	0	0	0	
HUB-D2627	פּאול, ה.	1	1	0	P-3-facs_15_tr_1752653013	2627	3			human_align	0	0	0	
HUB-D2628	פּאָל, רחל-לאה	1	1	1	P-4-facs_102_tr_1753681958	2628	4			ra_align	0	0	0	רחל-לאה
HUB-D2629	פאול, יוסף	1	1	1	P-3-facs_16_r	2629	3			human_align	0	0	0	יוסף פּאָל
HUB-D2630	פּאַוויק, פּ.	1	1	0	P-3-facs_15_r_6	2630	3			human_align	0	0	0	
HUB-D2631	פּאַוולאַציקי, מישע,	1	1	0	P-5-facs_592_r_30	2631	5	1913		human_align	0	0	0	
HUB-D2632	פּערלמאַן, מאַקס	1	1	0	P-3-facs_130_tr_1754820307	2632	3			human_align	0	0	0	
HUB-D2633	פּירסאָן, צילע	1	1	0	P-3-facs_125_tr_1754820300	2633	3			human_align	0	0	0	
HUB-D2634	פּעקער, קלאַראַ [מילער]	1	1	0	P-3-facs_128_tr_1754820289	2634	3			human_align	0	0	0	
HUB-D2635	פעקער וויקטאָר (אביגדור)	1	1	3	P-3-facs_127_tr_1754820296	2635	3			human_align	0	0	0	וויקטאָר פּעקער|אביגדור פּעקער|א. פּעקער
HUB-D2636	פּעקעראָוו, יעקב	1	1	0	P-3-facs_128_tr_1754820296	2636	3			human_align	0	0	0	
HUB-D2637	פּעלץ, מרדכי	1	1	0	P-3-facs_126_tr_1754820323	2637	3			human_align	0	0	0	
HUB-D2638	פּערענסאָן, משה	1	1	1	P-3-facs_135_tr_1754820287	2638	3			human_align	0	0	0	מ. פּערענסאָן
HUB-D2639	פּערקאָף, יצחק	1	1	0	P-3-facs_135_tr_1754820286	2639	3			human_align	0	0	0	
HUB-D2640	פּערקאָף, רובין	1	1	0	P-3-facs_136_tr_1754820292	2640	3			human_align	0	0	0	
HUB-D2641	פּערלמאַן, אסתּר	2	1	1	P-3-facs_129_r|P-6-facs_419_tr_1747930126	2641	3|6	1897-07-26	1966-08-28	human_align|ra_align	0	0	0	אסתר פּערלמאַן
HUB-D2642	פּערלמאַן, יעקב	1	1	1	P-3-facs_129_tr_1754820306	2642	3			human_align	0	0	0	יעקב פּערלמאַן
HUB-D2644	פערלמוטער, מרדכי	1	1	1	P-3-facs_132_tr_1755157157	2644	3			human_align	0	0	0	פּערלמוטער
HUB-D2645	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	1	1	1	P-3-facs_130_r	2645	3			human_align	0	0	0	אַרנאָלד פּערלמוטער
HUB-D2646	פּערלמוטער ראובן	1	1	0	P-3-facs_132_tr_1755157159	2646	3			human_align	0	0	0	
HUB-D2647	פּערלאָוו, בעטי [ראָזענבערג]	1	1	1	P-3-facs_128_tr_1754820291	2647	3			human_align	0	0	0	בעטי פּערלאָוו
HUB-D2648	פּאָטלאַך, שייע	1	1	0	P-5-facs_421_tr_1739222373	2648	5			ra_align	0	0	0	
HUB-D2649	פּיקעלטשיק, יעטע	1	1	0	P-3-facs_124_tr_1754820300	2649	3			human_align	0	0	0	
HUB-D2650	פּילניק, אַליהו	1	1	0	P-5-facs_354_tr_1739222148	2650	5		1943-08	ra_align	0	0	0	
HUB-D2651	פּינטשעווסקי, מוישע	1	1	0	P-3-facs_92_tr_1753268305	2651	3			human_align	0	0	0	
HUB-D2652	פּיין, מאַקס	1	1	1	P-3-facs_91_tr_1753268279	2652	3			human_align	0	0	0	מאַקס פּיין
HUB-D2653	"פּינעס, מאיר ד""ר"	1	1	0	P-3-facs_115_tr_1753726028	2653	3			human_align	0	0	0	
HUB-D2654	פינקוס, שאָלעם [וויטענבערג]	1	1	0	P-3-facs_115_tr_1753726015	2654	3			human_align	0	0	0	
HUB-D2656	פּינטשיק, פּ. [פּנחס סגל]	1	1	0	P-3-facs_91_tr_1753268278	2656	3			human_align	0	0	0	
HUB-D2657	פּיראָזשניקאָוו, יצחק	1	1	0	P-3-facs_124_tr_1754820292	2657	3			human_align	0	0	0	
HUB-D2658	פּיוואַר ראָזע	1	1	0	P-3-facs_91_tr_1753268287	2658	3			human_align	0	0	0	
HUB-D2659	פּלאַווינאַ, קאַטיאַ	1	1	0	P-3-facs_125_tr_1754820306	2659	3			human_align	0	0	0	
HUB-D2660	פּלאַוונער, מענדל	1	1	1	P-3-facs_126_tr_1754820315	2660	3			human_align	0	0	0	מענדל פּלאַוונער
HUB-D2661	פּלאַוונער, רבקה׳לע [רעגינע בערגער]	1	1	0	P-3-facs_126_tr_1754820316	2661	3			human_align	0	0	0	
HUB-D2662	פלאַטקין, דניאל	1	1	0	P-3-facs_316_tr_1756045027	2662	3			human_align	0	0	0	
HUB-D2663	פּאָדליאַס, חיים	1	1	0	P-3-facs_15_tr_1752653010	2663	3			human_align	0	0	0	
HUB-D2664	פֿאָדלובני פרויקע (אפרים)	1	1	3	P-3-facs_15_tr_1752653017	2664	3			human_align	0	0	0	אַפֿרים|אפרים|פרויקע
HUB-D2665	פּאָדלובני, נ. י. [נאַום, נוניאַ]	1	1	0	P-3-facs_14_tr_1752653034	2665	3			human_align	0	0	0	
HUB-D2666	פּאָדאָלסקאַ, וויעראַ	1	1	1	P-3-facs_12_tr_1752652590	2666	3			human_align	0	0	0	וויעראַ פּאָדאָלסקאַ
HUB-D2667	פּאָדאָלסקאַיאָ, צילע	1	1	0	P-7-facs_78_r	2667	7		1948	ra_align	0	0	0	
HUB-D2668	פּאָדזאַמטשע, שלום	1	1	1	P-3-facs_12_tr_1752652594	2668	3			human_align	0	0	0	שלום פּאָדזאַמטשע
HUB-D2670	פאַך, טויבע [פישעל]	1	1	1	P-3-facs_28_tr_1752653002	2670	3			human_align	0	0	0	טויבע פאָך
HUB-D2671	פּאָלאַקעוויטש, משה	2	1	0	P-3-facs_29_tr_1752653013|P-5-facs_590_tr_1739222452	2671	3|5	1890		human_align|ra_align	0	0	0	
HUB-D2672	פּאָלאַנד, טאַניאַ	1	1	1	P-3-facs_28_tr_1752653013	2672	3			human_align	0	0	0	טאַניאַ
HUB-D2673	פאָלאנסקי, חיים	2	1	2	P-3-facs_28_tr_1752653010|P-5-facs_196_tr_1736589003	2673	3|5	1892-07-20		human_align|ra_align	0	0	0	פּאָלאַנסקי|חיים פּאָלאַנסקי
HUB-D2674	פּאָלאַנסקי, ריטאָ	1	1	0	P-5-facs_367_tr_1739222548	2674	5			ra_align	0	0	0	
HUB-D2675	פאָליאַקאָוו, אַהרן [פּאָליאַטשעק]	1	1	3	P-3-facs_29_tr_1752653003	2675	3			human_align	0	0	0	אהרן פּאָליאַקאָוו|פּאָליאַקעוויטש|פּאָליאָקאָו
HUB-D2676	פּאָליאַקאָוו, זאָן	1	1	1	P-5-facs_247_tr_1739222208	2676	5	189	1941	ra_align	0	0	0	זאָן פּאָליאַקאָוו
HUB-D2677	פּאָלינאָוואָ, [?]	1	1	0	P-7-facs_68_tr_1756359775	2677	7			ra_align	0	0	0	
HUB-D2678	פּאָליפּאַדע, בן-ציון	1	1	2	P-3-facs_30_tr_1752652991	2678	3			human_align	0	0	0	ב. פּאַלעפּאַדע|פר. פּאָליפּאַדע
HUB-D2679	פּאָליאַק, מ.	1	1	0	P-3-facs_29_tr_1752652999	2679	3			human_align	0	0	0	
HUB-D2680	פאָליעוויק, [?]	1	1	0	P-3-facs_30_r_5	2680	3			human_align	0	0	0	
HUB-D2681	פאָמעראַנץ, נ.	1	1	0	P-3-facs_32_r_5	2681	3			human_align	0	0	0	
HUB-D2682	פּאָנטש, ח.	1	1	1	P-3-facs_32_r_6	2682	3			human_align	0	0	0	ח. פּאָנטש
HUB-D2683	פֿאָפּער, דוד	1	1	1	P-3-facs_36_tr_1752653032	2683	3			human_align	0	0	0	דוד פּאַפּער
HUB-D2684	פאָרסקי, ה. [הירש פאַרודאָמינסקי]	1	1	1	P-5-facs_207_tr_1739221937	2684	5	1913	1941	ra_align	0	0	0	הירש פאַרודאָמינסקי
HUB-D2685	פאָסיאַס, שימען	1	1	0	P-3-facs_34_tr_1752653015	2685	3			human_align	0	0	0	
HUB-D2686	פאָזנער (יחיאל-) מאיר	1	1	1	P-3-facs_17_tr_1752653009	2686	3			human_align	0	0	0	פּאַזנער
HUB-D2687	פאָטאַש-פוקס, ריקודה	1	1	0	P-3-facs_20_tr_1752653050	2687	3			human_align	0	0	0	
HUB-D2688	פּאַטאַשינסקי, משה	1	1	1	P-3-facs_20_tr_1752653056	2688	3			human_align	0	0	0	משה פּאָטאַשינסקי
HUB-D2689	פּאָטאַשניק, מיכאַאיל	1	1	0	P-3-facs_20_tr_1752653048	2689	3			human_align	0	0	0	
HUB-D2690	פּאָטאָצקאַ, לידיאַ	1	1	2	P-3-facs_19_tr_1752653066	2690	3			human_align	0	0	0	לידיאַ פּאַטאָצקאַ|לידאַ פּאַטאָצקא
HUB-D2691	פּויזנער, סאול	1	1	0	P-3-facs_37_tr_1752653025	2691	3			human_align	0	0	0	
HUB-D2692	פּאָזנאַנסקי, הערש	1	1	0	P-3-facs_17_tr_1752653007	2692	3			human_align	0	0	0	
HUB-D2693	פאָזי אַריה [ישראל אַריה פּאָזיקאָוו]	1	1	0	P-3-facs_16_tr_1752653044	2693	3			human_align	0	0	0	
HUB-D2694	פרעגער, יעקב	1	1	5	P-3-facs_155_tr_1754213834	2694	3			human_align	0	0	0	פּראָגער|יעקב פרעגער|יעקב פּראַגער|יעקב פּרעגער|פרעגערן
HUB-D2695	פּראַגער רעגינע	1	1	1	P-3-facs_136_tr_1754820282	2695	3			human_align	0	0	0	רעגינאַ פּראַגער
HUB-D2696	פּראָוואַטיינער אַברהם	1	1	0	P-3-facs_145_tr_1754213821	2696	3			human_align	0	0	0	
HUB-D2697	פּרייס, מיכאל	1	1	1	P-3-facs_150_tr_1754213811	2697	3			human_align	0	0	0	פּרייס
HUB-D2698	פּרענאָוויץ, יוסף-שלמה	1	1	1	P-3-facs_158_tr_1755156151	2698	3			human_align	0	0	0	י. ש. פּרענאָוויץ
HUB-D2699	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]	1	1	1	P-3-facs_147_tr_1754213828	2699	3			human_align	0	0	0	פּריביאגאַ
HUB-D2700	פּריבולסקי, יצחק	1	1	0	P-3-facs_147_tr_1754213836	2700	3			human_align	0	0	0	
HUB-D2701	פרילוצקי, נח	2	1	2	P-3-facs_151_tr_1754213805|P-5-facs_231_tr_1739221368	2701	3|5			human_align|ra_align	0	0	0	נח פּרילוצקי|נח פּרולוצקי
HUB-D2702	פרילוצקי, פאַולאַ	2	1	0	P-3-facs_153_tr_1754213807|P-5-facs_231_r	2702	3|5			human_align|ra_align	0	0	0	
HUB-D2703	פּרינץ, א. [איציק גרינבערג]	1	1	0	P-3-facs_154_tr_1754213805	2703	3			human_align	0	0	0	
HUB-D2704	פריזאַמענט, יעקב	1	1	1	P-3-facs_147_tr_1754213832	2704	3			human_align	0	0	0	יעקב פריזאַמענט
HUB-D2705	"""אַרטעף"" [אַרבעטער-טעאַטער-פֿאַרבאַנד]"	2	1	1	P-1-facs_62_tr_1740520963|P-3-facs_148_tr_1754213818	2705	1|3	1925		human_align|ra_align	0	0	0	משה פריזאַמענט
HUB-D2706	פריזאַמענט, שלמה	1	1	2	P-3-facs_148_tr_1754213822	2706	3			human_align	0	0	0	שלמה פריזאַמענט|ש. פריזאַמענט
HUB-D2707	פריזאַנט, היימי	1	1	2	P-3-facs_149_tr_1754213838	2707	3			human_align	0	0	0	היימי פּריזאַנט|היימי
HUB-D2708	פרנס, יעקב	1	1	1	P-3-facs_155_tr_1754213825	2708	3			human_align	0	0	0	יעקב פרנס
HUB-D2709	פּראַנד יוליוס	1	1	0	P-3-facs_146_tr_1754213821	2709	3			human_align	0	0	0	
HUB-D2710	פּסאַכיס, אהרן	1	1	1	P-3-facs_126_tr_1754820319	2710	3			human_align	0	0	0	אהרן פּסאָכיעס
HUB-D2711	פזשיגאָדאַ, [?]	1	1	0	P-3-facs_89_tr_1753268336	2711	3			human_align	0	0	0	
HUB-D2712	פולווער לעוו	1	1	2	P-3-facs_37_tr_1752653028	2712	3			human_align	0	0	0	ל. פולווער|פולווער
HUB-D2713	פּיעקאַרניק, רוזשאַ (טאַרקעוויטש]	1	1	0	P-3-facs_115_r	2713	3			human_align	0	0	0	
HUB-D2714	פּיעקאַרניק, יעקב	2	1	1	P-3-facs_115_tr_1753726022|P-5-facs_163_tr_1735652631	2714	3|5	1888-08-05		human_align|ra_align	0	0	0	יעקב פּיעקאַרניק
HUB-D2715	פּיורניק, רוזשאַ	1	1	0	P-3-facs_91_tr_1753268268	2715	3			human_align	0	0	0	
HUB-D2716	ראַבעל, מלכה [ראַבינאָוויטש]	1	1	0	P-6-facs_171_tr_1747825166	2716	6			ra_align	0	0	0	
HUB-D2717	ראַבין, מנחם-מענדל	1	1	0	P-5-facs_482_tr_1739221607	2717	5	1896-07-08		ra_align	0	0	0	
HUB-D2718	ראָבינער, אסתר	1	1	0	P-4-facs_386_tr_1755029936	2718	4	1898-03-18	1941-08-05	ra_align	0	0	0	
HUB-D2719	ראַבינאָוויטש, ליובאַ	1	1	2	P-5-facs_535_tr_1739222178	2719	5	1913	1941	ra_align	0	0	0	ליובאַ ראַבינאָוויטש|ל. ראַבינאָוויטש
HUB-D2720	ראַבינאָוויטש, אַברהם	1	1	2	P-6-facs_62_tr_1747746110	2720	6	1870	1919-11-25	ra_align	0	0	0	אַברהם ראַבינאָוויטש|א. ראַבינאָוויטש
HUB-D2721	ראַבינאָוויטש, לעאָן [לייבל]	1	1	1	P-4-facs_141_tr_1754377600	2721	4	1888-12	1960-08-21	ra_align	0	0	0	לעאָן ראַבינאָוויטש
HUB-D2722	ראַבינאָוויטש, ראָזאַ [טאַרנאַרוצקאַיאַ]	1	1	0	P-6-facs_63_r_13	2722	6	1873	1937	human_align	0	0	0	
HUB-D2723	ראַדין, נאַדיע	1	1	2	P-5-facs_357_tr_1739221522	2723	5		1941	ra_align	0	0	0	נאַדיע|ראַדיאן
HUB-D2724	ראָפֿאָלאַ קלאַראַ	1	1	0	P-4-facs_323_tr_1754998449	2724	4	1882	1959-08-25	ra_align	0	0	0	
HUB-D2725	ראַפַֿאלאַ, איוואַ	1	1	1	P-6-facs_48_tr_1747746203	2725	6	1892		ra_align	0	0	0	איוואַ ראַפֿאַלאַ
HUB-D2726	ראַפֿאַלאָוויטש, חיים, מ.	1	1	0	P-6-facs_157_tr_1747825067	2726	6	1888		ra_align	0	0	0	
HUB-D2727	ראַפֿאַלאָוויטש, חנה [לייבאָוויטש, קלאַפּ]	1	1	0	P-6-facs_418_tr_1747930192	2727	6			ra_align	0	0	0	
HUB-D2728	ראַכמאַנאָוו, [?]	1	1	0	P-5-facs_368_r_2	2728	5			ra_align	0	0	0	
HUB-D2729	ראַכמאַנאָוו, לייזער	1	1	0	P-5-facs_438_tr_1739221804	2729	5	1909	1941-10	ra_align	0	0	0	
