db_id	hebname	english	alternative_name	gender	date_born	date_died	born_in	died_in	external_source_id	external_source	author_of	editor_of	mentioned_in	professional_role_org	professional_role_perf	character_perf	created_expressions	name_variants	probably_not_zylbercweig	source	raw
1852	לייזער גאָלדשטיין	Leyzer Goldstein		Male					yt/lex/G/goldstein-leyzer.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leyzer Goldstein|1852|לייזער גאָלדשטיין
1853	לואיס גאָלדשטיין	Louis Goldstein		Male					yt/lex/G/goldstein-louis.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Goldstein|1853|לואיס גאָלדשטיין
1854	שמואליקל גאָלדשטיין	Shmulik Goldstein		Male					yt/lex/G/goldstein-shmulik.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shmulik Goldstein|1854|שמואליקל גאָלדשטיין
1855	שכר גאָלדשטיין	Sokher Goldstein		Male					yt/lex/G/goldstein-sokher.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sokher Goldstein|1855|שכר גאָלדשטיין
1856	זינאַ גאָלדשטיין	Zina Goldstein		Female					yt/lex/G/goldstein-zina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Zina Goldstein|1856|זינאַ גאָלדשטיין
1857	דוד-מאיר גאָלדוואורם	David-Meir Goldvurm		Male					yt/lex/G/goldvurm-david-meir.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	David-Meir Goldvurm|1857|דוד-מאיר גאָלדוואורם
1858	משה גאָלדוואורם	Moshe Goldvurm		Male					yt/lex/G/goldvurm-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Goldvurm|1858|משה גאָלדוואורם
1859	יעקב גאָלדוואורם	Yakov Goldvurm		Male					yt/lex/G/goldvurm-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yakov Goldvurm|1859|יעקב גאָלדוואורם
1860	יאַנקעוו גאָלמאַןַ	Yankev Golman		Male					yt/lex/G/golman-yankev.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yankev Golman|1860|יאַנקעוו גאָלמאַןַ
1861	וויקטאָר גאָלאָווטשינער	Viktor Golovtshiner		Male					yt/lex/G/golovtshiner-viktor.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Viktor Golovtshiner|1861|וויקטאָר גאָלאָווטשינער
1862	העלענא גאָלצאווא (הערצבּלוט)	Helena Goltsava		Female					yt/lex/G/goltsava-helena.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Helena Goltsava|1862|העלענא גאָלצאווא (הערצבּלוט)
1863	סאָניע גאָלובּטשיק (גרענשטאַט)	Sonya Golubchik		Female					yt/lex/G/golubchik-sonya.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonya Golubchik|1863|סאָניע גאָלובּטשיק (גרענשטאַט)
1864	אַננאַ גאָלובּאָק (חנה רובינשטיין)	Anna Golubok		Female					yt/lex/G/golubok-anna.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Anna Golubok|1864|אַננאַ גאָלובּאָק (חנה רובינשטיין)
1865	אברהם גאָלובּאָק	Avraham Golubok		Male					yt/lex/G/golubok-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Golubok|1865|אברהם גאָלובּאָק
1866	הערשל גאָרדאָן	Hershl Gordon		Male					moyt/lex/G/gordon-hershl-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hershl Gordon|1866|הערשל גאָרדאָן
1867	הערש-לייב גאָרדאָן	Hersh Leib Gordon		Male					yt/lex/G/gordon-hersh-leib.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hersh Leib Gordon|1867|הערש-לייב גאָרדאָן
1868		N. Gordon		Male					yt/lex/G/gordon-n.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	N. Gordon|1868|
1869	וויעראַ גאָרדאָן	Vera Gordon		Female					yt/lex/G/gordon-vera.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Vera Gordon|1869|וויעראַ גאָרדאָן
1870	אסתר גאָרעלאָוואַ-קאַגאַן	Esther Gorelova-Kogan		Female					yt/lex/G/gorelova-kogan-esther.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Esther Gorelova-Kogan|1870|אסתר גאָרעלאָוואַ-קאַגאַן
1871	אליעזר גאריעלאָוו	Eliezer Gorielow		Male					moyt/lex/G/gorielow-eliezer-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Eliezer Gorielow|1871|אליעזר גאריעלאָוו
1872	זיסל גאָרליצקאַ-ריינגלאַס	Zisl Gorlitska-Reinglass		Female					yt/lex/G/gorlitska-reinglass-zisl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Zisl Gorlitska-Reinglass|1872|זיסל גאָרליצקאַ-ריינגלאַס
1873	פריעדריך גאָטער	Friedrich Wilhelm Goter		Male					yt/lex/G/goter-friedrich-wilhelm.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Friedrich Wilhelm Goter|1873|פריעדריך גאָטער
1874	אברהם-יצחק גאָטפריד	Avraham-Yitzhak Gotfrid		Male					yt/lex/G/gotfrid-avraham-yitzhak.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham-Yitzhak Gotfrid|1874|אברהם-יצחק גאָטפריד
1875	איידל גאָטפריד (ערליך)	Eydel Gotfrid		Female					yt/lex/G/gotfrid-eydel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Eydel Gotfrid|1875|איידל גאָטפריד (ערליך)
1876	חנא גאָטעספעלד	Chone Gottesfeld		Male					yt/lex/G/gottesfeld-chone.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chone Gottesfeld|1876|חנא גאָטעספעלד
1877	קלאַראַ גאָטליבּ (גערשאָוויטש)	Clara Gottlieb		Female					yt/lex/G/gottlieb-clara.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Clara Gottlieb|1877|קלאַראַ גאָטליבּ (גערשאָוויטש)
1878	העלענאַ גאָטליב	Helena Gottlieb		Female					moyt/lex/G/gottlieb-helena-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Helena Gottlieb|1878|העלענאַ גאָטליב
1879	לעאָן גאָטליבּ (לייבוש-אהרן)	Leon Gottlieb		Male					yt/lex/G/gottlieb-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Gottlieb|1879|לעאָן גאָטליבּ (לייבוש-אהרן)
1880	אברהם-בּער גאָטלאָבּער	Avraham Ber Gottlober		Male					yt/lex/G/gottlober-avraham-ber.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Ber Gottlober|1880|אברהם-בּער גאָטלאָבּער
1881	ישראל גויכבערג	Israel Goykhberg		Male					yt/lex/G/goykhberg-israel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Israel Goykhberg|1881|ישראל גויכבערג
1882	אַנעטאַ גראַדנער	Aneta Gradner		Female					yt/lex/G/gradner-aneta.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Aneta Gradner|1882|אַנעטאַ גראַדנער
1883	רייטשעל גראַדנער (ריינאַלדס)	Rachel Gradner		Female					yt/lex/G/gradner-rachel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rachel Gradner|1883|רייטשעל גראַדנער (ריינאַלדס)
1884	לעאָן גראַף	Leon Graf		Male					yt/lex/G/graf-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Graf|1884|לעאָן גראַף
1885	פּיטער גראַף (פּתחיה)	Peter Graf		Male					yt/lex/G/graf-peter-V8.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Peter Graf|1885|פּיטער גראַף (פּתחיה)
1886	אַלעקסאַנדער גראנאך	Alexander Granach		Male					yt/lex/G/granach-alexander.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Alexander Granach|1886|אַלעקסאַנדער גראנאך
1887	אַלעקסאַנדער גראַנאָווסקי (אברהם אַזאַרך)	Alexander Granovsky		Male					yt/lex/G/granovsky-alexander.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Alexander Granovsky|1887|אַלעקסאַנדער גראַנאָווסקי (אברהם אַזאַרך)
1888	בנימין גראובארד	Benjamin Graubart		Male					moyt/lex/G/graubart-benjamin-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Benjamin Graubart|1888|בנימין גראובארד
1889	אָסקאַר גרין	Oscar Green		Male					yt/lex/G/green-oscar.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Oscar Green|1889|אָסקאַר גרין
1890	פעני גרינבּערג (טאָמאַשעווסקי)	Fannie Greenberg		Female					yt/lex/G/greenberg-fannie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Fannie Greenberg|1890|פעני גרינבּערג (טאָמאַשעווסקי)
1891	יעקב גרינבּערג	Jacob Greenberg		Male					yt/lex/G/greenberg-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Greenberg|1891|יעקב גרינבּערג
1892	יוסף גרינבּערג	Joseph Greenberg		Male					yt/lex/G/greenberg-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Greenberg|1892|יוסף גרינבּערג
1893	סעמיועל גרינבּערג (שמחה)	Samuel Greenberg		Male					yt/lex/G/greenberg-samuel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Samuel Greenberg|1893|סעמיועל גרינבּערג (שמחה)
1894	הערש גרינבּלאַט	Harry Greenblatt		Male					yt/lex/G/greenblatt-harry.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Harry Greenblatt|1894|הערש גרינבּלאַט
1895	דזשין גרינפעלד (יעקב)	Jean Greenfield		Male					yt/lex/G/greenfield-jean.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jean Greenfield|1895|דזשין גרינפעלד (יעקב)
1896	ראזא גרינפעלד (טרייטלער)	Rose Greenfield		Female					yt/lex/G/greenfield-rose.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rose Greenfield|1896|ראזא גרינפעלד (טרייטלער)
1897	חיים גרינשפּאַן	Chaim Greenshpan		Male					yt/lex/G/greenshpan-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chaim Greenshpan|1897|חיים גרינשפּאַן
1898	אפּרים גריידיקער	Efrim Greidiker		Male					yt/lex/G/greidiker-efrim.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Efrim Greidiker|1898|אפּרים גריידיקער
1899	אשר גרימינגער	Asher Griminger		Male					moyt/lex/G/griminger-asher-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Asher Griminger|1899|אשר גרימינגער
1900	הענריק גרינבּערג	Henryk Grinberg		Male					yt/lex/G/grinberg-henryk.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Henryk Grinberg|1900|הענריק גרינבּערג
1901	חיים-בצלאל גרינבּערג	Khayim-Betsalel Grinberg		Male					yt/lex/G/grinberg-khayim-betsalel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Khayim-Betsalel Grinberg|1901|חיים-בצלאל גרינבּערג
1902	איזידאָר גרינבּלאַט	Izidor Grinblat		Male					yt/lex/G/grinblat-izidor.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Izidor Grinblat|1902|איזידאָר גרינבּלאַט
1903	יהודה גרינהויז	Yehuda Grinhoyz		Male					yt/lex/G/grinhoyz-yehuda.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yehuda Grinhoyz|1903|יהודה גרינהויז
1904	פייוול גרינשפּאַן	Feivl Grinshpan		Male					moyt/lex/G/grinshpan-feivl-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Feivl Grinshpan|1904|פייוול גרינשפּאַן
1905	ישראל גרינשפּון	Israel Grinshpun		Male					moyt/lex/G/grinshpun-israel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Israel Grinshpun|1905|ישראל גרינשפּון
1906	חנה גרינשטיין	Khana Grinshteyn		Female					moyt/lex/G/grinshteyn-khana-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Khana Grinshteyn|1906|חנה גרינשטיין
1907	א גראָדנער	A. Grodner		Male					yt/lex/G/grodner-a.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	A. Grodner|1907|א גראָדנער
1908	אהרון-יצחק גראָדזענסקי	Aaron Itzhak Grodzenski		Male					moyt/lex/G/grodzenski-aaron-itzhak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Aaron Itzhak Grodzenski|1908|אהרון-יצחק גראָדזענסקי
1909	טשאַרלס גראָלל	Charles W. Groll		Male					yt/lex/G/groll-charles-w.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Charles W. Groll|1909|טשאַרלס גראָלל
1910	דוד גראָלל	David Groll		Male					yt/lex/G/groll-david.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	David Groll|1910|דוד גראָלל
1911	סאַמי גראָנעמאַן	Sammy Gronemann		Male					yt/lex/G/gronemann-sammy-dr.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sammy Gronemann|1911|סאַמי גראָנעמאַן
1912	איידאַ גראָפּער (בריה)	Ida Groper		Female					yt/lex/G/groper-ida.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ida Groper|1912|איידאַ גראָפּער (בריה)
1913	יוסף גראָפּער	Joseph Groper		Male					yt/lex/G/groper-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Groper|1913|יוסף גראָפּער
1914	חנה גראָסבּערג (מאַנדעלטאָרט)	Chana Grosberg		Female					yt/lex/G/grosberg-chana.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chana Grosberg|1914|חנה גראָסבּערג (מאַנדעלטאָרט)
1915	אייבּי גראס	Abie Gross		Male					yt/lex/G/gross-abie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Abie Gross|1915|אייבּי גראס
1916	נפתלי גראָס	Naftali Gross		Male					yt/lex/G/gross-naftali.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Naftali Gross|1916|נפתלי גראָס
1917	פעני גראָסמאַן (אַדלער)	Fannie Grossman		Female					yt/lex/G/grossman-fannie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Fannie Grossman|1917|פעני גראָסמאַן (אַדלער)
1918	העלען גראָסמאַן	Helen Grossman		Female					yt/lex/G/grossman-helen.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Helen Grossman|1918|העלען גראָסמאַן
1919	אוירווינג גראָסמאַן (יצחק לייבּ)	Irving Grossman		Male					yt/lex/G/grossman-irving-V8.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Irving Grossman|1919|אוירווינג גראָסמאַן (יצחק לייבּ)
1920	יעקב גראָסמאַן	Jacob Grossman		Male					yt/lex/G/grossman-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Grossman|1920|יעקב גראָסמאַן
1921	דזשאָזעף גראָסמאַן	Joseph M. Grossman		Male					yt/lex/G/grossman-joseph-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph M. Grossman|1921|דזשאָזעף גראָסמאַן
1922	פּאַוועל גראסמאַן	Pavel Grossman		Male					moyt/lex/G/grossman-pavel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Pavel Grossman|1922|פּאַוועל גראסמאַן
1923		Rick Grossman		Male					yt/lex/G/grossman-rick-V8.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rick Grossman|1923|
1924	סעמועל גראָסמאַן	Samuel B. Grossman		Male					yt/lex/G/grossman-samuel-b-V8.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Samuel B. Grossman|1924|סעמועל גראָסמאַן
1925	שלמה גראָסמאַן	Shlomo Grossman		Male					yt/lex/G/grossman-shlomo.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shlomo Grossman|1925|שלמה גראָסמאַן
1926	סילוויאַ גראָסמאַן	Sylvia Grossman		Female					yt/lex/G/grossman-sylvia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sylvia Grossman|1926|סילוויאַ גראָסמאַן
1927	וו. גראָסמאַן (דוד וואָלף)	V.M. Grossman		Male					yt/lex/G/grossman-vm.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	V.M. Grossman|1927|וו. גראָסמאַן (דוד וואָלף)
1928	דזשעי גרובער (יהושע)	Jay Gruber		Male					yt/lex/G/gruber-jay.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jay Gruber|1928|דזשעי גרובער (יהושע)
1929	מירעלע גרובער	Muriel Gruber		Female					yt/lex/G/gruber-muriel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Muriel Gruber|1929|מירעלע גרובער
1930	בּערל גרודבּערג	Berl Grudberg		Male					yt/lex/G/grudberg-berl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Berl Grudberg|1930|בּערל גרודבּערג
1931	(יצחק-בער טורקאָוו) גרודבּערג	Itzhak Grudberg		Male					yt/lex/G/grudberg-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Itzhak Grudberg|1931|(יצחק-בער טורקאָוו) גרודבּערג
1932	אַננאַ גרושקאָף	Anna Grushkof		Female					yt/lex/G/grushkof-anna.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Anna Grushkof|1932|אַננאַ גרושקאָף
1933	אברהם גרושקאָוו (גרושקאָווסקי)	Avraham Grushkov		Male					yt/lex/G/grushkov-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Grushkov|1933|אברהם גרושקאָוו (גרושקאָווסקי)
1934	הערש גודעלמאַן	Hersh Gudelman		Male					yt/lex/G/gudelman-hersh.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hersh Gudelman|1934|הערש גודעלמאַן
1935	בּעלאַ גודינסקאַ	Bella Gudinsky		Female					yt/lex/G/gudinsky-bella.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Bella Gudinsky|1935|בּעלאַ גודינסקאַ
1936	בּעסי גודמאַן	Bessie Gudman		Female					yt/lex/G/gudman-bessie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Bessie Gudman|1936|בּעסי גודמאַן
