hub_id	member_kind	member_id	label	detail	evidence
HUB-D1174	entry	P-1-facs_64_tr_1740520959	אַריעל, רחל	vol 1	ra_align|ra_dup
HUB-D1174	entry	P-5-facs_560_tr_1739220843	אַריעל, רחל	vol 5	ra_align|ra_dup
HUB-D1175	db	1175	סאָניאַ אַריעל (בעזמאַן)	Sonia Ariel	
HUB-D1175	entry	P-1-facs_64_tr_1740520956	אַריעל, סאָניאַ [בעזמאַן]	vol 1	ra_align|ra_dup
HUB-D1175	entry	P-5-facs_80_tr_1733059422	אַריעל, סאָניאַ [בעזמאַן]	vol 5	ra_align|ra_dup
HUB-D1175	surface	הי קלוג	הי קלוג	full ×1.0	validated_surface
HUB-D1175	surface	משה הויזווירט	משה הויזווירט	full ×1.0	validated_surface
HUB-D1175	surface	משה פֿאַקס	משה פֿאַקס	full ×1.0	validated_surface
HUB-D1175	surface	פֿישל נעשקין	פֿישל נעשקין	full ×1.0	validated_surface
HUB-D1176	db	1176	מרים אַרנאָן (מאַניע מאָרגוליס)	Miriam Arnon	
HUB-D1176	entry	P-1-facs_65_tr_1740520943	אַרנאָן,מרים [מאַניע מאַרגוליס]	vol 1	ra_align
HUB-D1176	surface	מאַניע	מאַניע	surnames ×1.0	validated_surface
HUB-D1176	surface	מאָרגולעס	מאָרגולעס	surnames ×2.0	validated_surface
HUB-D1178	db	1178	ראָזע ארנשטיין	Rose Arnstein	
HUB-D1178	entry	P-1-facs_67_tr_1740521120	אַרנשטיין, ראָזע	vol 1	ra_align
HUB-D1178	surface	ראָזע	ראָזע	surnames ×6.0	validated_surface
HUB-D1178	surface	ראָזע אַרנשטיין	ראָזע אַרנשטיין	full ×3.0	validated_surface
HUB-D1179	db	1179	יודעס אַראָנטשיק	Yudes Aronchik	
HUB-D1179	entry	P-1-facs_61_tr_1740521166	אַראָנטשיק, יודעס	vol 1	ra_align
HUB-D1180	db	1180	פייוול אַראָנעס	Feivl Arones	
HUB-D1180	entry	P-1-facs_62_tr_1740520977	אַראָנעס, פֿייוול	vol 1	ra_align
HUB-D1180	surface	פ. אַראָנעס	פ. אַראָנעס	initials ×2.0	validated_surface
HUB-D1181	db	1181	הערמאַן אַראָנאָוויטש	Herman Aronovitsh	
HUB-D1181	entry	P-1-facs_61_tr_1740521163	אַראַנאָוויטש, הערמאַן	vol 1	ra_align
HUB-D1182	db	1182	בּרוך אַראָנסאָן	Borukh Aronson	
HUB-D1182	entry	P-1-facs_61_tr_1740521167	אַראָנסאָן, כרוך	vol 1	ra_align
HUB-D1182	surface	אַראָנסאָן	אַראָנסאָן	surnames ×1.0	validated_surface
HUB-D1182	surface	ב. אַראַנסאָן	ב. אַראַנסאָן	initials ×3.0	validated_surface
HUB-D1183	db	1183	שלום אַש	Sholem Asch	
HUB-D1183	entry	P-1-facs_69_tr_1740521066	אַש, שלום	vol 1	ra_align
HUB-D1183	surface	שאָלעם אַש	שאָלעם אַש	full ×2.0	validated_surface
HUB-D1183	surface	שלום אַש	שלום אַש	full ×75.0	validated_surface
HUB-D1184	db	1184	איזידאָר אשכנזי (אייזיק)	Izidor Aschkenazy	
HUB-D1184	entry	P-1-facs_72_tr_1740521050	אַשכנזי איזידאָר [אייזיק]	vol 1	ra_align
HUB-D1184	surface	א. אַשכנזי	א. אַשכנזי	initials ×1.0	validated_surface
HUB-D1185	db	1185	אברהם אַש (אברהם אווערבוך)	Avraham Ash	
HUB-D1185	entry	P-5-facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]	vol 5	ra_align
HUB-D1185	surface	א. אַווערבוך	א. אַווערבוך	initials ×1.0	validated_surface
HUB-D1185	surface	אַברהם אַש	אַברהם אַש	full ×2.0	validated_surface
HUB-D1186	db	1186	חיהלע אַש	Khayele Ash	
HUB-D1186	entry	P-6-facs_565_tr_1752129114	אַש, חיהלע	vol 6	ra_align
HUB-D1186	surface	אַש	אַש	surnames ×62.0	validated_surface
HUB-D1186	surface	חיהלע אַש	חיהלע אַש	full ×10.0	validated_surface
HUB-D1187	db	1187	פאָליאַ אש-אווערבוך (פעסיע זלבערשטיין)	Pola Ash-Averbuch	
HUB-D1187	entry	P-6-facs_69_r_13	אַש-אַווערבוך פּאָליאַ [פּעסיע זילבערשטיין]	vol 6	ra_align
HUB-D1189	db	1189	צילע אשכנזי (פעפער)	Tsile Ashkenazy	
HUB-D1189	entry	P-1-facs_72_tr_1740521060	אַשכנדי צילע [פעפער]	vol 1	ra_align
HUB-D1189	surface	א. פעפער	א. פעפער	initials ×1.0	validated_surface
HUB-D1189	surface	אַשכנזי	אַשכנזי	surnames ×24.0	validated_surface
HUB-D1190	db	1190	בּרוך אַס	Boruch Ass	
HUB-D1190	entry	P-5-facs_355_tr_1739221117	אַס, ברוך	vol 5	ra_align
HUB-D1190	surface	ברוך אַס	ברוך אַס	full ×1.0	validated_surface
HUB-D1191	db	1191	כ. אָסטראָווסקי	Kh. Astrovsky	
HUB-D1191	entry	P-5-facs_593_r_16	אַסטראָווסקי, כ.	vol 5	human_align
HUB-D1192	db	1192	דזשעני אַטלאַס	Jennie Atlas	
HUB-D1192	entry	P-1-facs_40_tr_1740521035	אַטלאַס, דזשעני	vol 1	ra_align
HUB-D1192	surface	אַטלאַס	אַטלאַס	surnames ×1.0	validated_surface
HUB-D1192	surface	דזשעני	דזשעני	surnames ×1.0	validated_surface
HUB-D1192	surface	דזשעני אָטלאָס	דזשעני אָטלאָס	full ×4.0	validated_surface
HUB-D1193	db	1193	בּאָריס אויערבּאַך (בן-ציון)	Boris Auerbach	
HUB-D1193	entry	P-1-facs_37_tr_1740520982	אויערבאַך, בּאָריס [בן-ציון]	vol 1	ra_align
HUB-D1193	surface	באָריס אויערבאַך	באָריס אויערבאַך	full ×8.0	validated_surface
HUB-D1194	db	1194	אפרים אויערבּאַך	Ephraim Auerbach	
HUB-D1194	entry	P-1-facs_37_tr_1740520986	אויערבאַך, אפֿרים	vol 1	ra_align
HUB-D1194	surface	א. אויערבאַך	א. אויערבאַך	initials ×1.0	validated_surface
HUB-D1194	surface	אַפֿרים אויערבאַך	אַפֿרים אויערבאַך	full ×1.0	validated_surface
HUB-D1195	db	1195	יצחק אויערבּאַך	Isaac Auerbach	
HUB-D1195	entry	P-1-facs_37_tr_1740520980	אויערבאַך, יצחק	vol 1	ra_align
HUB-D1195	surface	אויערבאַך	אויערבאַך	surnames ×1.0	validated_surface
HUB-D1195	surface	י. אויערבאָך	י. אויערבאָך	initials ×1.0	validated_surface
HUB-D1195	surface	יצחק אויערבאַך	יצחק אויערבאַך	full ×4.0	validated_surface
HUB-D1196	db	1196	ס. אויערבּאַך	S. Auerbach	
HUB-D1196	entry	P-1-facs_37_tr_1740520983	אויערבאך ס.	vol 1	ra_align
HUB-D1196	surface	ס. אויערבאַך	ס. אויערבאַך	initials ×1.0	validated_surface
HUB-D1197	db	1197	סעם אויערבּאַך	Sam Auerbach	
HUB-D1197	entry	P-1-facs_38_tr_1740521016	אויערבאַך, סעם	vol 1	ra_align
HUB-D1197	surface	סעם אויערבאַך	סעם אויערבאַך	full ×17.0	validated_surface
HUB-D1198	db	1198	עני אויגענבּליק (חנה סויבּער)	Annie Augenblick	
HUB-D1198	entry	P-1-facs_36_tr_1740520948	אויגענבליק, עני [חנה סויבער]	vol 1	ra_align
HUB-D1199	db	1199	פיליפּ אויגענבּליק	Philip Augenblik	
HUB-D1199	entry	P-1-facs_36_tr_1740520951	אויגענבליק, פֿיליפּ	vol 1	human_align
HUB-D1199	surface	אויגענבליק	אויגענבליק	surnames ×1.0	validated_surface
HUB-D1199	surface	פֿיליפּ אויגענבליק	פֿיליפּ אויגענבליק	full ×2.0	validated_surface
HUB-D1200	db	1200	נחום אויסלענדער	Nahum Auslander	
HUB-D1200	entry	P-6-facs_20_tr_1747746136	אויסלענדער נחום	vol 6	ra_align
HUB-D1200	surface	אויסלענדער	אויסלענדער	surnames ×5.0	validated_surface
HUB-D1200	surface	נ. אויסלענדער	נ. אויסלענדער	initials ×17.0	validated_surface
HUB-D1200	surface	נחום אויסלענדער	נחום אויסלענדער	full ×1.0	validated_surface
HUB-D1201	db	1201	עוואַ אוואכער (ליטווין חוה)	Eva Avakher	
HUB-D1201	entry	P-7-facs_13_r_4	אוואכער עוואַ [חוה ליטווין]	vol 7	ra_align
HUB-D1202	db	1202	מאַקס אַווראַמאָאוויטש (מרדכי אַבּראַמאָוויטש)	Max Avramovitsh	
HUB-D1202	entry	P-1-facs_36_tr_1740520946	אַווראַמאָוויטש, מאַקס [מרדכי אָבראָמאָוויטש]	vol 1	ra_align
HUB-D1202	surface	מאַקס אַבראַמאָוויטש	מאַקס אַבראַמאָוויטש	full ×4.0	validated_surface
HUB-D1203	db	1203	אַנעטאַ אַקסעלראד (פּרענער)	Aneta Axelrad	
HUB-D1203	entry	P-1-facs_60_tr_1740521080	אַקסעלראָד, אַנעטאַ [ברענער]	vol 1	ra_align
HUB-D1203	surface	אַנעטאַ	אַנעטאַ	surnames ×2.0	validated_surface
HUB-D1204	db	1204	אברהם אַקסעלראד (אברהם יצחק)	Avraham Axelrad	
HUB-D1204	entry	P-1-facs_59_tr_1740521087	אַקסעלראָד, אַברהם [אַברהם יצחק]	vol 1	ra_align
HUB-D1204	surface	אַברהם אַקסעלראָד	אַברהם אַקסעלראָד	full ×28.0	validated_surface
HUB-D1205	db	1205	מינאַ אַקסעלראד (בּלייכמאַן)	Minnie Axelrad	
HUB-D1205	entry	P-1-facs_60_tr_1740521087	אַקסעלראָד, מיני [בלייכמאַן]	vol 1	ra_align
HUB-D1205	surface	בלייכמן	בלייכמן	surnames ×1.0	validated_surface
HUB-D1205	surface	מיני אַקסעלראָד	מיני אַקסעלראָד	full ×2.0	validated_surface
HUB-D1205	surface	מינע אַקסעלראָד	מינע אַקסעלראָד	full ×3.0	validated_surface
HUB-D1206	db	1206	מאָריס אַקסעלראד (מעיר)	Morris Axelrad	
HUB-D1206	entry	P-1-facs_60_tr_1740521090	אַקסעלראָד מאָריס [מאיר]	vol 1	ra_align
HUB-D1206	surface	אַקסעלראָד	אַקסעלראָד	surnames ×48.0	validated_surface
HUB-D1206	surface	אַקסעלראָדן	אַקסעלראָדן	surnames ×8.0	validated_surface
HUB-D1206	surface	מאָריס אַקסעלראָד	מאָריס אַקסעלראָד	full ×14.0	validated_surface
HUB-D1207	db	1207	רחל אַקסעלראד (קאָהוט)	Rukhl Axelrad	
HUB-D1207	entry	P-1-facs_61_tr_1740521159	אַקסעלראָד רחל [קאָהוט]	vol 1	ra_align
HUB-D1207	surface	רחל אַקסעלראָד	רחל אַקסעלראָד	full ×6.0	validated_surface
HUB-D1208	db	1208	נייטען אייזיקאָוויטש (נטע)	Nathan Ayzikovitsh	
HUB-D1208	entry	P-6-facs_19_tr_1747746110	אייזיקאָוויטש, נייטען [נטע]	vol 6	ra_align
HUB-D1208	surface	אייזיקאָוויטש	אייזיקאָוויטש	surnames ×5.0	validated_surface
HUB-D1208	surface	נ. אייזיקאָוויטש	נ. אייזיקאָוויטש	initials ×1.0	validated_surface
HUB-D1209	db	1209	אַלעקסאַנדער אזראַ (אָרליוק)	Alexander Azro	
HUB-D1209	entry	P-1-facs_39_tr_1740520983	אַַזראַ, אַלעקסאַנדער [אָרליוק]	vol 1	ra_align
HUB-D1209	surface	אַלעקסאַנדער אַזרא	אַלעקסאַנדער אַזרא	full ×3.0	validated_surface
HUB-D1210	db	1210	"בעל-מחשבות (ד""ר. איסידאָר (ישראל) עליאַשעוו)"	Ba'al Makhshoves	
HUB-D1210	entry	P-1-facs_111_tr_1740520942	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	vol 1	ra_align
HUB-D1210	surface	בעל-מחשבות	בעל-מחשבות	surnames ×9.0	validated_surface
HUB-D1211	db	1211	ראָזע שאָמער-באַטשעלעס	Rose Shomer Bachelis	
HUB-D1211	entry	P-3-facs_267_tr_1755674219	שאַמער-באַטשעליס ראָזע	vol 3	human_align
HUB-D1212	db	1212	איידא בּאַדאַנעס	Ida Badanes	
HUB-D1212	entry	P-6-facs_176_tr_1747825145	באַדאַנעס איידא, דר.	vol 6	ra_align
HUB-D1212	surface	דר. איידאַ באַדאַנעס	דר. איידאַ באַדאַנעס	initials ×1.0	validated_surface
HUB-D1213	db	1213	גרשם בּאָדער	Gershom Bader	
HUB-D1213	entry	P-1-facs_74_r_1	באַדער גרשם	vol 1	ra_align
HUB-D1213	surface	באַדער	באַדער	surnames ×6.0	validated_surface
HUB-D1213	surface	ג. באָדער	ג. באָדער	initials ×1.0	validated_surface
HUB-D1213	surface	גרשום באָדער	גרשום באָדער	full ×2.0	validated_surface
HUB-D1213	surface	גרשם באַדער	גרשם באַדער	full ×15.0	validated_surface
HUB-D1214	db	1214	שמחה בּאדער (ניעדזשעוויעצקי)	Simcha Bader	
HUB-D1214	entry	P-5-facs_353_r	באַדער שמחה [ניעדזשעוויעצקי]	vol 5	ra_align
HUB-D1215	db	1215	מאַקס בּאַדין (מוני בּאַדיאָן)	Max Badin	
HUB-D1215	entry	P-1-facs_73_tr_1740521067	באַדין, מאַקס [מוני באַדיאַן]	vol 1	ra_align
HUB-D1215	surface	מאַקס באַדין	מאַקס באַדין	full ×5.0	validated_surface
HUB-D1215	surface	מוני	מוני	surnames ×5.0	validated_surface
HUB-D1216	db	1216	שלמה בּדחן (בעללויא)	Shlomo Badkhan	
HUB-D1216	entry	P-1-facs_82_tr_1740520990	בדחן, שלמה [בעללויאַ]	vol 1	ra_align
HUB-D1216	surface	בעללוי	בעללוי	surnames ×1.0	validated_surface
HUB-D1217	db	1217	דוד בדחן פון באבער	Badkhan of Bober	
HUB-D1217	entry	P-1-facs_83_tr_1740521027	דוד בדחן פֿון באָבער, מאָהילעווער גוב.	vol 1	human_align
HUB-D1218	db	1218	דער בדחן פון זעמבין (שיינמאן לייזער)	Badkhan of Zembin	
HUB-D1218	entry	P-1-facs_84_tr_1740520959	דער בדחן פֿון זעמבין [לייזער שיינמאַן]	vol 1	ra_align
HUB-D1219	db	1219	בּעל בּעיקער	Belle Baker	
HUB-D1219	entry	P-1-facs_110_tr_1740520985	בעיקער בעל	vol 1	ra_align
HUB-D1219	surface	בעל	בעל	surnames ×1.0	validated_surface
HUB-D1219	surface	בעלאַ בעיקער	בעלאַ בעיקער	full ×1.0	validated_surface
HUB-D1220	db	1220	הערש באַלברסקי	Hirsh Balbirski	
HUB-D1220	entry	P-1-facs_77_tr_1740520974	באַלבירסקי, הערש	vol 1	ra_align|ra_dup
HUB-D1220	entry	P-5-facs_40_r_105	באלבירסקי, הערש	vol 5	ra_align|ra_dup
HUB-D1220	surface	באַלבירסקי	באַלבירסקי	surnames ×1.0	validated_surface
HUB-D1221	db	1221	מישע בּאַנקאָוו	Misha Bankov	
HUB-D1221	entry	P-1-facs_77_tr_1740520979	באַנקאָוו, מישע	vol 1	ra_align
HUB-D1222	db	1222	יאַנקעוו בּאַנקאָוו	Yankev Bankov	
HUB-D1222	entry	P-1-facs_77_r_8	באַנקאָוו, יאַנקעוו	vol 1	ra_align
HUB-D1223	db	1223	בּן-צבי בּאַראָטאָוו (פּאַוועל בּרענער)	Ben-Tsvi Baratov	
HUB-D1223	entry	P-1-facs_79_tr_1740520948	כאַראַטאָוו, בן-צכי [פּאָוועל ברענער]	vol 1	ra_align
HUB-D1224	db	1224	דוד בּאַראַץ	David Baratz	
HUB-D1224	entry	P-1-facs_80_tr_1740521116	באַראַץ, דוד	vol 1	ra_align
HUB-D1224	surface	באַראַץ	באַראַץ	surnames ×3.0	validated_surface
HUB-D1224	surface	דוד באַראַץ	דוד באַראַץ	full ×6.0	validated_surface
HUB-D1225	db	1225	מארטי באַראַט (משה-מאַרטין באַראַץ)	Marty Baratz	
HUB-D1225	entry	P-1-facs_78_tr_1740521046	באַראַט, מאַרטי [משה-מאָרטין באַראַץ]	vol 1	ra_align
HUB-D1226	db	1226	ש. בּאַרבּער (שמואל בּערבּער)	Sh. Barber	
HUB-D1226	entry	P-1-facs_80_tr_1740521113	באַרבער, ש. [שמואל בערבער]	vol 1	ra_align
HUB-D1227	db	1227	יוסף בּאַראָנדעס	Joseph Barondess	
HUB-D1227	entry	P-1-facs_79_tr_1740520939	באַראַנדעס, יוסף	vol 1	ra_align
HUB-D1227	surface	באַראַנדעס	באַראַנדעס	surnames ×2.0	validated_surface
HUB-D1227	surface	יאָזער באַראנדעס	יאָזער באַראנדעס	full ×1.0	validated_surface
HUB-D1227	surface	יוסף באַראַנדעס	יוסף באַראַנדעס	full ×2.0	validated_surface
HUB-D1228	db	1228	אברהם בּאַרסעל	Avraham Barsel	
HUB-D1228	entry	P-1-facs_81_r_12	באַרסעל, אַברהם	vol 1	ra_align
HUB-D1229	db	1229	ליזא בּאַרסקא-פישער	Liza Barska-Fisher	
HUB-D1229	entry	P-1-facs_81_tr_1740521184	באַרסקאַ-פֿישער ליזאַ	vol 1	ra_align
HUB-D1229	entry	P-5-facs_272_tr_1739221128	באַרסקאַ-פֿישער, ליזאַ	vol 5	ra_align
HUB-D1229	surface	באַרסקאַ (-פישער)	באַרסקאַ (-פישער)	full ×1.0	validated_surface
HUB-D1229	surface	באַרסקאַ-פֿישער	באַרסקאַ-פֿישער	surnames ×3.0	validated_surface
HUB-D1229	surface	ליזאַ באַרסקאַ	ליזאַ באַרסקאַ	full ×1.0	validated_surface
HUB-D1229	surface	ליזאַ באַרסקאַ-פֿישער	ליזאַ באַרסקאַ-פֿישער	full ×1.0	validated_surface
HUB-D1230	db	1230	וואָלף בּאַרזעל (אייזענבערג)	Wolfe Barzell	
HUB-D1230	entry	P-3-facs_373_tr_1755856139	באַרזעל, וואָלף [אייזענבערג]	vol 3	human_align
HUB-D1230	surface	באַרזעל	באַרזעל	surnames ×1.0	validated_surface
HUB-D1230	surface	וואָלף אייזענבערג	וואָלף אייזענבערג	full ×1.0	validated_surface
HUB-D1230	surface	וואָלף באַרזעל	וואָלף באַרזעל	full ×3.0	validated_surface
HUB-D1231	db	1231	בען בּאַסענקאָ	Ben Basenko	
HUB-D1231	entry	P-3-facs_271_tr_1755674156	באַסענקאָ, בען	vol 3	human_align
HUB-D1232	db	1232	מישע בּאסין	Misha Basin	
HUB-D1232	entry	P-5-facs_593_tr_1739221042	באַסין, מישע	vol 5	ra_align
HUB-D1232	surface	מ. באַסין	מ. באַסין	initials ×1.0	validated_surface
HUB-D1232	surface	מ. באסין	מ. באסין	initials ×1.0	validated_surface
HUB-D1233	db	1233	אברהם בּאַסלאַווסקי	Avraham Baslavsky	
HUB-D1233	entry	P-1-facs_77_tr_1740520973	באַסלאווסקי, אַברהם	vol 1	ra_align
HUB-D1234	db	1234	אהרן בּאַסטאמסקי	Aaron Bastomski	
HUB-D1234	entry	P-5-facs_346_tr_1739220500	באַסטאָמסקי, אהרן	vol 5	ra_align
HUB-D1234	surface	אהרן באַסטאָמסקי	אהרן באַסטאָמסקי	full ×1.0	validated_surface
HUB-D1235	db	1235	נחום בּאַזעלינסקי	Nachum Bazelinski	
HUB-D1235	entry	P-1-facs_75_r_2	באַזעלינסקי, נחום	vol 1	ra_align
HUB-D1236	db	1236	ראָזא בּעקער (זילבּערט)	Rosa Becker	
HUB-D1236	entry	P-1-facs_114_tr_1740520993	בעקער, ראָזאַ [זילבערט]	vol 1	ra_align|ra_dup
HUB-D1236	entry	P-7-facs_41_r	בעקער, ראָזאַ [זילבערט]	vol 7	ra_align|ra_dup
HUB-D1236	surface	אייזיק בערמאַן	אייזיק בערמאַן	full ×1.0	validated_surface
HUB-D1236	surface	בּעקער	בּעקער	surnames ×1.0	validated_surface
HUB-D1236	surface	בעקערן	בעקערן	surnames ×2.0	validated_surface
HUB-D1236	surface	וולאַדיסלאוו גאָדיק	וולאַדיסלאוו גאָדיק	full ×1.0	validated_surface
HUB-D1237	db	1237	סאַשאַ בעקער	Sasha Becker	
HUB-D1237	entry	P-7-facs_63_r_4	בעקער, סאַשאַ	vol 7	ra_align
HUB-D1237	surface	אַלעקסאַנדער בערקמאַן	אַלעקסאַנדער בערקמאַן	full ×1.0	validated_surface
