mention	occurrences	as_heading	alternative_heading	notes
ראַזאַ פֿרידמאַן	6.0	פֿרידמאַן, ראָזע		
רחל אַקסעלראָד	6.0	אַקסעלראָד רחל [קאָהוט]		
רעגינע צוקערבערג	6.0			
שכר גאָלדשטיין	6.0	גאָלדשטיין, שכר		
אַברהם בלום	5.0	בלום אַברהם		
אַדאָלף מידע	5.0	מידע, אַדאָלף (אַברהם)		
אַדאָלף שליפערשטיין	5.0	שליפערשטיין, אַדאָלף		
אהרן לאַגער	5.0	לאַגער אהרן		
איזידאָר זאָלאַטאָרעווסקי	5.0	זאָלאַטאַרעפסקי, איזידאָר [יצחק]		לבדוק איות
איציק פעפער	5.0			לא מצאתי
אַליאָשאַ שטיין	5.0	שטיין, אַליאָשאַ [אליהו]		
אַליהו שטיין	5.0			האם זה אותו אדם כמו הקודם?
אַלעקסאַנדער אָלשאַנעצקי	5.0	אָלשאַנעצקי, אַלעקסאַנדער [יהושע]		
אַפֿרים קאַגאַנאָווסקי	5.0			:(
באָריס אַלטמאַן	5.0	אַלטמאַן, בּאָריס		
בעלאַ בעלערינאַ	5.0	בעלערינאַ, בעלאַ [רובינליכט]		
בערל האַרט	5.0			לא מצאתי
גבריאל פינקעלשטיין	5.0			לא מצאתי
"ד""ר פאַול באַראַטאָוו"	5.0			:(
"ד""ר שיפּער"	5.0	שיפּער יצחק (איגנאַץ) דר.		לא בטוחה שזה הוא
"ד""ר שלמה עטינגער"	5.0	עטינגער שלמה (דר.]		
דאָראַ רובינאַ	5.0			:(
דוד סאַבסיי	5.0	סאָבסיי דוד-משה		לוודא
הערמאַן פֿיינשטיין	5.0	פֿיינשטיין, הערמאַן (צבי-חיים)		
ווילי גאָדיק	5.0			:(
זיגמונד מאָגולעסקאָ	5.0	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]		כתיב
זיידל ראָוונער	5.0			:(
זלמן הירשפעלד	5.0	הירשפעלד זלמן-לייב		
זשאַק לעווי	5.0	לעווי זשאַק		
חיים-מאיר סעגאַלעסקאָ	5.0	סעגאַלעסקאָ, חיים-מאיר		
חנה לעווין	5.0	חנה לעווין		
יאָזער לאַטיינער	5.0	לאַטיינער יאָזעף		לתקן
יאָסל קאָטלער	5.0	קאָטלער יאָסל		
יואָל ענגעל	5.0			:(
יונה ראָזענפעלד	5.0	ראָזענפעלד, יונה		
יוסף אָפּאַטאָשו	5.0	אָפּאַטאשו, יוסף [יוסף אָפּאַטאָווסקי]		
יוסף עדעלשטיין	5.0	עדעלשטיין, יאָזעף (יוסף)		
יוסף קאָמען	5.0	קאַמיען, יוסף [אָסיאַ]		לבדוק
יוסף שוואַרצבערג	5.0	שוואַרצבערג, יוסף		
יעקב פישמאַן	5.0	פישמאַן, יעקב ש. ע		
יעקב ציפקוס	5.0	ציפקוס יעקב [יעקב זיידל ציפּעס]		
יעקב ריינגלאַס	5.0	ריינגלאַס, יעקב		
יעקב שאָצקי	5.0	שאצקי, יעקב, דר.		
יעקב שייפער	5.0	שייפער יעקב [סופר]		
יצחק בערלינער	5.0			:(
יצחק טורקאָוו	5.0	טורקאָוו, יצחק		
יצחק פעלד	5.0			לא מצאתי
יצחק רויטבלום	5.0	ראַטבלום [רויטבלום], יצחק		
ישראל סעגאָל	5.0			:(
לאה קאָמפּאַנעעץ	5.0	קאָמפּאַנעעץ, לאה [גאָטליב]		
לאָפּע דע וועגאַ	5.0			https://www.wikidata.org/wiki/Q165257
לייב שריפטזעצער	5.0	שריפטזעצער, לייב		
לייבוש גאָלד	5.0	גאָלד, לייבוש		
לעאָ ווינער	5.0			:(
לעאָן מאַנדעלטאָרט	5.0	מאַנדעלטאָרט, לעאָן		
לעאָן קרישטאָל	5.0	קרישטאָל, לעאָן [לייב]		
מאָזעס יאַקאָב	5.0	יאַקאָבּ, מאָזעס (משה-יעקב)		
מאיר ווינדער	5.0	ווינדער, מאיר		
מאַקס באַדין	5.0	באַדין, מאַקס [מוני באַדיאַן]		
מאָקס גאָלדבערג	5.0			:(
מאַרק טורקאָוו	5.0	טורקאָוו, מאַרק		
מאַרק שאַגאַל	5.0			ויקידאטה
מיכאָל ראָזענבערג	5.0			:(
מעי סיימאַן	5.0	סיימאָן, מעי		
מרים אָרלעסקאָ	5.0	אָרלעסקא, מרים		
נאָרבערט גלימער	5.0	גלימער נאַרבערט		
נח נאַכבוש	5.0	נאַכבוש, נח [בושעלעוויטש]		
סאָלאָמאָן קוסטין	5.0	קוסטין, סאַלאָמאַן [שלמה]		
סאָפיע גאָלדשטיין	5.0			:(
סטאַניסלאַוו פּשיבישעווסקי	5.0			:(
סילוויאַ פישמאַן	5.0	פישמאַן, סילוויאַ		
עמנואל רייכער	5.0	רייכער, עמנואל		
פּאַול ברייטמאַן	5.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
פעני ריינהאָרדט	5.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
פּראָפעסאָר הורוויץ	5.0	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר		
צבי סקולער	5.0	סקולער צבי		
קאַראָל אַדווענטאָוויטש	5.0			:(
ראָזאַ זיגלער	5.0	זיגלער, ראָזאַ [ראָזענשטיין]		
רעגינאַ קאַמינסקאָ	5.0	קאַמינסקאַ רעגינאַ		
שיינע רחל סימקאָף	5.0	סימקאָף, שיינע-רחל (זאַמקאָוו]		
שרה רייזען	5.0	רייזען, שרה		
אבאַ קאָמפּאַנעיעץ	4.0	קאָמפּאַנעעץ, אַבא		איות
אָביש מייזעלס	4.0	מייזעלס, אַביש		
אַברהם וויעוויאָרקא	4.0			:(
אַברהם מאַפּו	4.0			:(
אַברהם סוצקעווער	4.0			:(
אַברהם סלאָבאָדסקי	4.0			:(
אַברהם שאָמער	4.0	שאָמער אַברהם		
איזידאָר בוזעט	4.0	בוזעט, איזידאָר		
אייזיק גאָלדבערג	4.0	גאָלדבערג אייזיק		
אייזיק-מאיר דיק	4.0	דיק, אייזיק (יצחק) מאיר		
אָלאַ לילית	4.0	לילית, אָליאַ [לאָליאַ צעדערבוים]		לבדוק איות
אַלחנן צייטלין	4.0	צייטלין, אַלחנן		
אַלטער עפּשטיין	4.0	עפּשטיין, אַלטער		
אַלטער קאַציזנע	4.0	קאַציזנע, אַלטער (שלום)		
אַנעטאַ פינקעל	4.0	פינקעל, אַנעטא [שוואַרץ]		
אַסיפּ רוניטש	4.0	רוניטש, אַסיפּ		
אפרים קאַגאַנאָווסקי	4.0			:(
אַרנאַלד צווייג	4.0			:(
באָראָן הירש	4.0			:(
בועז יאָנגוויץ	4.0	יאָנג, בערנאַרד [בועז יונגוויץ]		
בעטי פֿרענק	4.0			:(
בערנאַרד שאָו	4.0			אין צורך
ברוך אַראַנסאָן	4.0			:(
ברוך קינסטלער	4.0			:(
גאָבריעלאַ זאָפּאָלסקאַ	4.0			:(
גרישע עפּשטיין	4.0	עפשטיין, גרישאַ (יואל)		כתיב
גרשון רובין	4.0	רובין, גרשון		
ד'ר פאול באַראַטאָוו	4.0			
"ד""ר יצחק שיפּער"	4.0	שיפּער יצחק (איגנאַץ) דר.		
דוד איינהאָרן	4.0	איינהאָרן, דוד		
דוד בייגעלמאַן	4.0	בייגעלמאַן, דוד		
דוד האָפּשטיין	4.0			:(
דוד לעווינסאָן	4.0			:(
דוד עדעלשטאַט	4.0			:(
דוד פֿאַכלער	4.0	פֿאַכלער, דוד		
דוד קייזעראָוויטש	4.0	קייזעראָוויטש, דוד		
דוד שוואַרצבאַרד	4.0	שוואַרצבאַרד דוד		
דזשיין גרינפעלד	4.0	גרינפעלד, דזשין [יעקב]		
דזשעני אָטלאָס	4.0	אַטלאַס, דזשעני		
דינה שאַיעוויטש	4.0	שאַיעוויטש, דינה [אייגעלסקיאַ]		
היימאַן מייזעל	4.0	מייזעל, היימאַן (חיים)		
היימי יאָקובאָוויטש	4.0	יאָקובאָוויטש, היימאַן (חיים-נתן)		לא בטוחה, לוודא
הירש אַבראַמאָוויטש	4.0			:(
הענריעטאָ דזשייקאָבסאָן	4.0	דזשייקאָבסאָן, הענריעטאָ		
הערי טאָמאַשעווסקי	4.0	טאָמאַשעווסקי, הער (הערש-יונה)		כתיב (לוודא)
הערמאַן וואַהל	4.0	וואָהל, הערמאַן [צבי]		
הערמאַן פידלער	4.0	פידלער הערמאַן [אַברהם הערש]		
הערמאַן פישער	4.0	פֿישער, הערמאַן		
הערמאַן פענינשטיין	4.0	פֿיינשטיין, הערמאַן (צבי-חיים)		לא בטוחה- לוודא
הערשל ווייסמאַן	4.0	ווייסמאַן, הערש		לבדוק
הערשעלע אַסטראָפּאָליער	4.0	הערשעלע אַסטראָפאָלער		כתיב
וואָלף ליטוואַק	4.0			:(
וואָלף שומסקי	4.0	שומסקי, וואָלף (מאַרמאָר]		
וויליאַם שוואַרץ	4.0	שוואַרץ, וויליאָם		ניקוד
וויליאַם שעקספּיר	4.0			אין צורך
וויעראַ גאָרדאָן	4.0	גאָרדאָן, וויעראַ		
וויקטאָר פּעקער	4.0	פעקער וויקטאָר (אביגדור)		
וועלוול באַרזשער	4.0	באַרזשער, וועלוועל		
זוני מאוד	4.0	מאוד זוּני (מועד]		
זיגמונט פיינמאַן	4.0	פיינמאַן, זיגמונד		
חבל בוזגאַן	4.0	בוזגאָן, חבל		
חזן קופּער	4.0			:(
חיים אַבראַמאָוויטש	4.0	אַבראַמאָוויטש, חיים		
חיים גראַדע	4.0			:(
חיים נחמן ביאָליק	4.0			
חיים שניאור	4.0	שניאור, חיים [שניאור-היים גאַמעראָוו]		
יאָזער וויינשטאָק	4.0	וויינשטאָק, יוסף		כתיב
יאָזער רומשינסקי	4.0	רומשינסקי, יוסף [רומשיסקי]		כתיב
יאָזער שערמאַן	4.0	שערמאַן, יאָזעף		כתיב
יהודה שטיינבערג	4.0			:(
יוכבך זילבערג	4.0	זילבערג, יוכבך		
יוסף דזשייקאָבסאָן	4.0	דזשייקאָבסאָן, יוסף [יאַקאָבזאַן]		
יוסף ווינאָגראַדאָוו	4.0	ווינאָגראָדאָוו, יוסף [וויינשטיין]		
יוסף כאַש	4.0	כאַש, יוסף		
יוסף לאַטיינער	4.0			:(
יוסף קאַמינסקי	4.0			:(
יחיאָל בורגיין	4.0			:(
יחיאָל גאָלדשמידט	4.0	גאָלדשמידט, יחיאָל		ניקוד
יידל דוּבּינסקי	4.0	דובינסקי, יידל		
יעקב ליטמאַן	4.0	ליטמאַן, יעקב		
יעקב פ.	4.0			:(
יעקב שעפנער	4.0	שעפנער, יעקב		
יצחק אויערבאַך	4.0	אויערבאַך, יצחק		
יצחק ברוינער	4.0	ברוינער [בראונער], יצחק, איטשל		לבדוק כתיב
יצחק טעפּער	4.0	יצחק טעפּער		
יצחק פּערלאָוו	4.0	פּערלאָוו, יצחק		
יצחק שיפּער	4.0	שיפּער יצחק (איגנאַץ) דר.		
ירוחם הקטן	4.0			:(
ישראל וויינבלאַט	4.0	וויינבלאַט, ישראל [וואורצל]		
כיענאַ בראַגינסקאַ	4.0			
כתריאָל ברוידא	4.0	ברוידאַ כתריאל		
לאה ראָטבוים	4.0			:(
לאַזאַר וויינער	4.0			:(
לאַזאַר פֿריד	4.0			
לואי מילער	4.0	מיללער לואיס ע [ל. באַנדעס]		לבדוק כתיב
לואי שניצער	4.0	שניצער לואיס [ישראל-לייב]		לבדוק את השם
לואיס בירנבוים	4.0	בירנבוים, לואיס [יעקב לייב]		
לייב קאַדיסאָן	4.0	קאָדיסאָן, לייב [שוסטער]		
לייב ראָזענטאַל	4.0	ראָזענטאַל, לייב		
לייזער גאָלדשטיין	4.0	גאָלדשטיין, לייזער		
לייזער ראָזענשטיין	4.0	ראָזענשטיין, לייזער		
ליפּע רעזניק	4.0			:(
לעאַ האַלפּערן	4.0	האַלפּערן, לעאָ		
לעאָן גאָטליב	4.0	גאָטליב, לעאָן [לייבוש אהרן]		
לעאָן גאָלד	4.0	גאָלד, לעאָן [לייבעלע גאָלדוואָג]		
לעאָן נאַדאָלסקי	4.0	נאָדאָלסקי, לעאָן (לייב)		
לעאָן צוקערבערג	4.0	צוקערבערג, לעאָן (לייבל)		
לעאָן שעכטער	4.0	שעכטער לעאָן		
מאַקס אַבראַמאָוויטש	4.0	אַווראַמאָוויטש, מאַקס [מרדכי אָבראָמאָוויטש]		
מאַרגאַרעטאַ שוואַרץ	4.0	שוואַרץ, מאַרגאַרעטאַ		
מאָריס בראַון	4.0	בראון, מאָריס [מנחם-מענדל בראַנשטיין]		
מאָריס געלבער	4.0	געלבער, מאָריס		
מאָריס וואַקסמאַן	4.0	וואַקסמאַן, מאָריס [משה דוד]		
מאָריס ווייסמאַן	4.0	ווייסמאַן, מאָריס		
מאָריס מייסאָן	4.0	מעיסאָן, מאָריס		לבדוק כתיב
מאָריס נאָוויקאָוו	4.0	נאַוויקאָוו, מאָריס [באַכנאָוו]		
מענדל אַבראַמאָוויטש	4.0	אַבראַמאָוויטש, מאַקס (מענדל)		
מרדכי געבירטיג	4.0	געבירטיג, מרדכי		
מרים גורעוויטש	4.0	גורעוויטש, מרים [מינאַ]		
משה באַס	4.0			:(
משה גאָלדבלאַט	4.0	גאָלדבלאַט, מוישע [משה גאָלדענבלאָט — בן-עמי]		
משה לייב האַלפּערן	4.0	האַלפּערן, משה לייב		
משה שטאַרקמאַן	4.0			:(
נאַדיאַ דראַנאָוו	4.0	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס]		
נאַטאַן דראַנאָוו	4.0	דראַנאָוו, נאַטאַן [ניסן]		
נאָרבערט האָראָוויץ	4.0			:(
נחום סטוטשקאָוו	4.0	סטוטשקאָוו, נחום [סטוטשקאָ]		
נייטאַן ראָזענטאָל	4.0	ראָזענטאַל, נייטן (נחום]		ניקוד
נתן זילבערצווייג	4.0	זילבּערצווייג, נתן		
סאָלאָמאָן קרויזע	4.0	קרויזע, שלמה		לבדוק כתיב
סיידאָר בילאַרסקי	4.0			:(
סעווילאַ פּאַסטאָר	4.0	סעווילאַ [בת שבע זיגלער, פּאַסטאָר]		
סעידי שעהנגאָלד	4.0			:(
סעם אַגער	4.0			:(
סעם שנייער	4.0	שנייער, סעם		
עטל דאָרף	4.0	דאָרף, עטל [עפּעלבלאַט]		
עלמער רייס	4.0			:(
עמאַ פינקעל	4.0	פינקעל, עמאַ [טאָמאַשעווסקי]		
ערנסט טאָלער	4.0			:(
פֿיליפּ קראַנץ	4.0	קראַנץ פֿיליפּ [יעקב ראָמבראָ]		
פּנחס יאַסינאָווסקי	4.0			:(
פרוי עדעלשטיין	4.0			:(
פרענק וואָלף	4.0	וואָלף פרענק		
צילע בודקין	4.0	בודקין, צילע [ציפּע מאָגילנער]		
צילע צוקערבערג	4.0	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]		לבדוק שם מלא
קאָנטאָר באַכמאַן	4.0			:(
קורט קאַטש	4.0			:(
ראובן גוסקין	4.0	גוסקין, ראובן		
ראָזאַ ברין	4.0	ברין, ראָזאַ [שקליאַרזש]		
