mention	occurrences	as_heading	alternative_heading	notes
ווייסענבערג	2.0	ווייסענבּערג, יצחק-מאיר		
ווייספּיאַנסקי	2.0			
ווילנער	2.0	'ווילנער טרופּּע,,	ווילנער יידישע מלוכה-טעאַטער.	
ווינדער	2.0	ווינדער, מאיר		
וויעוויאַרקאַ	2.0			
וויעראַ	2.0	ראָזאַנקאַ, וויעראַ [שרה ווינער]	גאָרדאָן, וויעראַ	יש עוד אפשרויות
וועדעקינד	2.0			
וועלוול	2.0	ראָלאַנד, וויליאַם (וועלוול כאַסקין)	דר. וועלוול אַסטראָווסקי	יש עוד אפשרויות
זאַבּלאָצקי	2.0	זאַבלאָצקי, משה	זאַבלאָצקי, שמעון	
זאָלאָטניצקי	2.0			
זאַלצבערג	2.0			
זאַפּאָלסקא	2.0			
זבאַרזשער	2.0	זבאָרזשער, וועלוועל [בנימין וואָלף עהרענקראַנץ]		
זוסקין	2.0	זוסקין, בנימין		
זיסעלע	2.0			
זלמן	2.0			יש יותר מדי אפשרויות
זעליק	2.0	באַרדיטשעווער זעליק		
זשיטקאָווסקי	2.0	זשיטקאָווסקי, וולאַדעק		
זשעלאַזאָווסקי	2.0			
זשעלאַזאָן	2.0	ליפּאָווסקי, סאַשאַ [שמחה זשעלאַזאָ]	זשעלאַזא, לייזער [זשעלאַזני]	
חייקעלע	2.0	בורשטין, חייקעלע		
טאָמאָזעווסקי	2.0	פינקעל, עמאַ [טאָמאַשעווסקי]	גרינבערג פעני [טאָמאַשעווסקי]	יש עוד אפשרויות
טאַנקע	2.0			
טאָרטשינסקי	2.0			
טוביה	2.0	ראָזענבערג, טוביה-גדליהו		
טילי	2.0	מעלווין טיליס	נאָך אַננאַ (חנה) טיליס	
טינאַ	2.0			
טרוצי	2.0			
טרייטלערן	2.0	גרינפעלד, ראַזאַ [טרייטלער]	דזשייקאָבס, בעטי [טרייטלער]	
טרעסקין	2.0			
טשאַרלי	2.0	קאָהען, טשאַרלי [שבתי)		
טשעכאָווס	2.0			
יאָאַכים	2.0			
יאַבלאַנסקי	2.0	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]		
יאַבלאָקאָוו	2.0			
יאַן	2.0			
יאַנקעלע	2.0	דאַנציגער, יאַנקעלע	יאַנקעלע מיט דער האַרמאָניע [הירשענביין]	
יאָסעלע	2.0	מאָשקאָוויטש, יאָסעלע	יאָסעלע דער בלינדער	
יאַקאָבי	2.0	יאַקאָבּי, פּראָפעסאָר	יאַקאָבּ, מאָזעס (משה-יעקב)	
יאַקאָווקי	2.0			
יאַריכאָווסקי	2.0	יאַריכאָווסקי, אַליהו-זלמן		
יאַשאַ	2.0	בערגאָלסקי, יעקב (יאַשאַ)	גלעזער יאַשאַ	יש עוד אפשרויות
יהודה	2.0			יש יותר מדי אפשרויות
יודזשין	2.0			
יונגוויץ	2.0	יאָנג, בערנאַרד [בועז יונגוויץ]		
יושקעוויטשעס	2.0	יושקעוויטש, סעמיאָן		
יעוואַ	2.0			
יעווטושענקאָ	2.0			
יערמאָלינאַ	2.0	יערמאָלינאַ=ווייסמאן, ראָזאַ [רחל יאַרמאָלינצער]		
יערמאָלינאַ-ווייסמאַן	2.0	יערמאָלינאַ=ווייסמאן, ראָזאַ [רחל יאַרמאָלינצער]		
ישעיה	2.0			יש יותר מדי אפשרויות
לאַטאָוויטש	2.0	לאַטאָוויטש, בערטאַ [ביילע גורעוויטש]	לאַטאָוויטש, יצחק	
לאַטיינערס	2.0	לאַטיינער איזעלאַ [גיטעלע פינקעלשטיין]	לאַטיינער יאָזעף	
לאַנדאָ	2.0	לאַנדאָ, יחיאל	לאַנדאָ, שרה	
לאַראַ	2.0	פֿרידמאַן, לאַראַ [לאה וויינטרויב]		
לאַרגמאַן	2.0			
לאָרגמאַן	2.0			
לאַרעסקאָ	2.0			
לאָרעסקאָ	2.0			
לואי	2.0	"בראַנדט, לואי [„מאָטעלע""]"	גאָלדבערג, לואי	יש עוד אפשרויות
לוסי	2.0	פינקעל, לוסי	לעווין, לוסי (ליבע)	
לוצקי	2.0			
לוריע	2.0			
ליאַמפּע	2.0	ליאַמפּערט, שמוּאל		
ליבערמאַן	2.0	ליבערמאַן אַברהם		
ליברעסקאָ	2.0			
ליובא	2.0	אייזענבערג, ליובאַ	וויעסיאָלאָיאָ, ליובאַ [שאָסקין]	יש עוד אפשרויות
ליזע	2.0	ראַפּעל, ליזע [שולמית שאַפּראַן]		
לייוויקן	2.0	לייוויק, ה. [לייוויק האַלפּער]	כאַנוקאָוו, לייוויק	
ליליענבלום	2.0	ליליענבלום, משה-לייב		
ליליענען	2.0	ליליען, איזידאָר		
ליניעצקי	2.0	ליניעצקי, יצחק-יואל		
ליעסין	2.0			
לעדערמאַן	2.0			
לעוו	2.0	זעווין, לעוו	לעוו, זיגמונט [אש-זעליג]	
לעוואָנדאָווסקי	2.0			
לעווין	2.0			יש יותר מדי אפשרויות
לעמפּקאָוויטש	2.0			
לערנערס	2.0	לערנער חנה	הענרי לערנער	יש עוד אפשרויות
מאַזאַ	2.0	מאז'ה, (מאַזאָ) מרדכי		
מאָלווינע	2.0	יאָלעס-גימפּעל, מאַלווינאַ	לאָבּעל, מאַלווינאַ [טרייטלער]	יש עוד אפשרויות
מאַנגעל	2.0			
מאַנדעלטאָרט	2.0	גראָסבערג, חנה [מאַנדעלטאָרט]	מאַנדעלטאָרט, לעאָן	
מאַניאַ	2.0	שיין, מאַניאַ [מאָניאַ זאַבורסקאַ]	טשיזשיק, מאַניאַ [פירשטענפעלד]	יש עוד אפשרויות
מאַנע	2.0	מאַנע, סאָלאָמאָן	מאַנע, עני [אייזענבערג]	
מאָסקוף	2.0			
מאַפּו	2.0			
מאָרגולעס	2.0	אַרנאָן,מרים [מאַניע מאַרגוליס]	מאַרגולעס ראָזאַ [רייזל גאָלדבערג]	
מאָרגענשטערן	2.0	משה מאָרגענשטערן		
מאָריסאָנען	2.0	מאָריסאָן, מאָריטץ [משה קאָהן]		
מאַרסאַלאָוו	2.0	מאַרסאָלאָוו, ר. [ראובן מאַנדעלבוים]	מאַרסאַלאָוו, ר. [ראובן מאַנדעלבוים]	
מאַרסקאָי	2.0			
מאָרעווסקין	2.0	מאָרעווסקי, אַברהם (מנקר]		
מאָרעצקי	2.0			
מאַרעק	2.0	מילנער מאַרקאָ (מאַרעק)	אַרנשטיין, מאַרק [אַנדזשעי מאַרעק]	
מאַרק	2.0			יש יותר מדי אפשרויות
מאַרקיש	2.0	מאַרקיש, פּערעץ		
מאַרקס	2.0	מאַרקס, דאָלף [ראָדקינסאָן]	מאַרקס, צילע	
מאָשקאָוויטשן	2.0	מאָשקאָוויטש, יאָסעלע	גערץ, מ. [מאָשקאָוויטש]	יש יותר מדי אפשרויות
מיכאַאילאָוו	2.0			
מיכאלעסקאָ	2.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	
מיכאָלעסקאַ	2.0	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	
מילנער	2.0	מילנער, מוישע	מילנער מאַרקאָ (מאַרעק)	
מילער	2.0	קרויזע מילער, לאה [לויפלאַנד]	אַלעקסאַנדראָוו, ח. [וויליאָם מילער]	יש יותר מדי אפשרויות
מיצקעוויטש	2.0			
מיקיטענקאָ	2.0			
מירעלע	2.0	גרובער מירעלע		
מישקאָווסקי	2.0			
מעדאָוו	2.0	מאָריס מעדאָוו	מעדאָוו, דייוויד	
מעטערלינק	2.0			
מעלניק	2.0	מעלניק, נחום		
מענדעלען	2.0	גאַזאָווסקי, מאַרקוס [מענדעלע]	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]	
מעסטעל	2.0	מעסטעל, מאיר	מעסטעל, יעקב	
מעערסאָנען	2.0	מעערסאָן, ליאָסע	מעערסאָן, מ. ל.	
מערשקאָווסקי	2.0			
נאַדיע	2.0	ראַדין, נאַדיע	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס]	יש יותר מדי אפשרויות
נאָוויקאָוו	2.0	נאַוויקאָוו, מאָריס [באַכנאָוו]		
נאָזימאָוואַ	2.0			
נאַטאַליאַ	2.0	ליפּמאַן, נאַטאַליאַ [נייטשע עלבּוים]		
נאַכאַמקעס	2.0			
נוגער	2.0	נוגער, א. פ.		
נייטאָן	2.0			יש יותר מדי אפשרויות
ניימאַן	2.0	ניימאַן, אברהם [בּאַראַקאַן]	ניימאַן, אהרן	
ניישאַץ	2.0			
נימפּעל	2.0			
נינינאַ	2.0			
ניצבערג	2.0			
ניקאָדעמי	2.0			
ניקאָליי	2.0	אפרת ניקאָליי	עליאַשעוו, ניקאָליי [שלמה]	
נעזלאָבין	2.0			
נעכע	2.0			
נעראָסלאָווסקאָ	2.0	נעראָסלאַווסקאַ, אסתר		
נערה	2.0	נערה [רבקה מאָצקין-ראַקאָוו]		
נתן	2.0			יש יותר מדי אפשרויות
ס.	2.0			יש יותר מדי אפשרויות
סאַדיגורסקי	2.0	סאַקס, מיכאַאיל [סאַדייגורסקי]		
סאַלאָמאָנעסקאָ	2.0			
סאלטשא	2.0	וויינבערג, סאלטשע [שרה ליכט]		
סאַמועל	2.0	קופּערמאַן, סאַמועל	גאָלדין, סידני [סאַמועל גאָלדשטיין]	יש יותר מדי אפשרויות
סאָניא	2.0			יש יותר מדי אפשרויות
סאַראַ	2.0	גינטער סאַראַ מייסטערמאַן]	זובאַק סאַראַ	יש עוד אפשרויות
סויקע	2.0			
סיביריאָקאָוו	2.0			
סידני	2.0	גאָלדין, סידני [סאַמועל גאָלדשטיין]	האַרט, סידני [יוסף הערש]	
סיליע	2.0	ליפּצין, סיליע [פּעקער]		
סימאָנאָוו	2.0	סימאָנאָף, בעטי	סימאָנאָף, משה	
סינקלער	2.0			
סלאַווין	2.0			
סמיטן	2.0	סמיטה, דוד [שמידט]		
סענדיק	2.0	סענדיק, איסר		
סעקונדאָ	2.0	סעקונדאַ, שלום		
סקאַטשעוו	2.0			
עבענהאָלן	2.0			
עבער	2.0			
עגנון	2.0			
עדעלשטיינ׳ען	2.0	עדעלשטיין, פאולינאַ [פינקעלשטיין]	עדעלשטיין, יאָזעף (יוסף)	
עלאַ	2.0	זיבּעל, עלאַ	זילבּערמאַן, עלאַ [זיגלער]	
עלוויינג	2.0	עלווינג, בערנאָרד	עלווינג, ראָזאַ [דזשוליבער]	
עלווינגן	2.0	עלווינג, ראָזאַ [דזשוליבער]	עלווינג, בערנאָרד	
עמיל	2.0	פֿרידעס, עמיל [אליהו]	גימפּעל, עמיל [שמואל מענדל]	
פאַוועלסקי	2.0			
פּאָול	2.0	לימאַן, פאול [לייבאָוויטש]	פאול, יוסף	
פּאַולינאַ	2.0	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]		
פּאָזנאַנסקיס	2.0			
פּאַטאָשינסקי	2.0			
פֿאַכלער	2.0			
פּאָלאַנסקי	2.0	פאָלאנסקי, חיים		
פּאָליאַקעוויטש	2.0	פאָליאַקאָוו, אַהרן [פּאָליאַטשעק]		
פּאַלעי	2.0	פאַליי יאָהאַן (יונה)		
פּאַלעפּאַדע	2.0			
פֿאָני	2.0			
פֿאַרבער	2.0			
פֿאַרנעס	2.0	פאַרנעס, נייטאָן		
פֿויכטוואַנגער	2.0			
פייגע-רייזל	2.0			
פֿייגעלע	2.0			
פֿייוול	2.0	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]		
פֿיינמאָז	2.0	טשערניאַק, עני [פיינמאַן]	פיינמאַן, זיגמונד	
פינטשיק	2.0			
פינינבערג	2.0			
פּיניע	2.0	זיגלבוים, פיניע	געדולד פיניע	
פּיניעק	2.0	זיגלבוים, פיניע	געדולד פיניע	
פּיראָזשניקאָוו	2.0			
פישעלעוויטש	2.0	פישעלעוויטש, יצחק		
פֿישעלעוויטש	2.0	פישעלעוויטש, יצחק		
פֿלאָרענס	2.0			
פּנחס	2.0	איזבעסקאָ, פינקוס [פּנחס איזבעסקי]	זשיטניצקי, ל. [פּנחס-אַליעזר]	יש עוד אפשרויות
פּסח	2.0	אַמאַטין, פּעטער [פּסח גאָלדבערג]	בורשטיין, פּסח	
פּעטלוראַ	2.0			
פּעטלוראַן	2.0			
פֿרומע	2.0			
פרידזעל	2.0			
פֿרענציס	2.0	וויינטרויב, פֿרענציס [פייגע]		
פּשיבילקאַ-פּאַטאָצקא	2.0			
צ.	2.0			
צבי	2.0	ביקעלס-שפּיצער, צבי דר.	דאַשעווסקי, צבי-הערש	יש עוד אפשרויות
צוויבעל	2.0			
צווייפעל	2.0	צווייבעל, לואיס		
צוקערבערג	2.0	צוקערבערג, לעאָן (לייבל)	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]	
צירעלע	2.0	סוזאַן (צירל גאָלדענבערג]	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	
קאַדיש-כאַש	2.0	נחמה (ליפּשיץ-קאַדיש]		
קאַהאַנע	2.0	קדיש [ק. כאַש]		
קאַוואָרין	2.0	ליטמאַן, פּעפּי [פּעשע קאַהאַנע]		
קאַזשעווניקאָוו	2.0			
קאָכאַנסקי	2.0			
קאַלינאַ	2.0			
קאַלינסקי	2.0			
קאַלמאַנאָוויטשעס	2.0	קאַלמאַנאָוויטש, הערי		
קאָמפּאַניעיעץ	2.0			יש יותר מדי אפשרויות
קאַניעווסקאַ-ברייטמאַן	2.0	קאַניעווסקי, אהרן		
קאָפלער	2.0	קאָפלער-לעמקאָוו [יעקב?]		
קאַץ	2.0	בלייכמאַן, בעטי [ביילע קאַץ]	ווילענסקי, מערי [מרים קאַץ]	יש עוד אפשרויות
קאַציזנע	2.0	קאַציזנע, אַלטער (שלום)		
קאַצענעלזאָן	2.0	קאַצענעלסאָן, יצחק[-יחיאָל]		
קאַראָלניק	2.0			
קאַרשאָן	2.0			
קוטנערן	2.0			
קופּערשמידט	2.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]		
קיידאַנאָוו	2.0			
קלאַראַ	2.0			יש יותר מדי אפשרויות
קענער	2.0			
קעשיער	2.0	קעשיר איזידאָר [זישע קאַסירער]		
קראַנער	2.0			
קראָפּאָווניצקי	2.0			
קריוגער	2.0			
קריין	2.0			
ראובן	2.0			יש יותר מדי אפשרויות
ראָזאָ	2.0			יש יותר מדי אפשרויות
ראַזומני	2.0			
ראָזומני	2.0			
ראָזען	2.0	ראָזען, שמחה	נתן פּ. ראָזען	יש עוד אפשרויות
ראָזענקראַנץ	2.0	בערנ, אַסתר [אסתר גיטל ראָזענקראַנץ]		
ראָזענשטיין	2.0	זיגלער, ראָזאַ [ראָזענשטיין]	ראָזענשטיין, לייזער	
ראָלאָז	2.0			
ראָמען	2.0	ראָזענטאַל, ראָמאַן		
ראָסטאָן	2.0			
ראָסי	2.0	מעדוויעדעוואַ, ראָסי		
ראַסין	2.0			
ריבאַ	2.0	ריבאַ, הענריק [חיים]		
ריוועסמאַן	2.0	ריוועסמאַן, מרדכי		
ריווקינא	2.0	לאַפּיס-וואָלקענשטיין ריווקע [ריטע לילינאַ]		
ריינהאָרד	2.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
ריינהאָרדט	2.0			
רייף	2.0			
רימסקי-קאָרסאַקאָוו	2.0			
רינגעלבלום	2.0			
ריפטין	2.0			
שאַול	2.0	בראַנדעס, שאַול	ראַסקין, שאַול	
שאָול	2.0	האָכבערג, שאָול		
שאַכט	2.0	שאַכט, גוסטאָוו		
שאָסטאָקאָוויטש	2.0			
שאַרלאָט	2.0	הורוויץ שאַרלאָטא [שיפרע]		
שאָרס	2.0	ווילי שאָר	שאָר [שור], אַנשל	יש עוד אפשרויות
שוואַרצבערג	2.0	שוואַרצבערג, יוסף		
שולווייס	2.0	שולווייס, משה		
שולמית	2.0	ראַפּעל, ליזע [שולמית שאַפּראַן]		
שטומאַכער	2.0			
שטערן	2.0	גערטנער, דזשעני [שיינדל שטערן]	מאַלי שטערן	יש עוד אפשרויות
שיינבערג	2.0			
שיינע	2.0	אַפּעלבוים ראָזאָליאַ [שיינע רחל וויינשטיין]	גורסקאַ, סאָניאַ [פריידע-שיינע גורעוויטש]	
"שייקעוויטש-שמ""ר"	2.0	"שמ""ר [שייקעוויטש. נחום מאיר]"		
שייקעוויטשן	2.0	שייקעוויטש, דזשעק [יעקבן	שייקעוויטש, נינאַ [הע צאָג]	
שמואל	2.0			יש יותר מדי אפשרויות
שמחה	2.0			יש יותר מדי אפשרויות
שמעיה	2.0	גאָלדפֿאַדען, שמעיה [גאָלדענפֿאָדים]	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)	
שנייער	2.0	שנייער, רע[כיענע רייזל פּעימאַן]	שנייער, סעם	
שניצלער	2.0			
שניצערס	2.0	שניצער לואיס [ישראל-לייב]		
שעהנגאָלד	2.0	שעהנגאָלד אבא [אַלבערט]	שעהנגאַלד בעני	
שעכטער	2.0	שעכטער אהרן	שעכטער לעאָן	
שערי	2.0			
שפּינאָזאַ	2.0			
Katz	1.0			
Levinstein	1.0			
Pancer	1.0			
Pratt	1.0			
r.א	1.0			
Steger	1.0			
Stikas	1.0			
Utsey	1.0			
אַ רוס*	1.0			
אָ'ניעל	1.0			
"א""פּ"	1.0			
אבאַ	1.0	שעהנגאָלד אבא [אַלבערט]		
אָבנר	1.0			
אַבעלעוו	1.0			
אָבערזשאַנעק	1.0			
אַבראַם	1.0			
אַבראָמאָוון	1.0	אַבראַמאָוו, א. [אַברהם קאַגאָן]	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]	יש עודי אפשרויות
אַבראַמען	1.0	אַבּערמאן, יצחק [האַבער]		
אַברבנאַל	1.0			
אַברהם-יוסף	1.0			
אַגייד	1.0			
אגעד	1.0			
אָגעך	1.0			
אַדאַם	1.0			
אַדאשעוו	1.0			
אָדווענטאָוויטש	1.0			
אָדעט	1.0			
אַדעלהיימ	1.0			
אָדרעעוו	1.0			
אהרן	1.0			יש יותר מדי אפשרויות
אואוואַראָוו	1.0			
אוגריומאָוו	1.0			
אַוועלירן	1.0			
אוזונאָוו	1.0			
אויגענבליק	1.0	אויגענבליק, פֿיליפּ	אויגענבליק, עני [חנה סויבער]	
אויוואָרי	1.0			
אויערבאַך	1.0	אויערבאַך, יצחק	אויערבאַך, בּאָריס [בן-ציון]	יש עוד אפשרויות
אוירווין	1.0	גראָסמאַן, אוירווינג [יצחק לייב]	דזשייקאָבסאָן, אוירווינג	
אוכאָוו	1.0			
אוליאָנאָוו	1.0			
אוליאַנאָווסקי	1.0			
אומינסקאַ	1.0			
אוספּיענסקא	1.0			
אורוואַנצאָוו	1.0			
אָזמידאָווס	1.0			
אזמיידאָוו	1.0			
אַטיאַנאָוו	1.0			
אַטילי	1.0			
אַטלאַס	1.0	אַטלאַס, דזשעני		
איבסעןס	1.0			
אידיט	1.0			
אידינאַ	1.0	אידינא [איוואַ שעוואָכאָוויטש]	אידינא [אידאַ שעוואָכאָוויץ]	
אידקעלע	1.0			
איווא	1.0	זימאַנד איווא [חוה-אסתר שטייסל]	ווין, איוואַ [סיוועלע באַקשטיין]	יש עוד אפשרויות
איוואַנאָוו	1.0			
איוואָנאָווסקי	1.0			
איוניקע	1.0			
איזי	1.0	מינעוויין, איזי,	סאַפּאָזשניקאָוו, איזי (איסאַק)	
איזיקל	1.0			
איזמאַאילאָנאַ	1.0	איזמאַליאָננאַ		
אייב	1.0	האַרט, אייב [אַברהם העכט]	סינקאָף, אייב	
אייבראהאם	1.0			
אייגענגאָלד	1.0	אייגענפעלד [ערבער]		
אייגענפעלד	1.0	אייגענפעלד [ערבער]		
איידעלסאָן	1.0			
אייזענשטאַט	1.0	אייזענשטאַרק, שלמה	אייזענשטאָט, נחמה	
אייכל	1.0			
איינעם	1.0			
איינעס	1.0	איינעס, אַברהם		
איינעסן	1.0	איינעס, אַברהם		
אייק	1.0	מיטניק, אייק		
אילניצקי	1.0			
איסקאַנדער	1.0			
איפּאָליטאָוו-אַנדרעיעוו	1.0			
איציק	1.0	הערשקאָוויטש, איציק	העלער איציק [הערשקאָוויטש]	
איציקל	1.0	האָראָוויץ, איציקל	גאָלדענבערג איציקל	
איצקאָוויץ	1.0	איצקאָוויטש, סאָניאַ	איצקאָוויטש, שבתי	
אירעניעווא	1.0			
אָכטראָווסקי	1.0			
אַלאַפּין	1.0			
אַלבערטאָן	1.0			
אָלגין	1.0	אָלגין, מ. י., דר. [משה יוסף נאָוואָמיסקי]		
אָלגע	1.0			
אָלדענבורג	1.0			
אלחנן	1.0	צייטלין, אַלחנן		
אַלטהיים	1.0			
אַלטמאַן	1.0	אַלטמאַן, בּאָריס	אַלטמאַן, מאָריס	
אַלטער	1.0	אייזענשלאָס אַלטער	לעווין, אַלטער,	יש עוד אפשרויות
אַלטערמאַן	1.0			
אַליקאָ	1.0			
אַלסבערן	1.0			
אַלעק	1.0			
אַלעקס	1.0	אַלעקס שניידמאַן	טשערטאָוו, אַלעקס	
אַלעקסאַנדרי	1.0			
אַלפּערן	1.0	קאָמינסקי, אַסתר-רחל [האַלפערן]		
אַלקנה	1.0			
אָלשאַנעצקין	1.0	אָלשאַנעצקי, אַלעקסאַנדער [יהושע]		
אַמאַלייע	1.0	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]	נאַטאַנסאָן, אַמאַליע (נאַטאַליאָ?)	
אַמאַליע	1.0	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]	נאַטאַנסאָן, אַמאַליע (נאַטאַליאָ?)	
אַמאָסיאַ	1.0			
אַמזעל	1.0	אַמזעל, גאָלדע [געניאַ שניידער]	אַמזעל, וואָלף	
אַמינסקי	1.0			
אמנון	1.0			
אַנדזשאַ	1.0	פֿאָדערמאַן, אַנדזשאַ	אַרנשטיין, מאַרק [אַנדזשעי מאַרעק]	
אַנדערסאָן	1.0			
אַנדרעיעוום	1.0			
אַנדרעיעוון	1.0			
אַנדרעעוו-פּעטראָווסקי	1.0			
אַנטאָוויל	1.0			
אַנטאָווילסקאַ	1.0			
אַנטאָן	1.0			
אַנטאָני	1.0			
אַנטשאַראָוו	1.0	אַנטשאַראָוו, איסאק		
אַניוטאַ	1.0			
אַניסמאַן	1.0	אַניסמאַן, הערי		
אַניעל	1.0	אַניעלאַ [חנה קאמפּאנעיעץ-פּאָליאַקאָוו]		
אַניעלאַ	1.0	אַניעלאַ [חנה קאמפּאנעיעץ-פּאָליאַקאָוו]		
אָנסקיס	1.0			
אָנעילס	1.0			
אַנקאָ	1.0	ליפּינסקי, (ווייצמאַן) אַנקאַ		
אָסטשעגא	1.0			
אָסמאָלסקאָ	1.0			
אסתרן	1.0			
אָפּאַטאָוו	1.0	אָפּאַטאשו, יוסף [יוסף אָפּאַטאָווסקי]		
אָפּאַטאָשן	1.0			
אָפּטעקאַראָוו	1.0			
אפיצירן	1.0			
אָפּעל	1.0			
אפרים	1.0	פֿאָדלובני פרויקע (אפרים)		
אַקטריסעס	1.0			
אַקימאָוו	1.0			
אַקסענפעלדן	1.0	אַקסענפעלד, ישראל		
אָר-אָט	1.0			
אַראַנאָווסקי	1.0			
אַראָנסאָן	1.0	אַראָנסאָן, כרוך		
אָרזשעשקאָוואָ	1.0	אָרזשעווסקאַיאָ, אַסתר [סניעגאָוו]		
אַרטור	1.0	טרייסי, אַרטוּר		
אַרטוראָ	1.0			
אַרטי	1.0			
אַרטעק	1.0			
אַריסטאָטעל	1.0			
אָרלאָווסקי	1.0			
אַרלאַמפּ-קאַניעווסקאַ	1.0			
אָרלייווק	1.0	אָרליוק, שמעון	אַַזראַ, אַלעקסאַנדער [אָרליוק]	
אַרליענעוו	1.0			
אָרלעניעוו	1.0			
אָרלעסקאָ	1.0	אָרלעסקא, מרים		
אָרניץ	1.0			
אַרנשטיינס	1.0	אַרנשטיין, מאַרק	אַרנשטיין, מאַרק [אַנדזשעי מאַרעק]	
אַרציבאַשעווס	1.0			
אַרצישעווסקי	1.0	אַרצישעווסקאַ, טאָטשיא [ליפּסקי, קראטקאָ]		
אַרקאָטאָוו	1.0			
אָרשאַנסקאַ	1.0			
אשעראָוויטש	1.0			
אשר-זעליק	1.0			
באַבעל	1.0			
באָבעלס	1.0			
באָבעסקאָ	1.0			
באבעסקו	1.0			
באַגאַטיילאָוו	1.0			
באַגוצקי	1.0			
באָגראָגאָוו	1.0			
באָדאַנסקי	1.0			
באַוושאָווער	1.0	באָוושאַווער יוסף		
באָוושאָווער	1.0	באָוושאַווער יוסף		
באומאַן	1.0			
באָטיילס	1.0			
באַטקאָן	1.0	גילינסקי, מאָטל (באַטקע)		
באָיאָרסקי	1.0	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]		
באַכמאַן	1.0			
באַכנאָוו	1.0	נאַוויקאָוו, מאָריס [באַכנאָוו]		
באַכראַך	1.0			
באַלבירסקי	1.0	באַלבירסקי, הערש		
באַלגאַראָוו	1.0			
באָלוצקי	1.0			
באַלטשע	1.0			
באַנוס	1.0	באַנוס, בען		
באַסיע	1.0	ליבגאָלד, באַסיע	זאַסלאָווסקאַ, בערטאָ [באַסיע לעווין]	
באָסמאַנאָוו	1.0			
באַסערמאַן	1.0			
באַר	1.0			
באַראַבאַנאָוו	1.0			
באַראַן	1.0			
באַראַנסקי	1.0			
באַרדיני	1.0			
באָרווין-פרענקל	1.0			
באַרווינסקי	1.0			
באַרזעל	1.0	באַרזעל, וואָלף [אייזענבערג]		
באָרימאָר	1.0			
באָריסאָוואַ	1.0	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	באָריסאָוו, בערל (העקער)	
באָריע	1.0			
באַרנאָווסקי	1.0			
באָרסקי	1.0			
באַרעלע	1.0			
באָרקע	1.0			
באַשינא	1.0			
באַשעלען	1.0			
באַשקע	1.0			
בודינא	1.0			
בוזעט	1.0	בוזעט, איזידאָר		
בוטורניק	1.0			
בויקע	1.0	בויקע, לייזער [?]		
בוירני	1.0			
בוכבינדער	1.0	בוכבינדער [?]		
בוכוואָלד	1.0	בוכוואַלד נפתלי		
בולאָוון	1.0	בולאָוו, יוסף [בולקין]		
בולגאַקאָוו	1.0			
בולקין	1.0			
בוקאַנסקי	1.0	בוקאַנסקי, מאַקס		
בוקאַנץ	1.0			
בוקשטיינס	1.0	בוקשטיין, אַברהם		
בורדאַ	1.0	בורדאַ-אַנטאָווילסקאַ ראָזאַ		
בוריענעסקאָ	1.0			
בורצעוו	1.0			
בזשאצקי	1.0			
ביאָליקן	1.0	משה אַלבין-ביאַליק		
ביאלקאָוויטשן	1.0			
ביבער	1.0	ביבער סענדער		
ביבערמאַן	1.0			
בידעסקאָ	1.0	בידעסקאָ, אַלעקסאַנדער [וואָנדערגאַלד]		
בייגעלמאַן	1.0	בייגעלמאַן, דוד		
ביידעםקאָ	1.0			
ביימעלע	1.0			
ביל	1.0			
בילאַיעוו	1.0			
בילאַרסקי	1.0			
בילדער	1.0	בילדער יעקב		
בילינגס	1.0			
בינשטאָק	1.0			
ביסאָןס	1.0			
ביעלאַגלאָווסקי	1.0	ביעלאָגלאָווסקי, חיים [דוד בעלקין]		
ביעלאַיאַ	1.0			
ביעלאָצערקאָוו	1.0	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	בעל, אַדאָלף [אַברהם ביעלאָצערקאָווסקי]	
ביעלאָשעווסקי	1.0			
בּיקאָנספילד	1.0			
בירנבערג	1.0	בירנבערג, יעקב		
בלאַט	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע		
בלאַכס	1.0			
בלאַנקן	1.0	בלאַנק לעאָן	בלאַנק, אַברהם	
