play,full_line,direction,type,line_id,page,page_url
Di Seder Nakht,שֶׁעלְטֶען (אָב),(אָב),exit,r_1_1l33,27,https://app.transkribus.org/collection/2372172/doc/828503/detail/27
Di Seder Nakht,"מאיר: שֶׁעלְט מִיך וֶוער אִיך בּטל, אַבּי פּרנסה (קוּקט ארויס) הָא חָתָן דומְה",(קוּקט ארויס),business,TextRegion_1649413918337_238l2,28,https://app.transkribus.org/collection/2372172/doc/828503/detail/28
Di Seder Nakht,"(אויפטריט טודריס, א פערגרעבט פנים אויסגעפיצט)","(אויפטריט טודריס, א פערגרעבט פנים אויסגעפיצט)",entrance,TextRegion_1649413918337_238l4,28,https://app.transkribus.org/collection/2372172/doc/828503/detail/28
Di Seder Nakht,"טודריס: (לאַכט) פּוּנקט פֶערְקֶעהרְט, אִיך בּין דָאך געקוּמען נָאך צוּ פרִיה,",(לאַכט),business,TextRegion_1649413918337_238l12,28,https://app.transkribus.org/collection/2372172/doc/828503/detail/28
Di Seder Nakht,"מאיר: אָט אַזוי רֶעד. (מקבּלִים, גֶעסט קוּמעֶן אַרַיין, זיִנְגעֶן, זֶעצֶען זִיך צוּם טִיש,","(מקבּלִים, גֶעסט קוּמעֶן אַרַיין, זיִנְגעֶן, זֶעצֶען זִיך צוּם טִיש,",business,TextRegion_1649422669725_745l16,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,מֵאִיר אַב).,מֵאִיר אַב).,exit,TextRegion_1649422669725_745l17,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,"שׁמשׁ (מיט א חופה): מַזָל טוֹב, מֶעל טוֹב חָתָן, אָט האָבּ אִיך שׁוֹין געבּראַכט",(מיט א חופה),business,TextRegion_1649422669725_745l18,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,דִיא חוּפּה (ער טרינקט).,(ער טרינקט).,business,TextRegion_1649422669725_745l19,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,שמש: חָתָן לעבּ! (טודריס לעגט דיאָ האַנד אין די קעשינע),(טודריס לעגט דיאָ האַנד אין די קעשינע),business,TextRegion_1649422669725_745l21,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,שמש: (פריילעך) חָתָן דומְה למֶלֶך דֶער זכוּת פוּן צדְקה קוֹדֶם החוּפּה זאָל,(פריילעך),business,TextRegion_1649422669725_745l22,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,"אַייך בּיישטעהן, אַז דֶער זִיוויג זָאל עולְה יְפֵה זַיין (עֶר וואָרט עֶר זאָל אִיהְם עָפיס גֶעבֶּען).",(עֶר וואָרט עֶר זאָל אִיהְם עָפיס גֶעבֶּען).,business,TextRegion_1649422669725_745l23,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,טודריס: (געמט א ציגאר) שׁמשׁ אַ צִינְדְהֶעלְצֶעל.,(געמט א ציגאר),business,TextRegion_1649422669725_745l25,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,"שמש: (ברוגז) תּיכּף, וּמיד, (גיבט איהם צו פעררייכערען) דִיא כּלה אִיז נָאך",(ברוגז),business,TextRegion_1649422669725_745l26,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,"שמש: (ברוגז) תּיכּף, וּמיד, (גיבט איהם צו פעררייכערען) דִיא כּלה אִיז נָאך",(גיבט איהם צו פעררייכערען),business,TextRegion_1649422669725_745l26,30,https://app.transkribus.org/collection/2372172/doc/828503/detail/30
Di Seder Nakht,"טודריס: (טרוּנקען) לְחַיִים! גאַט זָאַל הֶעלְפֶען, דֶער זִיוויג זאָל עולְה רגל זייַן.",(טרוּנקען),business,TextRegion_1649444107459_94l11,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,מאיר: (קומט אדיין) מִיר דאַכט זִיך אַז דֶער זִיוויג האַט שׁוֹין עולְה רגל גֶע⸗,(קומט אדיין),business,TextRegion_1649444107459_94l12,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,וועהן (זוכט אומעדום) פּלוּצים זאָל מֶען גאָר נִישְט וויִסעֶן וִויא זִיא אִיז דָא,(זוכט אומעדום),business,TextRegion_1649444107459_94l13,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,"(אויפטריט דוד, מרים, אויפטריט).","(אויפטריט דוד, מרים, אויפטריט).",entrance,TextRegion_1649444107459_94l15,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,"מרים: (וויינט) דאָס הארְץ האַט מִיר געזאַגט, וויי אִיז צוּ מִיר.",(וויינט),business,TextRegion_1649444107459_94l16,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,"(זלמן אביסעלע פאר טרינקען, דיעגער מיט אַ בריעף).","(זלמן אביסעלע פאר טרינקען, דיעגער מיט אַ בריעף).",business,TextRegion_1649444107459_94l25,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,דוד: (לעזט) געליעבּטע עלְטֶערֶען! אִין מֵיינֶער פערצווייפלוּנג אִיז מִיר דָא,(לעזט),business,TextRegion_1649444107459_94l28,31,https://app.transkribus.org/collection/2372172/doc/828503/detail/31
Di Seder Nakht,אֵייעֶר רַאשֶעל (ער פערליערט דעם בריעף).,(ער פערליערט דעם בריעף).,business,r_1_1l6,32,https://app.transkribus.org/collection/2372172/doc/828503/detail/32
Di Seder Nakht,"מאיר: הֶעלְפט, אִיך ערְשׁטִיקֶע... אִיך ערְשׁטִיקֶע (פֿאלט צוּ די ערך)",(פֿאלט צוּ די ערך),business,r_1_1l9,32,https://app.transkribus.org/collection/2372172/doc/828503/detail/32
Di Seder Nakht,אלע: (לויפען און שרייען) וואַסער! הִילְפֶע!,(לויפען און שרייען),business,r_1_1l10,32,https://app.transkribus.org/collection/2372172/doc/828503/detail/32
Di Seder Nakht,(איינפאכעס צימער). (מאיר מיט'ן שמש מיט דער חופה אויף דיא אקסעל).,(איינפאכעס צימער). (מאיר מיט'ן שמש מיט דער חופה אויף דיא אקסעל).,business,r_2_1l2,33,https://app.transkribus.org/collection/2372172/doc/828503/detail/33
Di Seder Nakht,טודריס: (קומט) אוּן אִיך ווֵייס אַלס נָאך נִישְט וואָס דָא אִיז ר' מֵאִיר וואָס,(קומט),business,r_2_1l8,33,https://app.transkribus.org/collection/2372172/doc/828503/detail/33
Di Seder Nakht,"בּעשווינדעלט? (ער וויל צי, שמש לאָזט נישט). (שמש וויל געהן מיט דער חופה).","(ער וויל צי, שמש לאָזט נישט). (שמש וויל געהן מיט דער חופה).",business,r_2_1l20,33,https://app.transkribus.org/collection/2372172/doc/828503/detail/33
Di Seder Nakht,טודריס: לאָז מִיך צוּ אִיהְם (זייא שלאגען זיך),(זייא שלאגען זיך),business,TextRegion_1649445304969_98l20,34,https://app.transkribus.org/collection/2372172/doc/828503/detail/34
Di Seder Nakht,"שמש: אָ פֶע! (לאָזט נישט, אב מיט דער חופה)","(לאָזט נישט, אב מיט דער חופה)",business,TextRegion_1649445304969_98l21,34,https://app.transkribus.org/collection/2372172/doc/828503/detail/34
Di Seder Nakht,(זינגט דעם שדכן).,(זינגט דעם שדכן).,delivery,TextRegion_1649445304969_98l23,34,https://app.transkribus.org/collection/2372172/doc/828503/detail/34
Di Seder Nakht,(עלעגאנטעס צימער ביי קארל) (קארל מיט קאטינקא),(עלעגאנטעס צימער ביי קארל) (קארל מיט קאטינקא),business,r_3_1l2,35,https://app.transkribus.org/collection/2372172/doc/828503/detail/35
Di Seder Nakht,דֶערְפַאר שְׁטַארְק גֶעווארֶענְט (מען הערט קלינגען),(מען הערט קלינגען),business,r_3_1l6,35,https://app.transkribus.org/collection/2372172/doc/828503/detail/35
Di Seder Nakht,קאטינקא: (אָב באלד צוריק) עֶס אִיז אֵיין אַלטער מַאן עֶר זאָגט עֶר אִיז,(אָב באלד צוריק),business,r_3_1l9,35,https://app.transkribus.org/collection/2372172/doc/828503/detail/35
Di Seder Nakht,"(קאטינקא קומט מיט זלמן, קאטינקא אב)","(קאטינקא קומט מיט זלמן, קאטינקא אב)",exit,r_3_1l12,35,https://app.transkribus.org/collection/2372172/doc/828503/detail/35
Di Seder Nakht,"ראשעל: (שטירצט אריין) אָנקעל דוּא גוּטער ליעבּע אָנקעל, בּיזטוּ אוֹיף מִיר",(שטירצט אריין),business,line_1649446174975_337,37,https://app.transkribus.org/collection/2372172/doc/828503/detail/37
Di Seder Nakht,עֶס אִיהְר שׁטרֶענְגס פערבּאטען (אָב),(אָב),exit,TextRegion_1649446423619_384l5,38,https://app.transkribus.org/collection/2372172/doc/828503/detail/38
Di Seder Nakht,(אויפטריט דוד מרים),(אויפטריט דוד מרים),entrance,TextRegion_1649446606027_461l2,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,מרים: (וויינט) רחלֶע! טאָכטער! גאטעניוּ! פארוואָס האסטוּ מִיך פוּן דֶער,(וויינט),business,TextRegion_1649446606027_461l4,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,"זַיין, אוּן מִיט וואָס דאנקסטוּ מִיר אַצינד אָבּ דאפִיר (קניעט) נוּ טאַכטער",(קניעט),business,TextRegion_1649446606027_461l12,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,פֶערְלאהרֶען... פֶערְלאהרֶען (ער פאלט צו דעד ערדע).,(ער פאלט צו דעד ערדע).,business,TextRegion_1649446606027_461l21,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,ראשעל : (וויינט) אָנקעל... ערוואכֶע... הִילְפֶע הִילְפֶע... (קארל קומט אריין).,(וויינט),business,TextRegion_1649446606027_461l22,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,ראשעל : (וויינט) אָנקעל... ערוואכֶע... הִילְפֶע הִילְפֶע... (קארל קומט אריין).,(קארל קומט אריין).,entrance,TextRegion_1649446606027_461l22,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,"גֶעהט נִישְט אַנדערש, אִיך בּין עֶס זָא מֵיינֶע עלְטֶערֶען שוּלדיג (ווַארְפְט זִיך אוֹיף זלְמְן'ען) אָנקעל! דרִיקֶע מִיך צוּ דַיינֶען גוּטען פראָמען יוּדישען",(ווַארְפְט זִיך אוֹיף זלְמְן'ען),business,TextRegion_1649446606027_461l27,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,קארל : (וויל צוּ איהר) רַאשֶעל!,(וויל צוּ איהר),business,TextRegion_1649446606027_461l31,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,"מֵיינֶע הֶענְדֶע (אב, קארל מיט א געשריי בּרעכט, ער פאלט). (פארהאנג). (ענדע דעם צווייטען אקטעס) (אֵיין רֵייכֶער זאַאַל בֵּייא דָוִד עֶס אִיז דִיא סדְר נאַכְט גֶעדֶעקטֶער טִיש מִיט אַלעם וואָס געהעָר צוּם סדְר אַרוּם דֶעם טִיש מֶעהרֶערֶע שׁטִיהלֶען).","(אב, קארל מיט א געשריי בּרעכט, ער פאלט). (פארהאנג). (ענדע דעם צווייטען אקטעס) (אֵיין רֵייכֶער זאַאַל בֵּייא דָוִד עֶס אִיז דִיא סדְר נאַכְט גֶעדֶעקטֶער טִיש מִיט אַלעם וואָס געהעָר צוּם סדְר אַרוּם דֶעם טִיש מֶעהרֶערֶע שׁטִיהלֶען).",business,TextRegion_1649446606027_461l35,39,https://app.transkribus.org/collection/2372172/doc/828503/detail/39
Di Seder Nakht,מרים: (שערן געקליידעט בּעקוּקט דעם טיש) רחלְה טאָכטער דִיא חרוסת האַבּען,(שערן געקליידעט בּעקוּקט דעם טיש),business,r_2_1l4,40,https://app.transkribus.org/collection/2372172/doc/828503/detail/40
Di Seder Nakht,ראשעל: (מיט אַ טעלער) הִיעֶר מוּטער זִינְד דִיא חרוסות.,(מיט אַ טעלער),business,r_2_1l6,40,https://app.transkribus.org/collection/2372172/doc/828503/detail/40
Di Seder Nakht,מאיר: (קוּמט אריין מיט א ספר אין דער האַנד) אַ גוּט יו'ט.,(קוּמט אריין מיט א ספר אין דער האַנד),entrance,r_2_1l15,40,https://app.transkribus.org/collection/2372172/doc/828503/detail/40
Di Seder Nakht,מָארְגֶען אִין שוּהל אַריין וועסטוּ הֶערֶען וואַס מֵאִיר דרייעָר קֶען. (זינגט),(זינגט),delivery,r_2_1l22,40,https://app.transkribus.org/collection/2372172/doc/828503/detail/40
Di Seder Nakht,(אויפטריט זלמן דוד געסט).,(אויפטריט זלמן דוד געסט).,entrance,TextRegion_1649447129991_873l2,42,https://app.transkribus.org/collection/2372172/doc/828503/detail/42
Di Seder Nakht,(ראשעל ברענגט א קיטעל פאר זלמנ'ען),(ראשעל ברענגט א קיטעל פאר זלמנ'ען),business,TextRegion_1649447129991_873l10,42,https://app.transkribus.org/collection/2372172/doc/828503/detail/42
Di Seder Nakht,קוּמט קִינְדֶערְלֶעך צוּם טִיש (אלע געהן צום טיש און מאכען קידוש).,(אלע געהן צום טיש און מאכען קידוש).,business,TextRegion_1649447129991_873l22,42,https://app.transkribus.org/collection/2372172/doc/828503/detail/42
Di Seder Nakht,"שמש: (לויפט אויין) זֵייט מִיר מוֹחֵל וואָס אִיך האָבּ גֶעשׁטֶערְט, וַוייל עֶס",(לויפט אויין),business,TextRegion_1649447129991_873l23,42,https://app.transkribus.org/collection/2372172/doc/828503/detail/42
