variant,script,corpora,occurrences,fields,contexts,suggested_qid,suggested_english,is_descriptor,attestation_ids
גרענד-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00684#venues#3;O-ORG-C05171#venues#2
גרענד-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00684#venues#4;O-ORG-C05171#venues#3
דזשיקע גאַס 12,hebrew,org,2,addresses,,,,,O-ORG-C02742#addresses#1;O-ORG-C03394#addresses#1
דזשעלנע,hebrew,org,2,addresses,,,,,O-ORG-C00409_Q02#addresses#1;O-ORG-C02258#addresses#1
דזשעלנע 1,hebrew,org,2,addresses,,,,,O-ORG-C00144_Q01#addresses#1;O-ORG-C00409_Q02#addresses#2
דייטשער סינאַגאָגע,hebrew,org,2,venues,,,,,O-ORG-C02633_Q01#venues#1;O-ORG-C02633_Q02#venues#1
דלוגאַ 26,hebrew,org,2,addresses;venues,,,,,O-ORG-C02834#venues#1;O-ORG-C02834#addresses#2
דריטן סטריט-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01679#venues#1;O-ORG-C06542#venues#1
האַנדוויטש 10,hebrew,org,2,addresses;venues,,,,,O-ORG-C01387_Q03#venues#1;O-ORG-C01387_Q03#addresses#1
האָי-סקול,hebrew,org,2,venues,,,,,O-ORG-C00741_Q01#venues#2;O-ORG-C00741_Q02#venues#1
האָפּ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01495#venues#1;O-ORG-C05331#venues#1
האָפּקינסאָן-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00360_Q01#venues#5;O-ORG-C00360_Q02#venues#5
וואַרשעווער צענטראַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00557#venues#3;O-ORG-C00631_Q01#venues#1
וואַרשעווער צענטראָל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00557#venues#5;O-ORG-C05018#venues#1
וואַרשעווער קאַמינסקי-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00506#venues#2;O-ORG-C01738#venues#1
וויוואולסקי-גאס 18,hebrew,org,2,addresses,,,,,O-ORG-C01519#addresses#1;O-ORG-C03971#addresses#1
"ווילנער טעאַטער „פּאַלאַס""",hebrew,org,2,venues,,,,,O-ORG-C00106#venues#2;O-ORG-C03707#venues#1
ווילנער שטאָט-זאַל,hebrew,org,2,venues,,,,,O-ORG-C01020_Q01#venues#1;O-ORG-C03375#venues#1
ווינדזאָר טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00089#venues#1;O-ORG-C06518#venues#1
זומער-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C03497#venues#1;O-ORG-C03498#venues#1
זשאַרדען ד'היווער,hebrew,org,2,venues,,,,,O-ORG-C00447#venues#2;O-ORG-C01010#venues#3
זשיגניצאָ,hebrew,org,2,venues,,,,,O-ORG-C00663#venues#3;O-ORG-C03539#venues#3
טאַבאָר-שטראַסע,hebrew,org,2,addresses,,,,,O-ORG-C00480#addresses#1;O-ORG-C00620#addresses#1
טאַליאַ,hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#2;O-ORG-C01689#venues#1
טאַליאַ טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#4;O-ORG-C00948#venues#1
טאַליאַ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#7;O-ORG-C00515_Q02#venues#1
טאָליאַ טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#8;O-ORG-C00515_Q03#venues#1
טאליאַ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#13;O-ORG-C00515_Q02#venues#3
טורן האָל,hebrew,org,2,venues,,,,,O-ORG-C00947#venues#1;O-ORG-C02222_Q01#venues#1
טעאַטער 'רוסאָלקאַ',hebrew,org,2,venues,,,,,O-ORG-C02672#venues#1;O-ORG-C02673#venues#1
טעאַטער מאַרקאָני,hebrew,org,2,venues,,,,,O-ORG-C05758#venues#1;O-ORG-C05759#venues#1
טעאַטער נאָוואָשטשי,hebrew,org,2,venues,,,,,O-ORG-C01281#venues#1;O-ORG-C07199#venues#1
טעאַטער ״עקסעלסיאָר“,hebrew,org,2,venues,,,,,O-ORG-C00131_Q01#venues#2;O-ORG-C07081#venues#1
יאָגעלאַנסקאַ 11,hebrew,org,2,addresses,,,,,O-ORG-C03497#addresses#1;O-ORG-C03498#addresses#1
יוניאָן-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02150_Q01#venues#2;O-ORG-C02150_Q02#venues#1
יידישן בית עולם,hebrew,person,2,place,burial,,,,P-1-facs_61_tr_1740521158#place#3;P-2-facs_86_tr_1744131447#place#3
יידישן מעוטים-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02007_Q01#venues#1;O-ORG-C02949#venues#2
יידישן צענטער,hebrew,org,2,venues,,,,,O-ORG-C06947_Q01#venues#1;O-ORG-C07287#venues#1
יידישן קולטור-קלוב,hebrew,org,2,venues,,,,,O-ORG-C02326#venues#1;O-ORG-C07251#venues#1
יידישן קונסט-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00180_Q01#venues#8;O-ORG-C00180_Q02#venues#1
יידישן קונסטטעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00180_Q01#venues#9;O-ORG-C00180_Q05#venues#1
יידישן פֿאָלקס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00840_Q01#venues#1;O-ORG-C00840_Q02#venues#1
כאַר-שול,hebrew,org,2,venues,,,,,O-ORG-C01232#venues#2;O-ORG-C04964#venues#1
כמיעלנאַ גאַס,hebrew,org,2,addresses;venues,,,,,O-ORG-C00447#venues#5;O-ORG-C00447#addresses#1
לאָדזשער סקאַלאַ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00409_Q01#venues#1;O-ORG-C00579#venues#5
לאָנדייל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00181#venues#3;O-ORG-C03949#venues#3
לאָנדייל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00181#venues#4;O-ORG-C03949#venues#4
לאדזשער צירק,hebrew,org,2,venues,,,,,O-ORG-C04407#venues#1;O-ORG-C04442#venues#1
לודוויסאָרסקאַ 5,hebrew,org,2,addresses;venues,,,,,O-ORG-C00840_Q01#venues#5;O-ORG-C00840_Q01#addresses#1
ליבערטי טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00157_Q01#venues#3;O-ORG-C00592#venues#2
ליפּצין-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00156#venues#2;O-ORG-C01028#venues#1
ליפּצין-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00103#venues#13;O-ORG-C00156#venues#4
ליריק טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00338_Q01#venues#3;O-ORG-C00988#venues#5
לעמבערגער טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01387_Q01#venues#6;O-ORG-C01725#venues#1
לעמבערגער טעמפּל,hebrew,org,2,venues,,,,,O-ORG-C06422#venues#1;O-ORG-C06612#venues#1
לעמבערגער יידישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00111#venues#2;O-ORG-C03671#venues#1
לעמבערגער קאָנסערוואַטאָריע,hebrew,org,2,venues,,,,,O-ORG-C02973#venues#1;O-ORG-C04404#venues#1
לענאָקס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00390#venues#4;O-ORG-C04258#venues#1
מאַריאַנסקא 2,hebrew,org,2,addresses,,,,,O-ORG-C00446#addresses#1;O-ORG-C02209#addresses#1
מאונט מאָריס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01097_Q01#venues#1;O-ORG-C01097_Q02#venues#1
מוראַנאָווער טעאָטער,hebrew,org,2,venues,,,,,O-ORG-C00116#venues#3;O-ORG-C00168#venues#4
מוראַנאָווער יידישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02236#venues#1;O-ORG-C03280#venues#1
מוראַנאָווער פּלאַץ,hebrew,org,2,addresses;venues,,,,,O-ORG-C01387_Q02#venues#3;O-ORG-C05820#addresses#1
מילע 18,hebrew,org,2,addresses;venues,,,,,O-ORG-C03402#venues#1;O-ORG-C03402#addresses#1
מיניאַטור-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00642#venues#1;O-ORG-C00873_Q01#venues#1
מעדיסאָן סקווער גאַרדן,hebrew,org,2,venues,,,,,O-ORG-C00180_Q01#venues#10;O-ORG-C00195_Q01#venues#4
מעטראָפּאָליטאָן אָפּערע-הויז,hebrew,org,2,venues,,,,,O-ORG-C01070_Q02#venues#1;O-ORG-C01258#venues#1
מעקינלי סקווער טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00266_Q01#venues#2;O-ORG-C00266_Q02#venues#2
מעקינלי סקווער טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00266_Q01#venues#3;O-ORG-C00266_Q02#venues#3
מעקינלי סקווער-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00266_Q01#venues#5;O-ORG-C00266_Q02#venues#4
מערי ריטשמאַנס הויז,hebrew,org,2,venues,,,,,O-ORG-C00970_Q02#venues#1;O-ORG-C02512#venues#1
נאַציאָנאַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C03372#venues#1;O-ORG-C05533#venues#1
נאָוואָשטשי,hebrew,org,2,venues,,,,,O-ORG-C00212#venues#1;O-ORG-C02111#venues#1
נאָווי,hebrew,org,2,venues,,,,,O-ORG-C01937_Q01#venues#1;O-ORG-C01937_Q02#venues#2
נאָזשיקס שול,hebrew,org,2,venues,,,,,O-ORG-C02430#venues#1;O-ORG-C04274#venues#1
ניו יאָרקער אוניווערזיטעט,hebrew,org,2,venues,,,,,O-ORG-C01379#venues#1;O-ORG-C06744#venues#1
ניי-אַזאַזעל,hebrew,org,2,venues,,,,,O-ORG-C00141_Q01#venues#3;O-ORG-C00141_Q02#venues#2
נייעם יידישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01003_Q01#venues#1;O-ORG-C01003_Q02#venues#1
נעשאַנאַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00340_Q01#venues#11;O-ORG-C03895#venues#6
נעשאָנאַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00340_Q01#venues#17;O-ORG-C02149_Q01#venues#1
נעשאָנאַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00340_Q01#venues#18;O-ORG-C03895#venues#7
סינאָגאָגע,hebrew,org,2,venues,,,,,O-ORG-C04119_Q01#venues#1;O-ORG-C04119_Q02#venues#1
סינגער-האָל,hebrew,org,2,venues,,,,,O-ORG-C04500#venues#1;O-ORG-C05397#venues#2
סמבטיון,hebrew,org,2,venues,,,,,O-ORG-C00877_Q01#venues#1;O-ORG-C00877_Q02#venues#1
סעקאַנד-עוועניו-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00634#venues#1;O-ORG-C00682#venues#5
סעקאָנד עוועניו טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00180_Q01#venues#12;O-ORG-C00682#venues#11
סקאַלאַ טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00409_Q01#venues#3;O-ORG-C00409_Q02#venues#2
סקאַלאָ טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00579#venues#12;O-ORG-C01423_Q01#venues#3
סקאָלאַ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00409_Q01#venues#7;O-ORG-C00409_Q02#venues#6
סקאלא-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00409_Q02#venues#7;O-ORG-C00579#venues#15
עלדאָראַדאָ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02258#venues#7;O-ORG-C04132#venues#1
עליזעאום,hebrew,org,2,venues,,,,,O-ORG-C00565#venues#1;O-ORG-C04344_Q01#venues#1
עליזעאום טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01105#venues#2;O-ORG-C04344_Q01#venues#2
עליזעאום טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01105#venues#3;O-ORG-C01898#venues#1
עליזעום,hebrew,org,2,venues,,,,,O-ORG-C00010#venues#1;O-ORG-C00113#venues#2
עליזעום-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00103#venues#17;O-ORG-C01511#venues#3
פּאַוויליאָן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00005#venues#4;O-ORG-C00556#venues#5
פּאָבליק טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00635_Q01#venues#4;O-ORG-C01363#venues#2
פּאָבליק טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00635_Q01#venues#5;O-ORG-C01363#venues#3
פּאָבליק-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00635_Q01#venues#6;O-ORG-C01956#venues#2
פּאָבליק-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00635_Q01#venues#7;O-ORG-C01363#venues#4
פּאָוויליאָן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00005#venues#7;O-ORG-C06701#venues#1
פּאָוויליאָן-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00005#venues#8;O-ORG-C00556#venues#6
פּאָמול ווערדי,hebrew,org,2,venues,,,,,O-ORG-C01864#venues#4;O-ORG-C02313#venues#1
פּוילישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00441_Q01#venues#2;O-ORG-C04356#venues#2
פּולס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00604_Q01#venues#1;O-ORG-C00604_Q02#venues#1
פּולס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00604_Q01#venues#2;O-ORG-C04686#venues#1
פּיעדראַס 564,hebrew,org,2,addresses;venues,,,,,O-ORG-C01387_Q10#venues#2;O-ORG-C01387_Q10#addresses#1
פּיפּלס מיוזיק-האָל,hebrew,org,2,venues,,,,,O-ORG-C01165_Q01#venues#1;O-ORG-C06201#venues#1
פּיפּלס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00633_Q01#venues#5;O-ORG-C00633_Q03#venues#1
פּיפלס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00633_Q01#venues#8;O-ORG-C00633_Q02#venues#1
פּראַטערשטראַסע,hebrew,org,2,addresses;venues,,,,,O-ORG-C01360#venues#1;O-ORG-C01360#addresses#1
פּראָספּעקט-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00595#venues#5;O-ORG-C03963#venues#3
פּראָספּעקט-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00595#venues#6;O-ORG-C03963#venues#4
פּרינצעס סטריט,hebrew,org,2,addresses,,,,,O-ORG-C05307#addresses#1;O-ORG-C07045#addresses#1
פּרינצעס קלוב,hebrew,org,2,venues,,,,,O-ORG-C00808#venues#4;O-ORG-C01953#venues#1
פאַוויליאָן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00005#venues#13;O-ORG-C00556#venues#9
פאַרווערטס,hebrew,org,2,venues,,,,,O-ORG-C00257_Q01#venues#4;O-ORG-C00257_Q05#venues#1
פאַרלאַג,hebrew,org,2,venues,,,,,O-ORG-C00522#venues#1;O-ORG-C00524_Q02#venues#1
פאַרקוועי טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00683#venues#2;O-ORG-C02273#venues#1
פאָלקס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00096_Q01#venues#5;O-ORG-C01124#venues#4
פאָלקס-הויז,hebrew,org,2,venues,,,,,O-ORG-C02631#venues#1;O-ORG-C04847#venues#1
פאָלקס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C04170#venues#1;O-ORG-C05017#venues#1
פולס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02042#venues#2;O-ORG-C02215#venues#2
פלאָרידאַ,hebrew,org,2,venues,,,,,O-ORG-C03755#venues#1;O-ORG-C03756#venues#1
פראָנטשישקאנער 36,hebrew,org,2,addresses,,,,,O-ORG-C00608#addresses#1;O-ORG-C05901#addresses#1
צווייטער עוועניו,hebrew,org,2,addresses;venues,,,,,O-ORG-C07346#venues#1;O-ORG-C07346#addresses#1
צענטראַל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00191#venues#6;O-ORG-C00631_Q01#venues#4
צענטראָל,hebrew,org,2,venues,,,,,O-ORG-C05572#venues#1;O-ORG-C06444#venues#1
צענטראָל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00557#venues#8;O-ORG-C00631_Q01#venues#7
קאַמינסקי טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00029#venues#2;O-ORG-C00672#venues#1
קאַמינסקי-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00672#venues#4;O-ORG-C01597#venues#3
קאַמינסקיס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00191#venues#7;O-ORG-C01597#venues#4
קאַראָוואַ גאַס,hebrew,org,2,addresses;venues,,,,,O-ORG-C00010#venues#2;O-ORG-C00010#addresses#1
קאַרל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00896#venues#2;O-ORG-C03999#venues#1
קאַרנעני האָל,hebrew,org,2,venues,,,,,O-ORG-C02380#venues#1;O-ORG-C04135#venues#2
קאָלאָסעום,hebrew,org,2,venues,,,,,O-ORG-C02664#venues#1;O-ORG-C05093#venues#2
קאָלומביאַ-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00986_Q01#venues#4;O-ORG-C00986_Q02#venues#1
קאָליסעום-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C01779_Q01#venues#2;O-ORG-C01779_Q02#venues#1
קאָנסטאַנטינער גאַס,hebrew,org,2,addresses,,,,,O-ORG-C02725#addresses#1;O-ORG-C04295#addresses#1
קאָנסערוואַטאָריום,hebrew,org,2,venues,,,,,O-ORG-C00091_Q01#venues#1;O-ORG-C00091_Q03#venues#1
קונסט-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00180_Q01#venues#14;O-ORG-C00812_Q01#venues#4
קיעווער אוניווערזיטעט,hebrew,org,2,venues,,,,,O-ORG-C00060#venues#1;O-ORG-C00448_Q03#venues#1
קיעווער דראַמסטודיע,hebrew,org,2,venues,,,,,O-ORG-C00472#venues#1;O-ORG-C04951#venues#1
קלינטאָן-סטריט,hebrew,org,2,addresses,,,,,O-ORG-C01693#addresses#1;O-ORG-C02116_Q01#addresses#1
קעלער פון דעם הויז,hebrew,org,2,venues,,,,,O-ORG-C00197_Q03#venues#1;O-ORG-C01402_Q02#venues#1
קענאָן סטריט,hebrew,org,2,addresses,,,,,O-ORG-C00822#addresses#1;O-ORG-C05809#addresses#1
קעסלערס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00634#venues#7;O-ORG-C03841#venues#1
קעסלערס טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00634#venues#8;O-ORG-C03841#venues#2
קעפּיטאָל טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00265_Q01#venues#2;O-ORG-C00265_Q02#venues#1
קראָקעווער יידישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C02604#venues#1;O-ORG-C02945#venues#1
ראָלאַנד-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00161_Q01#venues#4;O-ORG-C00161_Q02#venues#2
ראָלאַנד-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00161_Q01#venues#5;O-ORG-C05206#venues#2
רומעניאַ-אָפּערע-הויז,hebrew,org,2,venues,,,,,O-ORG-C01848#venues#2;O-ORG-C02149_Q01#venues#3
רומעניע אָפּערע-הויז,hebrew,org,2,venues,,,,,O-ORG-C02149_Q01#venues#6;O-ORG-C02149_Q03#venues#1
רומעניע-אָפּערע-הויז,hebrew,org,2,venues,,,,,O-ORG-C02149_Q01#venues#7;O-ORG-C02149_Q02#venues#1
רומעניען-אָפּערע-הויז,hebrew,org,2,venues,,,,,O-ORG-C00477_Q01#venues#1;O-ORG-C02042#venues#3
רוסישן טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00036_Q01#venues#1;O-ORG-C00036_Q04#venues#1
רוסישער גימנאַזיע,hebrew,org,2,venues,,,,,O-ORG-C02022_Q03#venues#1;O-ORG-C02022_Q04#venues#1
ריווינגטאָן און קלינטאָן-סטריט,hebrew,org,2,addresses,,,,,O-ORG-C05341#addresses#1;O-ORG-C05342#addresses#1
שטאָט-שול,hebrew,org,2,venues,,,,,O-ORG-C00458_Q02#venues#1;O-ORG-C05088#venues#1
שיקאַגער לאָנדייל-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00181#venues#5;O-ORG-C03949#venues#6
שלום-עליכם-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C04017_Q01#venues#1;O-ORG-C04017_Q02#venues#1
„אַפּאָלאָ“,hebrew,org,2,venues,,,,,O-ORG-C01528_Q01#venues#1;O-ORG-C01528_Q02#venues#1
„הזמיר“,hebrew,org,2,venues,,,,,O-ORG-C00114_Q02#venues#2;O-ORG-C03882#venues#1
"„טאַליאַ""-טעאַטער",hebrew,org,2,venues,,,,,O-ORG-C00515_Q01#venues#14;O-ORG-C00629#venues#4
"„ליבערטי""-טעאַטער",hebrew,org,2,venues,,,,,O-ORG-C00157_Q01#venues#6;O-ORG-C00157_Q02#venues#4
"„סקאָלאַ""-טעאַטער",hebrew,org,2,venues,,,,,O-ORG-C00409_Q01#venues#11;O-ORG-C00409_Q02#venues#8
"„פּיפּלס""-טעאַטער",hebrew,org,2,venues,,,,,O-ORG-C00633_Q01#venues#11;O-ORG-C00666#venues#5
פֿאָלקס-טעאַטער,hebrew,org,2,venues,,,,,O-ORG-C00096_Q01#venues#10;O-ORG-C04937#venues#4
"""49טע סטריט""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C06913#venues#1
"""אַנדערסאָן""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C02483#venues#1
"""אַרטש סטריט טעאַטער“",hebrew,org,1,venues,,,,,O-ORG-C00378#venues#1
"""אַרטש סטריט""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C00378#venues#2
"""אָרפעאום""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C00742_Q01#venues#1
"""ארטש סטריט""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C00378#venues#3
"""בירגער טעאַטער“",hebrew,org,1,venues,,,,,O-ORG-C00747#venues#1
"""בית דוד"" בית-עולם",hebrew,person,1,place,burial,,,,P-4-facs_651_tr_1755030219#place#1
"""יידישן קונסטטעאַטער""",hebrew,org,1,venues,,,,,O-ORG-C00180_Q01#venues#1
"""יידישע בינע""",hebrew,org,1,venues,,,,,O-ORG-C00101#venues#1
"""עלדאָראַדאָ""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C02258#venues#1
"""צענטראַל"" טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C00610#venues#1
"""שייפערס אַרפעום""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C01988#venues#1
'אָלימפּיאַ'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00085_Q02#venues#1
'באַגאַטעלאַ'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00873_Q03#venues#1
'וויקט',hebrew,org,1,venues,,,,,O-ORG-C00191#venues#1
'זשאַרדען ד'היווער',hebrew,org,1,venues,,,,,O-ORG-C00447#venues#1
'נאַוואַשטשי'-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C01284#venues#1
'נאָוועמבער-גרופּע',hebrew,org,1,venues,,,,,O-ORG-C01972#venues#1
'ניי-אַזאַזעל',hebrew,org,1,venues,,,,,O-ORG-C02862#venues#1
'נייאַזאַזעל',hebrew,org,1,venues,,,,,O-ORG-C02862#venues#2
'סקאַלאַ'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00579#venues#1
'עלדאָראַדאָ'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02258#venues#2
'עקאָל דע ב'יז אָרט',hebrew,org,1,venues,,,,,O-ORG-C01970#venues#1
'פּאַוויליאָן'-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C00005#venues#1
'פּאַלאַס'-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C02677#venues#1
'פּאַנטעאָן'-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C02675#venues#1
'פאָלקס-טעאַטער',hebrew,org,1,venues,,,,,O-ORG-C02816#venues#1
'צענטראַל'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02676#venues#1
'קאָפע גערטנער',hebrew,org,1,venues,,,,,O-ORG-C02705_Q01#venues#1
'קייזער ווילהעלם' טעאַטער-זאַל,hebrew,org,1,venues,,,,,O-ORG-C02772_Q02#venues#1
'שטורעם-גרופּע',hebrew,org,1,venues,,,,,O-ORG-C01973#venues#1
1-טן יידישן מלוכה-טעאַטער-וואַרשטאָט,hebrew,org,1,venues,,,,True,O-ORG-C05227#venues#1
10 גאַס,hebrew,org,1,addresses,,,,True,O-ORG-C02151#addresses#1
104-106 בויערי סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C02214#addresses#1
106 סטריט און 5 עוועניו,hebrew,org,1,addresses,,,,True,O-ORG-C05023#addresses#1
106 סטריט און לעקסינקטאן עוועניו,hebrew,org,1,addresses,,,,True,O-ORG-C02151#addresses#2
111 מאָרגייט סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C07387#addresses#1
1125-טע סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C00742_Q01#addresses#1
113 בויערי,hebrew,org,1,addresses,,,,True,O-ORG-C02222_Q01#addresses#1
12 און סוארד סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C00666#addresses#1
12 סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C05035#addresses#1
12-סטריט און 2 עוועניו,hebrew,org,1,venues,,,,True,O-ORG-C00096_Q01#venues#1
120טע סטריט און דריטע עוועניו,hebrew,org,1,addresses,,,,True,O-ORG-C01199#addresses#1
12טער גאָס,hebrew,org,1,addresses,,,,True,O-ORG-C02118#addresses#1
1333 עלדריטש סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C05034#addresses#1
14 סטריט-טעאַטער,hebrew,org,1,venues,,,,True,O-ORG-C01865#venues#1
14טע סטריט-טעאַטער,hebrew,org,1,venues,,,,True,O-ORG-C06693#venues#1
165 איסט בראָדוויי,hebrew,org,1,addresses,,,,True,O-ORG-C06048#addresses#1
180 סטריט און באָסטאָן ראָוד,hebrew,org,1,addresses,,,,True,O-ORG-C04469#addresses#1
180-טע סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C07110#addresses#1
185-3 קאנאל סט.,hebrew,org,1,addresses,,,,True,O-ORG-C01098#addresses#1
20-טער יאָרהונדערט-טעאַטער,hebrew,org,1,venues,,,,True,O-ORG-C05031#venues#1
22 איסט 15סטע גאַס,hebrew,org,1,addresses,,,,True,O-ORG-C02135#addresses#1
2210,other,org,1,addresses,,,,True,O-ORG-C00633_Q01#addresses#1
238 איסט בראָדוויי,hebrew,org,1,venues,,,,True,O-ORG-C04227_Q01#venues#1
270 וועסט 89-טע סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C01579#addresses#1
27טע סטריט,hebrew,org,1,addresses,,,,True,O-ORG-C05398#addresses#1
27טער סטריט און לעקסינגטאָן עוועניו,hebrew,org,1,addresses,,,,True,O-ORG-C00195_Q01#addresses#1
2טן (יידישן) שטאָט-טעאַטער,hebrew,org,1,venues,,,,True,O-ORG-C05447#venues#1
2טער רעגידונגס-שול,hebrew,org,1,venues,,,,True,O-ORG-C05486#venues#1
