current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name
Sudylkiv (U),Sudilkov (R),,,eastern Ukraine,50° 10',27° 8',75,SE,Rivne,/SIDILKE/? /ZDILKEV/?,"יעקבֿ אָשפּיז, מאָריס שוואַרץ (איין שטאָט?)",סידילקע? סדילקעוו?
Sukhodil (U),Sukhodol (R),Suchodół (P),,east Galicia,49° 37',24° 10',15,SSE,L'viv,/SUKhODO'?L/,־־,סוכאָדאָל
Sukhostav (U),Sukhostav (R),Suchostaw (P),,east Galicia,49° 8',25° 52',40,SSE,Ternopil',/SE'KhESTEV/,־־,סעכעסטעוו
Sukhyy Yar (U),Sukhoy Yar (R),,,eastern Ukraine,49° 29',37° 18',85,SE,Kharkiv?,/SUKhOy-YAR/ (stress?),־־,סוכוי־יאַר
Surazh (U),Surazh (R),Suraż (P),,Volhynia,50° 9',26° 11',45,SSW,Rivne,/SURAZh/?,"אַבֿרהם־לייב הענדין, מאַרק כינאָי, אַבֿיגדור מאַלקאָוו",סוראַזש?
Sutkivtsi (U),Sutkovtsy (R),,,eastern Ukraine,49° 11',26° 56',20,SSW,Khmel'nyts'kyy,/SI'TKEVITs/,־־,סיטקעוויץ
Sutysky (U),Sutiski (R),,,eastern Ukraine,49° 3',28° 26',15,S,Vinnytsya,/SETI'SK/,־־,סעטיסק
Svalyava (U),Svalyava (R),Svalava (Cz),Szolyva (H),Transcarpathia,48° 33',22° 58',15,ENE,Mukacheve,/SVA'LyEVE/,---,סוואַליעווע
Svirzh (U),Svirzh (R),Świrz (P),,east Galicia,49° 39',24° 26',30,SE,L'viv,/SVIRSh/,־־,סווירש
Synevyr (U),Sinevir (R),?,Alsószinevér (H),Transcarpathia,48° 29',23° 38',65,E,Mukacheve,/SENOVE'R/,---,סענאָווער
"Synevyrs'ka Polyana?, Verkhnyiy Synevyr (U)",Sinevir-Polyana? (R),?,Felsőszinevér (H),Transcarpathia,48° 35',23° 41',70,ENE,Mukacheve,/SENOVI'R/,---,סענאָוויר
Sytnyaky (U),Sitnyaki (R),,,eastern Ukraine,50° 25',29° 42',40,W,Kyiv,?,־־,סיטניאַקי?
"Syurte, Strumkivka? (U)",Strumkovka (R),Surty? (Cz),Szürte (H),Transcarpathia,48° 30',22° 14',10,SSW,Uzhhorod,/STRI'?MTERE/,שמעיה אַבֿני,סטרימטערע
Tahancha (U),Tagancha (R),,,eastern Ukraine,49° 35',31° 17',60,WNW,Cherkasy,/TAHANTShE/,־־,טאַהאַטשע
Tal'ky (U),Tal'ki (R),,,eastern Ukraine,50° 28',27° 47',60,WNW,Zhytomyr,/TALyKE/,־־,טאַלקע
Tal'ne (U),Tal'noye (R),,,eastern Ukraine,48° 53',30° 42',105,SW,Cherkasy,/TOLNE/,"בנימין דובאָווסקי, פּנחס טאָמאַשעווסקי, פּנחס פּושקאָף, מאַשע פֿעלדמאַן",טאָלנע
Talova Balka (U),Talova(ya) Balka? (R),,,eastern Ukraine,48° 55',33° 12',75,NE,Kirovohrad,/TALOVEBALKE/,־־,טאַלאָוועבאַלקע
Tarashcha (U),Tarashcha (R),,,eastern Ukraine,49° 34',30° 30',80,S,Kyiv,/TARAShTShE/,חיים מאַליץ,טאַראַשטשע
Tarnoruda (U),Tarnorudka (R),Tarnoruda (P),,east Galicia/eastern Ukraine,49° 25',26° 14',50,W,Khmel'nyts'kyy,/TARNERIDE/,פֿעני עדעלמאַן,טאַרנערודע
Tartakiv (U),Tartakov (R),Tartaków (P),,east Galicia,50° 28',24° 24',65,NNE,L'viv,/TA'RTEKIV/,אַבֿרהם בעקער,טאַרטעקיוו
Tarutyne (U),Tarutino (R),?,,south Bessarabia,46° 12',29° 9',115,WSW,Odesa,/ANTShIKRA'?K/,יוסף לערנער (לרון),אַנטשיקראַק
Tatarbunary (U),Tatarbunary (R),Tatarbunar (Rm),,south Bessarabia,45° 51',29° 37',100,SW,Odesa,/TARBUNA'R/,יוסף לאַנדע,טאַרבונאַר
Tatariv (U),?,Tatarów (P),,east Galicia,48° 21',24° 34',60,SSW,Ivano-Frankivs'k,/TATAREV/,־־,טאַטאַרעוו
Teklivka (U),?,,,eastern Ukraine,48° 41',28° 4',35,NE,Mohyliv?,/TEKLIFKE/,־־,טעקליווקע
Tekucha (U),Tekucha (R),,,eastern Ukraine,48° 34',30° 19',85,NNE,Balta,/TEKI'TSh/,־־,טעקיטש
Telepyne (U),Telepin (R),,,eastern Ukraine,48° 59',31° 54',45,SSW,Cherkasy,?,משה סמילאַנסקי,?
Teleshivka (U),Teleshovka (R),,,eastern Ukraine,49° 45',30° 37',60,S,Kyiv,/TELEShIFKE/,־־,טעלעשיווקע
Teofipol' (U),Teofipol' (R),,,eastern Ukraine,49° 50',26° 25',60,ENE,Ternopil',/TShAN/,זיסל קאָרנבליט,טשאַן
Teplyk (U),Teplik (R),,,eastern Ukraine,48° 40',29° 44',75,NNE,Balta,/TEPLIK/,וועלוול טשערנאָוועצקי,טעפּליק
Terebleche (U),"Tereblecha, Terebleshti? (R)","Tereblecea, Terebleşti? (Rm)",,Hertsa,48° 2',26° 4',25,SSE,Chernivtsi,/TEREBLE'ShT/,־־,טערעבלעשט
Tereblya (U),Tereblya (R),?,Talaborfalu (H),Transcarpathia,48° 7',23° 36',70,SE,Mukacheve,/TEREBL(y)E/,---,טערעבל(י)ע
Terebovlya (U),Terebovlya (R),Trembowla (P),,east Galicia,49° 18',25° 43',25,S,Ternopil',/TRE'BEVLE/,הערי שעכטער,טרעבעוולע
Tereshpil' (U),Tereshpol' (R),,,eastern Ukraine,49° 41',27° 48',50,NE,Khmel'nyts'kyy,/TREShPILy/,־־,טרעשפּיל
Teresva (U),"Teresva, Tereshva? (R)",?,Taracköz (H),Transcarpathia,48° 0',23° 42',80,SE,Mukacheve,/T(E)RESEV/,---,ט(ע)רעסעוו
Terlo Rustykal'ne? (U),Terlo (R),Terło Rustykalne (P),,east Galicia,49° 28',22° 46',90,SW,L'viv,/TERLE/,־־,טערלע
Terlytsya (U),Terlitsa (R),,,eastern Ukraine,48° 56',29° 42',90,ESE,Vinnytsya,/TE'?RLITsE/,־־,טערליצע
Termakhivka (U),Termakhovka (R),,,eastern Ukraine,51° 1',29° 42',75,NW,Kyiv,?,משה בערעגאָווסקי,?
Ternivka (U),Ternovka (R),,,eastern Ukraine,48° 32',29° 58',65,NNE,Balta,/TE'RNEFKE/,"דוד דייוויס, אַהרן קאַרלין",טערנעווקע
Ternopil' (U),Tarnopol'? Ternopol'? (R),Tarnopol (P),Tarnopol? (G),east Galicia,49° 33',25° 35',,,,"/TA'RNEP(O)L/, /TE'RNEPOL/","דוד גינסבערג, נתן גראָס, וואָלף דעמאָנט, גדליה העכט, יוסף זילבערמאַן, יהודה־לייב טעלער, אליעזר פּאַוויר??, וואָלף פּאַסמאַניק, יוסף פּערל, הערש רײַטמאַן","טאַרנעפּ(אָ)ל, טאַרנאָפּאָל, טערנעפּאָל"
Tetiyiv (U),Tetiyev (R),,,eastern Ukraine,49° 23',29° 40',80,ENE,Vinnytsya,/TETIYEV/,הערשל אַרנאָלד,טעטיִעוו
Tlumach (U),Tlumach (R),Tłumacz (P),,east Galicia,48° 52',25° 0',15,ESE,Ivano-Frankivs'k,/TOLMITSh/,"מרדכי עפּשטיין, אפֿרים שרײַער","טלומאַטש?, טאָלמיטש"
Tokmak (U),Tokmak (R),,,eastern Ukraine,47° 14',35° 44',65,SSE,Zaporizhzhya,/TOKMAK/,־־,טאָקמאַק
Tomashivka (U),Tomashovka (R),,,eastern Ukraine,49° 9',26° 51',25,SSW,Khmel'nyts'kyy,/TAMAShIFKE/,־־,טאַמאַשיווקע
Tomashpil' (U),Tomashpol' (R),,,eastern Ukraine,48° 32',28° 31',45,ENE,Mohyliv,"/TOMAShPILy, TOMAShPOLyE/",־־,"טאָמאַשפּיל, טאָמאַשפּאָליע"
Toporiv (U),Toporov (R),Toporów (P),,east Galicia,50° 7',24° 43',50,NE,L'viv,/TOPREV/,־־,טאָפּרעוו
Toporyvtsi (U),Toporovtsy (R),Toporăuţi? (Rm),Toporoutz (G),north Bukovina,48° 23',26° 7',10,NE,Chernivtsi,/TO'PREVITs/,־־,"טאָפּרעוויץ, טאָפּראָוויץ?"
Torchyn (U),Torchin (R),Torczyn (P),,Volhynia,50° 46',25° 00',15,WNW,Luts'k,/TORTShIN/ (stress?),אפֿרים שפּראַ,טאָרטשין
Torhovytsya (U),Torgovitsa (R),,,eastern Ukraine,48° 39',30° 47',100,W,Kirovohrad,/TAROVITsE/,־־,טאַראָוויצע
Torhovytsya (U),Torgovitsa (R),Targowica (P),,Volhynia,50° 33',25° 24',15,S,Luts'k,/TRUVITs/,שלום ראָזענפֿעלד,"טרוּוויץ, טראָוויץ?"
Torun' (U),Torun (R),Torun? (Cz),Toronya (H),Transcarpathia,48° 40',23° 34',60,ENE,Mukacheve,/TORN/,---,טאָרן
Tovste (U),Tolstoye (R),Tłuste (P),,east Galicia,48° 50',25° 44',55,NNW,Chernivtsi,/TOUST/,"בערנהאַרד וואַכשטיין, שמשון מעלצער, חיים־ מרדכי פֿידערער, שמואל פֿידערער",טויסט
Trepivka (U),Trepovka (R),,,eastern Ukraine,48° 42',32° 21',15,NNE,Kirovohrad,/TRE'PEFKE/,־־,טרעפּעווקע
Trokovychi (U),Trokovichi (R),,,eastern Ukraine,50° 23',28° 43',10,N,Zhytomyr,/TRIKOVITSh/,־־,טריקאָוויטש
Troshcha (U),Troshcha (R),,,eastern Ukraine,49° 55',28° 5',50,SW,Zhytomyr,/TROShTShE/,־־,טראָשטשע
Trostyanets' (U),Trostyanets (R),Trościaniec (P),,east Galicia,°,°,,,L'viv? Ternopil'?,/TRO'STINITs/,יהודית קאָלמאַן,טראָסטיניץ
Trostyanets' (U),Trostyanets (R),,,eastern Ukraine,48° 31',29° 11',65,NNW,Balta,/TRO'STINITs/?,"מענדל אָשעראָוויטש, מרדכי מײַדאַניק",טראָסטיניץ
Trostyanka (U),Trostyanka? (R),Trościanka (P),,Volhynia,50° 52',24° 11',70,WNW,Luts'k,/TROShTShANKE/,־־,טראָשטשאַנקע
Troyaniv (U),Troyanov (R),,,eastern Ukraine,50° 7',28° 33',15,SSW,Zhytomyr,/TREyONEV/? /TRANEV/?,"אַהרן־דוד גאָרדאָן, משה נאָבעלמאַן, (איין שטאָט?)",טרעיאָנעוו? טראַנעוו?
Truskavets' (U),Truskavets (R),Truskawiec (P),,east Galicia,49° 17',23° 30',70,SW,L'viv,/TRI'SKEVITs/,־־,טריסקעוויץ
Trybusivka (U),Trebusovka (R),,,eastern Ukraine,48° 11',28° 39',60,SE,Mohyliv,/TRIBESIFKE/,־־,טריבעסיווקע
Tryduby (U),Triduby (R),,,eastern Ukraine,48° 4',30° 25',55,ENE,Balta,/T(E)RDUBES/,־־,ט(ע)רדובעס
Trypillya (U),Tripol'ye (R),,,eastern Ukraine,50° 7',30° 46',30,SSE,Kyiv,/TRIPOLyE/,־־,טריפּאָליע
Trysten' (U),Trysten' (R),Trysteń (P),,Volhynia,50° 56',24° 56',30,NW,Luts'k,/TRISTEN/,־־,טריסטען
Tsebrykove (U),Tsebrikovo (R),,,eastern Ukraine,47° 9',30° 6',85,NNW,Odesa,/TsE'BRIKES/,־־,צעבריקעס
Tsekynivka (U),Tsekinovka (R),,,eastern Ukraine,48° 10',28° 20',45,SE,Mohyliv,/TsEKI'N(y)EFKE/,־־,צעקינ(י)עווקע
Tsvitkove (U),Tsvetkovo? (R),,,eastern Ukraine,°,°,,,,/TsVITKOVE/,־־,צוויטקאָווע
Tsybuliv (U),Tsybulev (R),,,eastern Ukraine,49° 4',29° 51',90,ESE,Vinnytsya,/TsI'BILyU/?,־־,ציביליו?
Tuchyn (U),Tuchin (R),Tuczyn (P),,Volhynia,50° 42',26° 34',20,ENE,Rivne,/TITShEN/?,־־,טיטשען
Tul'chyn (U),Tul'chin (R),,,eastern Ukraine,48° 41',28° 52',65,SSE,Vinnytsya,/TOLTShI'N/,"יחיאל ברי""ל, בנימין מ. סעיקין",טאָלשטין
Turchynka (U),Turchinka (R),,,eastern Ukraine,50° 44',28° 41',50,N,Zhytomyr,/TU'RTShINKE/,--,טורטשינקע
Turiys'k (U),Turi(y)sk (R),Turzysk (P),,Volhynia,51° 6',24° 32',60,NW,Luts'k,/TRISK/,"אַבֿרהם ל. אַוונטאַל, ברוך אָליצקי, לייב אָליצקי, מאַטעס אָליצקי, ליבער ברענער, יעקבֿ־יוסף וואָהל, זישע ווײַנפּער, דוד ספֿאַרד, שלמה קײַזער",טריסק
Turka (U),Turka (R),Turka (P),,east Galicia,49° 9',23° 2',75,NE,Uzhhorod,/TORKE/,מנחם־נחום לאַנגערמאַן,טאָרקע
Turyl'che (U),Turil'che (R),Turylcze (P),,east Galicia,48° 46',26° 12',45,NNE,Chernivtsi,/TRILTShE/,־־,טרילטשע
Tyachiv (U),Tyachev (R),Ťačovo? (Cz),Técső (H),Transcarpathia,48° 1',23° 35',75,SE,Mukacheve,/TEyTSh/,---,טעטש
Tymanivka (U),Timanovka (R),,,eastern Ukraine,48° 34',28° 50',70,ENE,Mohyliv,/TIMANOFKE/?,־־,טימאַנאָווקע
Tymkove (U),Timkovo (R),,,eastern Ukraine,47° 52',29° 17',20,WSW,Balta,/TIMKEV/?,־־,טימקעוו
Tyshkivka (U),Tishkovka (R),,,eastern Ukraine,48° 30',30° 56',85,W,Kirovohrad,/TIShKOFKE/?,־־,טישקאָווקע?
Tysmenytsya (U),Tysmenitsa (R),Tyśmienica (P),,east Galicia,48° 54',24° 51',5,E,Ivano-Frankivs'k,/TI'S(h?)MENITs/,"שלמה בלאָנד, יצחק־אַהרן בערנפֿעלד, אַבֿרהם געללער, וווּלף? דער למד־וואָווניק?","טיסמעניץ, טישמעניץ?"
Tyutyunnyky (U),Tyutyuniki (R),,,eastern Ukraine,50° 2',28° 14',40,SW,Zhytomyr,/TITINIV/?,־־,טיטיניוו
Tyvriv (U),?,,,eastern Ukraine,49° 1',28° 31',15,S,Vinnytsya,/TI'V(E)REV/,משה אײַזמאַן,טיוו(ע)רעוו
Uhlya (U),Uglya (R),?,Uglya (H),Transcarpathia,48° 9',23° 37',70,SE,Mukacheve,/IGL(E)/,---,איגלע
Uhniv (U),Ugnev (R),Uhnów (P),,east Galicia,50° 22',23° 45',55,NNW,L'viv,/HIVNEV/,"יצחק־אַריה בערגער, יעקבֿ פּריזאַמענט, שלמה פּריזאַמענט",היוונעוו
Ulaniv (U),Ulanov (R),,,eastern Ukraine,49° 42',28° 8',50,NNW,Vinnytsya,/I'LENEV/? /ALONEV/?,־־,אילענעוו? אַלאָנעוו?
Ulashkivtsi (U),Ulashkovtsy (R),Ułaszkowce (P),,east Galicia,48° 54',25° 49',60,N,Chernivtsi,/LA'ShKEVITs/,־־,לאַשקעוויץ
Uman' (U),Uman' (R),,,eastern Ukraine,48° 45',30° 13',90,NNE,Balta,/I'MENy/,"חיים־חײַקל הורוויץ, אַהרן ווײַסמאַן, שלמה טענעראָווסקי, יהושע יאַנישעווסקי, ישעיה יערוסאַלימסקי, אַהרן ב""ר אַבֿרהם־חיים מלמד, יוסף ספּיוואַק, מרדכי ספּעקטאָר, חיים פּאָלאָנסקי, עזרא פֿינינבערג",אומען
Ushomyr (U),Ushomir (R),,,eastern Ukraine,50° 51',28° 28',65,NNW,Zhytomyr,/IShOMER/,־־,אישאָמער
Usolusy (U),Usolusy (R),,,eastern Ukraine,50° 40',28° 13',45,NW,Zhytomyr,/USOLOSE/?,־־,אוסאָלאָסע?
Ust'-Chorna (U),Ust'-Chyornaya? Ust'chorna? (R),?,Királymező (H),Transcarpathia,48° 19',23° 56',85,SE,Mukacheve,"/KI'NIKSFELD/, /I'ShTShERNE/",---,"קיניגספֿעלד, אישטשערנע"
Ustechko (U),Ustechko (R),Uścieczko (P),,east Galicia,48° 46',25° 36',60,NNW,Chernivtsi,/I'STETShKE/,שלמה ביקל,איסטעטשקע
Ustya-Zelene (U),?,Uście Zielone (P),,east Galicia,49° 2',24° 58',15,NE,Ivano-Frankivs'k,/IShTShE/,--,אישטשע
Ustyluh (U),Ustilug (R),Uściług (P),,Volhynia,50° 52',24° 9',75,WNW,Luts'k,"/(N)ESTILE/, /NE'STELES/",־־,"(נ)עסטילע, נעסטעלעס"
Uzhhorod (U),Uzhgorod (R),Užhorod (Cz),Ungvár (H),Transcarpathia,48° 37',22° 18',,,,/INGVER/,"מ. בן־שלום, אַבֿרהם בראָדי, י.־ל. ברוקשטיין, שלמה גאַנצפֿריד, אַלטער יאָנאַס, ב. סערעני","אונגווער, אונגוואַר"
V'yazivka,Vyazovka (R),,,eastern Ukraine,51° 9',28° 52',95,NNE,Zhytomyr,/VYAZOFKE/,־־,וויאַזאָווקע
Vakhnivka (U),Vakhnovka (R),,,eastern Ukraine,49° 19',28° 51',20,ENE,Vinnytsya,/VA'KhNEFKE/,מרדכי מילער,וואַכנעווקע
Vapnyarka (U),Vapnyarka (R),,,eastern Ukraine,48° 32',28° 46',60,E,Mohyliv,/VAPNERKE/?,־־,וואַפּנערקע?
Varovychi (U),Varovichi (R),,,eastern Ukraine,51° 17',29° 33',105,NW,Kyiv,/VA'?REVITSh/,־־,וואַרעוויטש?
Varvarivka (U),Varvarovka (R),,,eastern Ukraine,46° 59',31° 57',,,part of Mykolayiv?,/VARVAROFKE/?,־־,וואַרוואַראָווקע
Vary (U),Vary (R),?,Vári (H),Transcarpathia,48° 8',22° 43',30,S,Mukacheve,/VAR/,---,וואַר
Vashkivtsi (U),Vashkovtsy (R),Văşcăuţi (Rm),Waschkoutz (G),north Bukovina,48° 23',25° 31',25,WNW,Chernivtsi,/VA'SKEVITs/,־־,וואַסקעוויץ
Vashkivtsi? (U),Vashkovtsy? (R),,,eastern Ukraine,,,,,,/VA'ShKEVITSh/?,עלי? שעכטמאַן,וואַשקעוויטש?
Vashkivtsi? (U),Vashkovtsy? (R),Văşcăuţi (Rm),,north Bukovina,,,30,WNW,Chernivtsi,/VA'ShKEVITs/,־־,וואַשעקוויץ
Vasyl'kiv (U),Vasil'kov (R),,,eastern Ukraine,48° 59',31° 19',70,SW,Cherkasy?,/VASLKEV/,"חיים באַסיין, בר־טובֿיה, אַהרן האַלב־מילליאָן, יצחק פּאָלישוק",וואַסלקעוו
Vasyl'kivtsi (U),Vasil'kovtsy (R),Wasylkowce (P),,east Galicia,49° 5',26° 4',55,SSE,Ternopil',/VASILKOVITs/,יוסף ערענקראַנץ,וואַסילקאָוויץ
Vasyliv (U),Vasil'yev (R),?,,north Bukovina,48° 36',25° 50',30,N,Chernivtsi,/VA'SILEV/,־־,וואַסילעוו
Vasylivka (U),Vasil'yevka (R),?,,north Bessarabia,48° 32',27° 29',25,WNW,Mohyliv,/VASELI'V/,־־,וואַסעליוו
Vchorayshe (U),Vcherayshe? (R),,,eastern Ukraine,49° 52',29° 9',50,SSE,Zhytomyr,/TShERAShNyE/,־־,טשעראַשניע
Velyatyn (U),Velyatin (R),?,Veléte (H),Transcarpathia,48° 6',23° 19',55,SE,Mukacheve,/VELATI'N/?,---,וועלאַטין?
Velyka Bahachka? (U),Velikaya Bagachka (R),,,eastern Ukraine,49° 47',33° 43',50,WNW,Poltava,/BAHATShKE/,־־,באַהאַטשקע
Velyka Kopanya (U),Velikaya Kopanya (R),Velká Kopaňa? (Cz),Felsőveresmart (H),Transcarpathia,48° 11',23° 7',40,SE,Mukacheve,/(GROyS-)KOPANyE/,---,(גרויס־)קאָפּאַניע
Velyka Mechetnya (U),Velikaya Mechetna (R),,,eastern Ukraine,48° 5',30° 35',75,ENE,Balta,/GROyS-METShETNE/,־־,גרויס־מעטשעטנע
Velyka Mykhaylivka (U),Velikaya Mikhaylovka (R),,Grosulovo (R),eastern Ukraine,47° 5',29° 51',90,NW,Odesa,/GRO'SELES/,--,גראָסעלעס
Velyka Palad' (U),?,Velká Palaď? (Cz),Nagypalád (H),Transcarpathia,48° 0',22° 53',50,SSE,Mukacheve,/POLAD/,---,פּאָלאַד
Velyki Kom'yaty (U),Velikiye Komyaty (R),Velké Komňaty? (Cz),Magyarkomját (H),Transcarpathia,48° 14',22° 58',30,SE,Mukacheve,/KIMYAT/,---,קימיאַט
Velyki Korovyntsi (U),?,,,eastern Ukraine,49° 59',28° 17',35,SW,Zhytomyr,/KORO'VINITs/,־־,קאָראָוויניץ
Velyki Luchky (U),Velikiye Luchki (R),Velké Loučky? (Cz),Nagylucska (H),Transcarpathia,48° 25',22° 34',10,W,Mukacheve,/LITShEK/,---,ליטשעק
Velyki Mezhyrichi (U),?,Międzyrzecz (P),,Volhynia,50° 39',26° 52',35,E,Rivne,/MEZRI'TSh(-GUDL)/,--,מעזריטש(־גדול)
Velyki Mosty (U),Velikiye Mosty (R),Mosty Wielkie (P),,east Galicia,50° 14',24° 9',40,NNE,L'viv,"/MOST/, /GROyS-MOSTE/?","משה האַהן־ביטינער, משה־יוחנן שטאַרקמאַן","מאָסט, גרויס־מאָסטע?"
Velykyy Bereznyy (U),Velikiy Beryoznyy (R),?,Nagyberezna (H),Transcarpathia,48° 54',22° 28',30,NE,Uzhhorod,/BREZNE/,--,ברעזנע
Velykyy Bychkiv (U),Velikiy Bychkov/Bochkov? (R),Velký Bočkov? (Cz),Nagybocskó (H),Transcarpathia,47° 58',24° 1',105,SE,Mukacheve,/BITShKEV/,־־,ביטשקעוו
Velykyy Rakovets' (U),Velikiy Rakovets (R),Velký Rakovec? (Cz),Nagyrákócz? (H),Transcarpathia,48° 16',23° 9',30,SE,Mukacheve,/REKISVE/,---,רעקיסווע?
Velykyy Zhvanchyk (U),Velikiy Zhvanchik (R),,,eastern Ukraine,48° 46',26° 59',55,S,Khmel'nyts'kyy,/ZVONTShI'K/,־־,זוואָנטשיק
Vendychany (U),Vendichany (R),,,eastern Ukraine,48° 38',27° 48',15,N,Mohyliv,/VENDITShO'N/,־־,ווענדיטשאַן
Verbivka? (U),Verbovka? (R),,,eastern Ukraine,,,,,,/ORBIFKE/,־־,אָרביווקע
Verbivtsi (U),Verbovtsy (R),Wierzbowce (P),,east Galicia,48° 37',25° 23',55,ESE,Ivano-Frankivs'k,/VERBOVITs/,----,ווערבאָוויץ
Verbka (U),Verbka (R),,,eastern Ukraine,48° 18',28° 34',55,SE,Mohyliv,/VERPKE/,־־,ווערבקע
Verbovets' (U),?,?,,east Galicia,48° 20',25° 8',50,W,Chernivtsi?,/VE'?RBOVITs/,אַלעקסאַנדער גראַנאַך,ווערבאָ?וויץ
Verbovets' (U),?,?,Verbőc (H),Transcarpathia,48° 10',22° 55',30,SE,Mukacheve,/VERBOVITs/,---,ווערבאָוויץ
Verbovets'? (U),Verbovets (R),,,eastern Ukraine,48° 44',27° 26',40,N,Mohyliv?,/VERBOVITs/,־־,ווערבאָוויץ
Verenchanka (U),Verenchanka (R),?,,north Bukovina,48° 33',25° 44',30,NNW,Chernivtsi,/VERENTShENKE/,־־,ווערענטשענקע
Verkhivka (U),Verkhovka (R),,,eastern Ukraine,48° 55',27° 40',60,SW,Vinnytsya,/VA'RKhIVKE/,חיים־מרדכי בן־עמע?,וואַרכיווקע
Verkhni Stanivtsi (U),?,Staneşti (-de-Sus) (Rm),,north Bukovina,48° 18',25° 35',25,W,Chernivtsi,/(EyBER-)STA'NEVITs/,־־,(אייבער)־סטאַנעוויץ
Verkhnya Vyznytsya (U),Verkhnyaya Viznitsa (R),?,Felsőviznice (H),Transcarpathia,48° 33',22° 45',10,NNE,Mukacheve,/A'yBERVIShNITsE/,---,אייבערווישניצע
Verkhnyachka (U),Verkhnyachka (R),,,eastern Ukraine,48° 50',30° 2',100,NNE,Balta,/VERKhNyATShKE/ (stress?),־־,ווערכניאַטשקע
Verkhnye Vodyane (U),Verkhneye Vodyanoye (R),Vyšní Apša (Cz),Felsőapsa (H),Transcarpathia,48° 0',23° 58',95,SE,Mukacheve,/A'YBERAPShE/,־־,אייבעראַפּשע
Verkhnyi Remety (U),? (R),,Felsőremete (H),Transcarpathia,48° 16',22° 50',20,SSE,Mukacheve,/A'yBERREMET/,---,אייבעררעמעט
Verkhnyodniprovs'k (U),Verkhnedneprovsk (R),,,eastern Ukraine,48° 39',34° 20',40,WNW,Dnipropetrovs'k,/VERKhENyEPRO'FSK/,־־,ווערכעניעפּראָווסק
Vil'khivtsi (U),Ol'khovtsy? (R),,,eastern Ukraine,49° 5',26° 15',60,WSW,Khmel'nyts'kyy?,/VI'LKhEVITs/?,־־,ווילכעוויץ?
Vil'khivtsi (U),?,?,Vulhovica? (H),Transcarpathia,48° 6',23° 44',80,SE,Mukacheve,/VELKhOVITs/,---,וועלכאָוויץ
Vil'shana (U),Ol'shana? (R),,,eastern Ukraine,49° 13',31° 13',60,WSW,Cherkasy?,/VILShANE/?,־־,ווילשאַנע?
Vil'shanka (U),Ol'shanka? (R),,,eastern Ukraine,48° 15',28° 38',60,SE,Mohyliv,/VI'LShENKE/,־־,ווילשענקע
Vinnykivtsi? (U),Vinnikovtsy (R),,,eastern Ukraine,49° 14',27° 53',30,W,Vinnytsya,/VI'NKEVITs(h?)/,שמואל קאָוועצקי,ווינקעוויטש?
Vinnytsya (U),Vinnitsa (R),,,eastern Ukraine,49° 14',28° 29',,,,/VI'NITsE/,"יצחק (איגנאַץ) בערנשטיין, דוד דענק, הערש ייבין??, מחנם־נחום ליטינסקי, יצחק־יואל לינעצקי, הײַ??מאַן מאַנדעלשטאַם, אליעזר מיללער, שמריהו ניעמיראָווסקי",וויניצע
Viytivtsi (U),Voytovtsy (R),,,eastern Ukraine,49° 31',26° 27',35,WNW,Khmel'nyts'kyy,/VITEVE'Ts/,־־,וויטעוועץ
Volochys'k (U),Volochisk (R),,,eastern Ukraine,49° 32',26° 10',35,E,Ternopil',/VOLOTShI'SK/,דוד וורדי (וואַרדי),וואָלאָטשיסק
Volodarka (U),Volodarka (R),,,eastern Ukraine,49° 31',29° 55',95,SW,Kyiv,/VOLODARKE/,־־,וואָלאָדאַרקע
"Volodars'k-Volyns'kyy (Kutuzivka, Horoshkiv) (U)",Volodarsk-Volynskiy (formerly Goroshki and Kutuzovo?) (R),,,eastern Ukraine,50° 36',28° 27',35,NNW,Zhytomyr,/AROShKE/,־־,אַראָשקע
Volodymyr Volyns'kyy (U),Vladimir Volynskiy (R),Włodzimierz Wołyński (P),Vladimir Volynskiy (R),Volhynia,50° 51',24° 20',65,WNW,Luts'k,"/LUDMER, LUDMA/","בצלאל יוכט, אפֿרים־פֿישל מאַמעט, יוסף סיקאָלער (סיקולער), מרדכי פּערלמוטער, קהת קליגער, שלום־יוסף קרישטאַלקע",לודמיר
