current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Brovary (U),Brovary (R),,,eastern Ukraine,50° 30',30° 46',10,NE,Kyiv,/BROVA'R/,־־,בראָוואַר,Ukraine,50.5000,30.7667,Ukraine,50.5000,30.7667
Brusyliv (U),Brusilov (R),,,eastern Ukraine,50° 17',29° 32',55,E,Zhytomyr,/BRESILEV/,"דוד איגנאַטאָוו, פּסח יודיטש, חיים ליובאָמירסקי (לובין), ישׂראל־חיים פּאָמעראַנץ, יוסף פּאַקראַסאָ","ברוסילעוו, ברעסילעוו",Ukraine,50.2833,29.5333,Ukraine,50.2833,29.5333
Buchach (U),Buchach (R),Buczacz (P),?,east Galicia,49° 4',25° 24',45,ENE,Ivano-Frankivs'k,/BITShU'TSh/,"שמואל־יוסף עגנון, ראובֿן פֿעלדשוה, משה פֿערנהאָף??, עמנואל רינגעלבלום, נאָך??","ביטשוטש, בעטשאָטש?",Ukraine,49.0667,25.4000,Ukraine,49.0667,25.4000
Budenets'? (U),Budenets (R),Budeneţ? (Rm),,north Bukovina,48° 5',25° 39',25,SW,Chernivtsi,/BU'DENITs/,־־,בודעניץ,Ukraine,48.0833,25.6500,Ukraine,48.0833,25.6500
Bukachivtsi? (U),Bukachevtsy (R),Bukaczowce? (P),,east Galicia,49° 15',24° 30',35,NNW,Ivano-Frankivs'k,/BA'?LKEVITs/? /BUKI'TsEVITs/?,מאיר (מאַקס) ווײַסבערג,באַלקע?וויץ? בוקיטשעוויץ?,Ukraine,49.2500,24.5000,Ukraine,49.2500,24.5000
Buky (U),Buki (R),,,eastern Ukraine,49° 5',30° 25',115,WSW,Cherkasy,/BUKI'/,"אַהרן־בן־דוד הדיין, משה כאַשטשעוואַצקי",בוקי,Ukraine,49.0833,30.4167,Ukraine,49.0833,30.4167
Burdyakivtsi (U),Burdyakovtsy (R),Burdiakowce (P),,east Galicia,48° 54',26° 10',60,NNE,Chernivtsi,/BERDIKOVITs/,־־,בערדיקאָוויץ,Ukraine,48.9000,26.1667,Ukraine,48.9000,26.1667
Burkivtsi (U),Burkovtsy (R),,,eastern Ukraine,49° 53',28° 3',55,SW,Zhytomyr,/BE'RKOVITs/,־־,בערקאָוויץ,Ukraine,49.8833,28.0500,Ukraine,49.8833,28.0500
Burshtyn (U),Burshtyn (R),Bursztyn (Demianów?) (P),,east Galicia,49° 16',24° 38',35,N,Ivano-Frankivs'k,/BURShTI:'N/,נתן מעלצער,בורשטין,Ukraine,49.2667,24.6333,Ukraine,49.2667,24.6333
Bus'k (U),Busk (R),Busk (P),,east Galicia,49° 58',24° 38',35,ENE,L'viv,/BISK/,--,ביסק,Ukraine,49.9667,24.6333,Ukraine,49.9667,24.6333
Bushtyno (U),Bushtyna (R),Bustín? (Cz),Bustyaháza (H),Transcarpathia,48° 3',23° 28',70,SE,Mukacheve,/BI'ShTENE/,---,בישטענע,Ukraine,48.0500,23.4667,Ukraine,48.0500,23.4667
Buzhanka (U),Buzhanka (R),,,eastern Ukraine,49° 15',30° 44',90,WSW,Cherkasy,/BU'ZhINKE/,־־,בוזשינקע,Ukraine,49.2500,30.7333,Ukraine,49.2500,30.7333
Byshiv (U),Byshev (R),,,eastern Ukraine,50° 16',29° 53',35,WSW,Kyiv,/BIShEV/,־־,בישעוו,Ukraine,50.2667,29.8833,Ukraine,50.2667,29.8833
Bystrytsya (U),Bistritsa? (R),Volhovice? (Cz),Repede (H),Transcarpathia,48° 28',22° 50',5,ENE,Mukacheve,/VELKhOVITs/,--,וועלכאָוויץ,Ukraine,48.4667,22.8333,Ukraine,48.4667,22.8333
Chechel'nyk (U),Chechel'nik (R),,,eastern Ukraine,48° 13',29° 22',35,NW,Balta,/TShETShELNIK/,מאיר פּערקיס,טשעטשעלניק,Ukraine,48.2167,29.3667,Ukraine,48.2167,29.3667
Chemerivtsi (U),Chemerovtsy (R),,,eastern Ukraine,49° 0',26° 22',60,SW,Khmel'nyts'kyy,/TShIMEROVITs/,"עזריאל יאַנאָווער, יוסף שוסטער",טשימעראָוויץ,Ukraine,49.0000,26.3667,Ukraine,49.0000,26.3667
Chemerpil' (U),"Chemirpol', Chemerpol' (R)",,,eastern Ukraine,48° 9',30° 8',40,NE,Balta,/TShEMIRPOLy/ (stress?),־־,טשעמירפּאָל,Ukraine,48.1500,30.1333,Ukraine,48.1500,30.1333
Cheremoshne (U),Cheremoshnya (R),,,eastern Ukraine,48° 57',28° 25',30,S,Vinnytsya,/TShEREMOShNE/,־־,טשערעמאָשנע,Ukraine,48.9500,28.4167,Ukraine,48.9500,28.4167
Cherepkivtsi (U),Cherepkovtsy (R),Vadu(l) Siretului? Cerepcăuţi? (Rm),,north Bukovina,48° 0',25° 58',25,S,Chernivtsi,/TShERE'PKEVITs/,־־,טשערעפּקעוויץ,Ukraine,48.0000,25.9667,Ukraine,48.0000,25.9667
Cherkasy (U),Cherkassy (R),,,eastern Ukraine,49° 26',32° 4',,,,/TShERKA'S/,"משה ליטוואַקאָוו, יוסף מענדעלסאָן",טשערקאַס,Ukraine,49.4333,32.0667,Ukraine,49.4333,32.0667
Chernelytsya (U),Chernelitsa (R),Czernelica (P),,east Galicia,48° 49',25° 26',50,ESE,Ivano-Frankivs'k,/TShERNELITsE/,־־,טשערנעליצע,Ukraine,48.8167,25.4333,Ukraine,48.8167,25.4333
Chernihiv (U),Chernigov (R),,,eastern Ukraine,51° 30',31° 18',,,,/TsERNIEV/,"יאָסל בוכבינדער, דאָרע כײַקין, מאיר מרגליות, אַלטער עסעלין, משה פֿרייליכאָוו, מנחם־מע??נדל ציפּין, יהודה־לייב קאַצענעלסאָן",טשערניִעוו,Ukraine,51.5000,31.3000,Ukraine,51.5000,31.3000
Chernivtsi (U),Chernevtsy (R),,,eastern Ukraine,48° 31',28° 7',25,ENE,Mohyliv,/KLEyN-TShE'RNEVITs/,־־,קליין־טשערנעוויץ,Ukraine,48.5167,28.1167,Ukraine,48.5167,28.1167
Chernivtsi (U),Chernovtsy (R),Cernăuţi (Rm),Czernowitz (G),north Bukovina,48° 18',25° 56',,,,/TShE'RNEVITs/,"שלום אַדלער־רודל, ברכה בורשטיין, יונה גרובער, יעקבֿ דערמער, לייב דרוקער, נאָרבערט האָראָוויץ, זיגמונד האַרט, נטע העלפֿער (נטע מאַנגער), רות ווײַס, איציק מאַנגער, שאָול סאָקאַל, מאיר עבנער (אבהר?), יעקבֿ צויזמער, אַבא ריבער, איזיו שערף, הירש־אַבֿרהם שטאָלפּער, סימעלע שנײַדער, מרדכי שעכטער","טשערנעוויץ, טשערנאָוויץ",Ukraine,48.3000,25.9333,Ukraine,48.3000,25.9333
Chernyakhiv (U),Chernyakhov (R),,,eastern Ukraine,50° 27',28° 40',15,N,Zhytomyr?,/TShE'RNIKhEV/,"בוזי אָליעווסקי, יאָסל בוכבינדער, מ(שה) גערשענזאָן, יצחק נוסינאָוו, מאָטל קיפּער, גילה רײַזבערג־גרינבערג",טשערניכעוו,Ukraine,50.4500,28.6667,Ukraine,50.4500,28.6667
Chernyn (U),Chernin (R),,,eastern Ukraine,49° 34',30° 22',85,SSW,Kyiv,/TShERNIN/ (stress?),אַהרן־אַבֿרהם קאַצעוו,טשערנין,Ukraine,49.5667,30.3667,Ukraine,49.5667,30.3667
Chervone (U),Chervon(n)oye (R),,,eastern Ukraine,49° 58',28° 52',35,SSE,Zhytomyr,/TShERVONE/,־־,טשערוואָנע,Ukraine,49.9667,28.8667,Ukraine,49.9667,28.8667
Chervonoarmiys'k (U),Chervonoarmeysk (R),Pulin? (R),,eastern Ukraine,50° 28',28° 16',25,NW,Zhytomyr,/PULIN/,־־,פּולין,Ukraine,50.4667,28.2667,Ukraine,50.4667,28.2667
Chervonohrad (U),Chervonograd (R),Krystynopol (P),,east Galicia,50° 23',24° 14',55,NNE,L'viv,/KRISNIPOLyE/,"אימ""ן, מאיר־צבֿי־הירש זאַכמאַן, רחל קראַמף",קריסניפּאָליע,Ukraine,50.3833,24.2333,Ukraine,50.3833,24.2333
Chop (U),Chop (R),"Čop (Cz, Sk)",Csap (H),Transcarpathia (although in Slovakia before WWII),48° 26',22° 12',20,SSW,Uzhhorod,/TShOP/,---,טשאָפּ,Ukraine,48.4333,22.2000,Ukraine,48.4333,22.2000
Chopovychi (U),Chopovichi (R),,,eastern Ukraine,50° 50',28° 57',60,NNE,Zhytomyr,/TShEPOVITSh/ (stress?),־־,טשעפּאָוויטש,Ukraine,50.8333,28.9500,Ukraine,50.8333,28.9500
Chornobyl' (U),Chernobyl' (R),,,eastern Ukraine,51° 16',30° 14',80,NNW,Kyiv,/TShERNO'BL/,"עקיבֿא ברוידעס, אירמאַ־ירמיהו דרוקער, ה. סאַפֿיאַן, בערל ערקעס, מיכל קאַפּלאַן, יעקבֿ רעזניק",טשערנאָבל,Ukraine,51.2667,30.2333,Ukraine,51.2667,30.2333
Chornoplesy (U),Chornoplyos (R),Czarnoplesy (P),,Volhynia,51° 19',24° 16',95,NW,Luts'k,/TShORNEPLE'S/,־־,טשאָרנעפּלעס,Ukraine,51.3167,24.2667,Ukraine,51.3167,24.2667
Chornotychi (U),Chernotichi (R),,,eastern Ukraine,51° 41',32° 33',80,ENE,Chernihiv,/TShERNOTITShE/,־־,טשערנאָטיטשע,Ukraine,51.6833,32.5500,Ukraine,51.6833,32.5500
Chornotysiv (U),Chyornotisov? (R),Černý Ardov (Cz),Feketeardó (H),Transcarpathia,48° 5',23° 3',45,SSE,Mukacheve,/ShVA'RTs-ORDE/,---,שוואַרץ־אָרדע?,Ukraine,48.0833,23.0500,Ukraine,48.0833,23.0500
Chornukhy (U),Chernukhi (R),,,eastern Ukraine,50° 16',32° 57',125,NW,Poltava,/TShERNUKhI/?,־־,טשערנוכי,Ukraine,50.2667,32.9500,Ukraine,50.2667,32.9500
Chornyy Ostriv (U),Chyornyy Ostrov (R),,,eastern Ukraine,49° 30',26° 45',15,WNW,Khmel'nyts'kyy,/TShERNOSTRE/,־־,טשערנאָסטרע,Ukraine,49.5000,26.7500,Ukraine,49.5000,26.7500
Chortkiv (U),Chortkov (R),Czortków (P),,east Galicia,49° 1',25° 48',55,SSE,Ternopil',/TShORTKEV/,"אַבֿרהם טרעמבאָוועלסקי, מרדכי־יוסף מייער, אַבֿרהם־אליעזר פֿישער, יצחק שאַפּיראָ",טשאָרטקעוו,Ukraine,49.0167,25.8000,Ukraine,49.0167,25.8000
Chortovets' (U),Chortovets (R),Czortowiec (P),,east Galicia,48° 42',25° 17',40,SE,Ivano-Frankivs'k,/TShA'TEVITs/,־־,טשאַטעוויץ,Ukraine,48.7000,25.2833,Ukraine,48.7000,25.2833
Chudey (U),"Mezhirech'ye, Chudeyu (R)",Ciudeiu? Ciudin? (Rm),,north Bukovina,48° 3',25° 37',30,SW,Chernivtsi,/TShEDI'/,ברוך האַגער,טשעדי,Ukraine,48.0500,25.6167,Ukraine,48.0500,25.6167
Chudniv (U),Chudnov (R),,,eastern Ukraine,50° 3',28° 7',35,SW,Zhytomyr,/TShIDNEV/,"מנחם ריבאַלאָוו, אַבֿרהם שוחט",טשידנעוו,Ukraine,50.0500,28.1167,Ukraine,50.0500,28.1167
Chuhuyiv (U),Chuguyev (R),,,eastern Ukraine,49° 50',36° 39',15,SE,Kharkiv,/TShUHUYEV/,־־,טשוהוּיעוו,Ukraine,49.8333,36.6500,Ukraine,49.8333,36.6500
Chumalyovo (U),Chumalyovo? (R),Čomalová? (Cz),Csománfalva (H),Transcarpathia,48° 11',23° 33',65,SE,Mukacheve,/TShEMALyEV/,---,טשעמאַליעוו,Ukraine,48.1833,23.5500,Ukraine,48.1833,23.5500
Chun'kiv (U),?,Cincău? Cincheu? (R),,north Bukovina,48° 36',25° 49',35,NNW,Chernivtsi,/TShINKI'/,־־,טשינקי,Ukraine,48.6000,25.8167,Ukraine,48.6000,25.8167
Chynadiyovo (U),Chinadiyevo (R),Čiňaďovo (Cz),Szentmiklós (H),Transcarpathia,48° 29',22° 50',5,NE,Mukacheve,/TShINEDI'YEV/,---,טשינעדיִעוו,Ukraine,48.4833,22.8333,Ukraine,48.4833,22.8333
Danylovo (U),Danilovo (R),Danilová? (Cz),Husztófalva (H),Transcarpathia,48° 9',23° 27',60,SE,Mukacheve,"/DENILEV/, /DA'NILEV/",---,"דענילעוו, דאַנילעוו",Ukraine,48.1500,23.4500,Ukraine,48.1500,23.4500
Dashiv (U),Dashev (R),,,eastern Ukraine,49° 0',29° 27',65,ESE,Vinnytsya,/DAShEV/,ישׂראל וואַקסער,דאַשעוו,Ukraine,49.0000,29.4500,Ukraine,49.0000,29.4500
Del'finove? (U),?,,,eastern Ukraine,48° 12',30° 23',55,NE,Balta,/DELEFI'?NEFKE/,־־,דעלעפֿינעווקע,Ukraine,48.2000,30.3833,Ukraine,48.2000,30.3833
Delyatin (U),Delyatin (R),Delatyn (P),,east Galicia,48° 32',24° 38',40,SSW,Ivano-Frankivs'k,/DELETI:'N/,־־,דעלעטין,Ukraine,48.5333,24.6333,Ukraine,48.5333,24.6333
Demydivka (U),Demidovka (R),Demidówka (P),,Volhynia,50° 25',25° 20',30,S,Luts'k,/DEMI'DEFKE/,אַ. לוצקי,דעמידעווקע,Ukraine,50.4167,25.3333,Ukraine,50.4167,25.3333
Demydivka? (U),,,,eastern Ukraine,,,,,,/DEMI'EFKE/,שמואל זשוקאָווסקי,דעמיִעווקע,Ukraine,,,Ukraine,,
Derazhnya (U),Derazhnya (R),,,eastern Ukraine,49° 16',27° 26',35,ESE,Khmel'nyts'kyy,/DRAZhNE/,"ברוך י. גאָלדשטיין, לייב מאַטליע, הערשל פּאָליאַנקער, ישׂראל־זאבֿ פֿרישבערג",דראַזשנע,Ukraine,49.2667,27.4333,Ukraine,49.2667,27.4333
"Dilove, Trebusha(ny) (U)",Delovoye (R),Třibusany? (Cz),Terebesfejérpatak (H),Transcarpathia,47° 56',24° 11',115,SE,Mukacheve,/TRE'BISHEV/?,---,טרעבישעוו?,Ukraine,47.9333,24.1833,Ukraine,47.9333,24.1833
Dmytrivka (U),Dmitrovka (R),,,eastern Ukraine,48° 48',32° 44',40,NE,Kirovohrad?,/DMI'TREFKE/,לייב בעלאָגאָראָדסקי,דמיטרעווקע,Ukraine,48.8000,32.7333,Ukraine,48.8000,32.7333
Dmytrivka (U),Dmitriyevka (R),,,eastern Ukraine,50° 56',32° 58',125,SE,Chernihiv,/DMI'TREFKE/,---,דמיטרעווקע,Ukraine,50.9333,32.9667,Ukraine,50.9333,32.9667
Dnipropetrovs'k (U),Dnepropetrovsk (R),,Yekaterinoslav (R),eastern Ukraine,48° 27',35° 0',,,,/KATERI'NESLAV/,"אַלעקסאַנדער אָוועדאָוו, פֿריידל א. בעלאָוו, מ. גערשאָי, קימאַ גריידינאַ, צבֿי־הערש דאַשעווסקי, ד""ר ב. דובינסקי, ה. הירש, יוסף וואָל, חנה לעווין, נחמיה ענדלין, פּסח מאַטענקאָ, יולי מאַרגאָלין, טובֿיה מײַזעל, אַהרן שענקער","קאַטערינעסלאַוו, קאַטערינאָסלאַוו",Ukraine,48.4500,35.0000,Ukraine,48.4500,35.0000
Dobra (U),Dobra (R),,,eastern Ukraine,48° 57',30° 8',115,ESE,Vinnytsya,/DOBRE/,־־,דאָברע,Ukraine,48.9500,30.1333,Ukraine,48.9500,30.1333
Dobre (U),Dobraya (R),,,eastern Ukraine,47° 19',32° 27',45,NNE,Mykolayiv,/DOBRE/,־־,דאָברע,Ukraine,47.3167,32.4500,Ukraine,47.3167,32.4500
Dobromyl' (U),Dobromil' (R),Dobromil (P),,east Galicia,49° 34',22° 47',85,WSW,L'viv,/DOBREMI:?'L/,"יצחק פּאַנער, עקיבֿא שמולעוויטש","דאָברעמיל, דאָבראָמיל",Ukraine,49.5667,22.7833,Ukraine,49.5667,22.7833
Dobrovelychkivka? (U),Dobrovelichkovka (R),,,eastern Ukraine,48° 23',31° 11',70,WSW,Kirovohrad?,/DOBREVE'LITShKOVE/,־־,דאָברעוועליטשקאָווע,Ukraine,48.3833,31.1833,Ukraine,48.3833,31.1833
Dobryanka (U),Dobryanka (R),,,eastern Ukraine,48° 21',30° 54',85,WSW,Kirovohrad,/DOBRONKE/,־־,דאָבראַנקע?,Ukraine,48.3500,30.9000,Ukraine,48.3500,30.9000
Dobryanka (U),Dobryanka (R),,,eastern Ukraine,52° 4',31° 11',60,N,Chernihiv,/DOBRYANKE/,־־,דאָבראַנקע?,Ukraine,52.0667,31.1833,Ukraine,52.0667,31.1833
Dolyna (U),Dolina (R),Dolina (P),,east Galicia,48° 58',24° 1',40,WNW,Ivano-Frankivs'k,/DO'LENE/,ראָזע מאַרגאָשעס־קירשענבוים,"דאָלענע, דאָלינע?",Ukraine,48.9667,24.0167,Ukraine,48.9667,24.0167
Dolyna? (U),,,,eastern Ukraine,,,,,,/DI DO'LENE/,־־,די דאָלענע,Ukraine,,,Ukraine,,
Dolyns'ke (U),Dolinskoye (R),,Valegotsulovo (R),eastern Ukraine,47° 32',29° 55',50,SSE,Balta,/O'TsELES/,יצחק בלאָך,אָצעלעס,Ukraine,47.5333,29.9167,Ukraine,47.5333,29.9167
Domanivka (U),?,,,eastern Ukraine,47° 38',30° 59',95,NW,Mykolayiv,/DOMA'?NEFKE/,־־,דאָמאַנעווקע,Ukraine,47.6333,30.9833,Ukraine,47.6333,30.9833
Donets'k (U),"Donetsk, Stalino, Yuzovka (R)",,,eastern Ukraine,48° 0',37° 50',,,,?,־־,?,Ukraine,48.0000,37.8333,Ukraine,48.0000,37.8333
Dorobratovo (U),Dorogobratovo (R),Drahobratovo? (Cz),Drágabártfalva (H),Transcarpathia,48° 21',22° 54',15,SE,Mukacheve,/DIBRATEV/,---,דיבראַטעוו,Ukraine,48.3500,22.9000,Ukraine,48.3500,22.9000
Doroshivtsi (U),Doroshovtsy (R),Doroşăuți (Rm),Doroschowitz (G),north Bukovina,48° 35',25° 53',30,N,Chernivtsi,/DEShVE'Ts/,־־,דעשוועץ,Ukraine,48.5833,25.8833,Ukraine,48.5833,25.8833
Dovhe (U),Dolgoye (R),Dlouhé? (Cz),Dolha (H),Transcarpathia,48° 22',23° 17',40,ESE,Mukacheve,/DO(L)HE/,---,דאָ(ל)הע,Ukraine,48.3667,23.2833,Ukraine,48.3667,23.2833
Drachintsi (U),Drachinets (R),Dracineţi? (Rm),?,north Bukovina,48° 19',25° 42',10,WNW,Chernivtsi,/DRA'TShINITs/,־־,דראַטשיניץ,Ukraine,48.3167,25.7000,Ukraine,48.3167,25.7000
Drachyno (U),Drachiny? (R),?,Újtövisfalva (H),Transcarpathia,48° 33',22° 57',10,NE,Mukacheve,/DRA'TShENE/,---,דראַטשענע,Ukraine,48.5500,22.9500,Ukraine,48.5500,22.9500
Drahovo (U),Dragovo (R),?,Kövesliget (H),Transcarpathia,48° 14',23° 33',60,SE,Mukacheve,/DREHI'V/,---,דרעהיוו,Ukraine,48.2333,23.5500,Ukraine,48.2333,23.5500
Drohobych (U),Drogobych (R),Drohobycz (P),Drohobytsch? (G),east Galicia,49° 21',23° 30',55,SW,L'viv,/DRUBITSh/,"יחיאל הירשהויט, אַהרן וואָל, יהושע טילעמאַן, שלום לאָקער, יוסף פֿאָגעל",דראָביטש,Ukraine,49.3500,23.5000,Ukraine,49.3500,23.5000
Dubno (U),Dubno (R),Dubno (P),Dubno (R),Volhynia,50° 25',25° 45',35,WSW,Rivne,/DIBNE/,"יוסף יאַנקעלעוויטש, יהושע משולח, אפֿרים־פֿישל פּערלמוטער, יואל־בעריש פֿאַלקאָוויטש","דיבנע, דובנע",Ukraine,50.4167,25.7500,Ukraine,50.4167,25.7500
Dubova (U),Dubovo (R),,,eastern Ukraine,48° 38',30° 27',90,NE,Balta,/DUBOVE/?,־־,דובאָווע,Ukraine,48.6333,30.4500,Ukraine,48.6333,30.4500
Dubove (U),Dubovoye (R),Dubové (Cz),Dombó (H),Transcarpathia,48° 10',23° 53',85,SE,Mukacheve,/DI'BEVE/,---,דיבעווע,Ukraine,48.1667,23.8833,Ukraine,48.1667,23.8833
Dubrivka (U),Dubrovka (R),,,eastern Ukraine,50° 21',27° 25',80,WNW,Zhytomyr,/DUBROFKE/,־־,דובראָווקע,Ukraine,50.3500,27.4167,Ukraine,50.3500,27.4167
Dubrivka (U),Dubrovka? (R),Dubrovka? (Cz),Dubróka? Cserhalom? (H),Transcarpathia,48° 18',23° 5',30,SE,Mukacheve,/DI'BREFKE/,---,דיברעווקע,Ukraine,48.3000,23.0833,Ukraine,48.3000,23.0833
Dubrovytsya (U),Dubrovitsa (R),Dąbrowica? (P),,Volhynia,51° 34',26° 34',100,NNE,Rivne,/DO'MBREVITs/,"מאַקס פּערלאָוו, יוסף פּערלשטיין",דאָמברעוויץ,Ukraine,51.5667,26.5667,Ukraine,51.5667,26.5667
Dubynove (U),?,,,eastern Ukraine,48° 8',30° 17',45,NE,Balta,/DIBI'NEVE/,־־,דיבינעווע,Ukraine,48.1333,30.2833,Ukraine,48.1333,30.2833
Dulovo (U),Dulovo? (R),Dulová? (Cz),Dulfalva (H),Transcarpathia,48° 9',23° 35',70,SE,Mukacheve,/DI'LEVE/,---,דילעווע,Ukraine,48.1500,23.5833,Ukraine,48.1500,23.5833
Dunayivtsi (U),Dunayevtsy (R),,,eastern Ukraine,48° 54',26° 50',55,SSW,Khmel'nyts'kyy,/DI'NEVITs/,עקיבֿא פֿליישמאַן,דינעוויץ,Ukraine,48.9000,26.8333,Ukraine,48.9000,26.8333
Dusyno (U),Dusyna? (R),Dusyna? (Cz),Zajgó (H),Transcarpathia,48° 31',23° 6',20,ENE,Mukacheve,/DI'ShENEV/,---,דישענעוו,Ukraine,48.5167,23.1000,Ukraine,48.5167,23.1000
Dybyntsi (U),Dybintsy (R),,,eastern Ukraine,49° 32',30° 46',85,ESE,Cherkasy,/DI'?BINITs/,־־,דיביניץ,Ukraine,49.5333,30.7667,Ukraine,49.5333,30.7667
Dymer (U),Dymer (R),,,eastern Ukraine,50° 47',30° 18',30,N,Kyiv,/DIMER/,־־,דימער,Ukraine,50.7833,30.3000,Ukraine,50.7833,30.3000
Dymerka (U),Dymyorka (R),,,eastern Ukraine,51° 4',31° 4',45,SSW,Chernihiv,/DI'?MERKE/,־־,דימערקע,Ukraine,51.0667,31.0667,Ukraine,51.0667,31.0667
Dzhuryn (U),Dzhurin (R),,,eastern Ukraine,48° 41',28° 18',40,NE,Mohyliv,/ZhERI'N/,יעקבֿ־אליהו ווײַסמאַן,זשערין,Ukraine,48.6833,28.3000,Ukraine,48.6833,28.3000
Dzvynyach (U),Zvinyach (R),Dźwiniacz (P),,east Galicia,48° 45',24° 26',20,SW,Ivano-Frankivs'k,/DZVINyETSh/,--,דזוויניעטש,Ukraine,48.7500,24.4333,Ukraine,48.7500,24.4333
Dzyhivka (U),Dzygovka (R),,,eastern Ukraine,48° 22',28° 20',35,ESE,Mohyliv,/ZEGIFKE/,זעליק (מרדכי) באַלאַבאַן,זעגיווקע,Ukraine,48.3667,28.3333,Ukraine,48.3667,28.3333
Fastiv (U) [formerly Khvastiv],Fastov (R),,,eastern Ukraine,50° 5',29° 55',40,SW,Kyiv,/KhVASTEV/,אַבֿיגדור? מאַרקאָוו,כוואַסטעוו,,50.0833,29.9167,,50.0833,29.9167
Fedirky (U),Fyodorki (R),,,eastern Ukraine,48° 56',32° 48',55,NE,Kirovohrad,/FEDORKE/,־־,פֿעדאָרקע,Ukraine,48.9333,32.8000,Ukraine,48.9333,32.8000
Feodosiya (U),Feodosiya (R),,,Crimea,45° 2',35° 23',90,ENE,Simferopol',/FEODOSYE/,נחמיה מאָזעסאָן,פֿעאָדאָסיע,Ukraine,45.0333,35.3833,Ukraine,45.0333,35.3833
Filippovichi? (U),Filippovichi (R),,,eastern Ukraine,,,,,,/FILIPOVITSh/,ש. (ישעיה) מיללער,פֿיליפּאָוויטש,Ukraine,,,Ukraine,,
Hadyach (U),Gadyach (R),,,eastern Ukraine,50° 22',34° 0',70,SW,Sumy,/HADyITSh/,"ד""ר דניאל־גדליהו פּאַסמאַניק",האַדיטש,Ukraine,50.3667,34.0000,Ukraine,50.3667,34.0000
Hannopil' (U),Annopol' (R),,,eastern Ukraine,50° 27',26° 54',40,ESE,Rivne,/ANEPOLyE/,שלמה גאָלד,אַנעפּאָליע,Ukraine,50.4500,26.9000,Ukraine,50.4500,26.9000
Hanychi (U),Ganichi (R),Ganice? (Cz),Gánya (H),Transcarpathia,48° 8',23° 49',85,SE,Mukacheve,/GANITSh/,---,גאַניטש,Ukraine,48.1333,23.8167,Ukraine,48.1333,23.8167
Haysyn (U),Gaysin (R),,,eastern Ukraine,48° 48',29° 23',75,SE,Vinnytsya,/(H)A(Y)SI(')N/?,"עמיל גאָראָוועץ, יעקבֿ ליסקאָוויץ, ס. בנימין סטאָון, אָשר פּען, יוסף קערלער","הײַסין, אײַסין",Ukraine,48.8000,29.3833,Ukraine,48.8000,29.3833
Hayvoron (U),Gayvoron (R),,,eastern Ukraine,50° 59',32° 55',120,ESE,Chernihiv?,/HA'YVORON/,־־,הײַוואָראָן,Ukraine,50.9833,32.9167,Ukraine,50.9833,32.9167
Hel'myaziv (U),Gel'myazov (R),,,eastern Ukraine,49° 49',31° 50',40,NNW,Cherkasy,"/HELMYAZEV/, /GELMYAZEV/?",עוזר סמאָלענסקין,"העלמיאַזעוו, געלמיאַזעוו?",Ukraine,49.8167,31.8333,Ukraine,49.8167,31.8333
Heniches'k (U),Geniche(v?)sk (R),,,eastern Ukraine,46° 11',34° 46',165,ESE,Kherson,/GENITShE'F?SK/,לאַזאַר באָראָדולין,געניטשעוו?סק,Ukraine,46.1833,34.7667,Ukraine,46.1833,34.7667
Hermakivka (U),Germakovka (R),Germakówka (P),,east Galicia,48° 42',26° 11',40,NNE,Chernivtsi,/GARMEKIFKE/,--,גאַרמעקיווקע,Ukraine,48.7000,26.1833,Ukraine,48.7000,26.1833
Hermanivka (U),Germanovka (R),,,eastern Ukraine,49° 59',30° 34',40,S,Kyiv,/GERMANOFKE/,־־,גערמאַנאָווקע,Ukraine,49.9833,30.5667,Ukraine,49.9833,30.5667
Hlukhiv (U),Glukhov (R),,,eastern Ukraine,51° 41',33° 55',95,NW,Sumy,/LUKhEV/,מייטע ליוושיץ,לוכעוו,Ukraine,51.6833,33.9167,Ukraine,51.6833,33.9167
Hlyboka (U),?,Adăncata (Rm),,north Bukovina,48° 5',25° 55',15,S,Chernivtsi,/(H)LI'BOKE/,־־,(ה)ליבאָקע,Ukraine,48.0833,25.9167,Ukraine,48.0833,25.9167
Hlyboke (U),Glubokoye? (R),Hluboké? (Cz),Mélyút (H),Transcarpathia,48° 33',22° 25',10,SE,Uzhhorod,/HLEBOKE/,---,הלעבאָקע,Ukraine,48.5500,22.4167,Ukraine,48.5500,22.4167
Hlynyany (U),Glinyany (R),Gliniany (P),,east Galicia,49° 49',24° 31',25,E,L'viv,/GLINE/,"הענעך (חנוך) האַלפּערן, ירמיה העשעלעס?, מוניע (שמואל) נאַדלער, אַהרן ערליך, אפֿרים פֿאָגעלפֿאַנגער, הערצל ציזלער, אַבא שטאָלצענבערג",גלינע,Ukraine,49.8167,24.5167,Ukraine,49.8167,24.5167
Hlynytsya (U),Glinitsa (R),Hliniţa (Rm),,north Bukovina,48° 20',25° 42',10,WNW,Chernivtsi,/HLINITs/,־־,הליניץ,Ukraine,48.3333,25.7000,Ukraine,48.3333,25.7000
