qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,n_attestations,n_person,n_org,n_flagged_mentions,fields,n_variants,variants,corpora,external_sources
Q191607,Podolia,פאדאליע,"Ukrainian historical regions, historical region, ethnographic region, cultural region",province,2226,Podillia (Ukraine),פודיליה (אוקראינה),48.683333333333,26.583333333333,14,14,0,1,province,5,פּאָדאָל;פּאָדאָל.;פּאָדאָליע;פּאָדואילאָי;פּאדאָל.,person,wikidata;kima
Q191851,vase,,,other,,,,,,2,2,0,2,place,1,סאָמבאָר,person,wikidata
Q1920614,Śniadowo,,village of Poland,settlement,80306,"Śniadowo (Województwo Podlaskie, Poland)","שניאדובה (מחוז פודלסיה, פולין)",,,1,1,0,0,place,1,סניאדאָווא,person,wikidata;kima
Q1921218,Gmina Dubienka,,rural municipality of Poland,settlement,,,,,,1,1,0,0,place,1,דוביאַנקע,person,wikidata
Q192176,Bender,,,settlement,622,Bender (Moldova),בנדרי (מולדובה),46.833333333333,29.483333333333,3,0,3,0,settlements,1,בענדער,org,wikidata;kima
Q1922317,Ożarów,אזשאראוו,city,settlement,18359,Ożarów (Poland),אוז'רוב (פולין),,,1,1,0,0,place,1,אוזשריב,person,wikidata;kima
Q192265,Focșani,,"municipality of Romania, capital of county in Romania",settlement,8760,Focsani (Romania),פוקשאן (רומניה),,,4,4,0,0,place,4,פֿאָלטיטשען אָדער בוקאַרעסט;פֿאָקשאַן;פֿאָקשאַניי;פֿאָקשאָן,person,wikidata;kima
Q1929511,Lonavala,,hill station,other,,,,,,1,1,0,1,place,1,לונאַ,person,wikidata
Q19313,Barysaw,באריסאב,Q1549591,settlements,670,Barysaŭ (Belarus),בוריסוב (בלארוס),,,3,3,0,0,place,1,באָריסאָוו,person,wikidata;kima
Q193177,Sandomierz,צויזמער,urban municipality of Poland,settlement,10034,Sandomierz (Poland),סנדומיז' (פולין),50.683333,21.750000,5,1,4,0,place;settlements,3,סאַנדאָמיר (צויזמער);סאַנדאמיר;צויזמער,org;person,wikidata;kima
Q193264,Marajó,,island,other,2573,Marajó Island (Brazil),מאראחו (ברזיל:אי),,,2,2,0,2,place,1,זגערזש,person,wikidata;kima
Q193352,field hockey at the 2012 Summer Olympics,,Olympic sports discipline event,other,,,,,,3,3,0,3,place,2,ברזשעזין;ברזשעזשין,person,wikidata
Q1936339,Bohuslav,באָסלעוו,city in Ukraine,settlement,352,Bohuslav (Ukraine),באהסליב (אוקראינה),,,2,1,1,0,place;settlements,2,באָגוסלאָוו;באָסלעוו,org;person,wikidata;kima
Q193697,Sugababes,,musical group,other,,,,,,2,2,0,2,place,1,בענדער,person,wikidata
Q193965,Kamianets-Podilskyi,קאמעניץ,"city of regional significance of Ukraine, city or town, big city",settlement,9048,Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine),קמיניץ-פודולסק (אוקראינה),48.680556,26.580556,19,15,4,0,place;province;settlements,9,קאַמענעץ-פּאָדאָלסקער גוב.;קאַמענעץפּאָדאָלסק;קאָמעניעץ-פּאָדאָלסק;קאָמענעץ פּאָדאָלסק;קאָמענעץ-פּאַדאָלסק;קאָמענעץ-פּאָדאָלסק;קאמעניעץ פאַדאָלסק;קאמעניעץ-פּאָדאָלסק;קאמענעץ-פּאַדאָלסק,org;person,wikidata;kima
Q1939758,Rusnė,,Q486972,settlement,,,,,,1,1,0,0,place,1,ראָסנע,person,wikidata
Q19566,Simferopol,,Q1549591,settlements,101,Simferopol (Ukraine),סימפרופול (אוקראינה),44.948376,34.100039,7,4,3,2,place;settlements,3,סימפּעראָפּאָל;סימפּעראָפּאל;סימפעראָפּאָל,org;person,wikidata;kima
Q1959,Końskowola,קאנסקאוואלע,town,settlement,175,Końskowola (Poland),קונסקה וולה (פולין),,,2,2,0,0,place,2,קאָנסקאָ-וואָליאַ;קאָנסקאָוואָליע,person,wikidata;kima
Q196479,Staraya Russa,,city or town,settlement,11652,Starai︠a︡ Russa (Russia),סטאראיה רוסה (רוסיה),,,1,1,0,0,place,1,סטאַראַיאַ רוסאַ,person,wikidata;kima
Q196483,Starodub,,city or town,settlement,22057,Starodub (Russia),סטארודוב (רוסיה),,,1,1,0,1,place,1,סטאַראָדוב,person,wikidata;kima
Q19660,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,656,Bucharest (Romania),בוקרסט (רומניה),44.413361,26.097778,127,45,82,0,place;settlements,8,א קליינער שטאָט ביי בוקאַרעסט;בּוּקאַרעסט;בּוקאַרעסט;בוקאַרעסט;בוקאַרעסטער;בוקאַרעשט;בוקאַ⸗ רעסט;בוקאָרעסט,org;person,wikidata;kima
Q196907,Usman,,city or town,settlement,,,,,,1,1,0,0,place,1,אוסמאַן,person,wikidata
Q1973699,Vovkovyntsi,,urban-type settlement in Ukraine,other,70470,Vovkovyntsi (Ukraine),וובקובינצי (אוקראינה),,,1,1,0,1,place,1,וואָלקאָוויניעץ,person,wikidata;kima
Q198399,Zikhron Ya'akov (Israel),,,settlement,8254,Zikhron Ya'akov (Israel),זכרון יעקב (ישראל),32.570833333333,34.951666666667,1,0,1,0,settlements,1,זכרון יעקב,org,wikidata;kima
Q198480,Gugney-aux-Aulx,,commune of France,settlement,,,,,,10,9,1,9,place;settlements,5,"גראָדזיסק;גראָדזשיסק;נאָוואָ-מינסק;נאָוואָמינסק;נאָוואמינסק, (איצט מינסק-מאַזאָוויעצק)",org;person,wikidata
Q1993731,Iļģuciems,,neighborhood,neighborhood,,,,,,1,1,0,0,place,1,אילגעצעם,person,wikidata
Q1999838,Kamianets,,urban-type settlement in Ukraine,other,,,,,,1,1,0,1,place,1,קאַמינקע,person,wikidata
Q2005090,Ponary massacre,,mass murder,other,,,,,,1,1,0,1,place,1,פּאַָנאַר,person,wikidata
Q2005381,Sadhora,סאדיגורא,"posyolok, urban-type settlement, section of populated place, city",settlement,23506,"Sadhora (Chernivtsi, Ukraine)","סדיגורה (צ'רנוביץ, אוקראינה)",,,4,4,0,1,place,4,סאַדאַגורע;סאַדיגוראַ;סאָדאַגורע;סאָדעגורע,person,wikidata;kima
Q200787,Gödel's incompleteness theorems,,"theorem, mathematical incompleteness",other,,,,,,4,4,0,4,place,3,מלאַווע;מלאָוואַ;מלאָוואָ,person,wikidata
Q200797,Polatsk,פּאָלאָצק,"city of oblast subordinance, city of raion subordinance",settlement,17006,Polatsk (Belarus),פולוצק (בלארוס),55.483333,28.800000,5,2,3,1,place;settlements,2,פּאָלאָצק;פּאָלוצק,org;person,wikidata;kima
Q200833,Byerazino,בערעזין,"city of raion subordinance, urban settlement in Belarus",settlement,79981,"Berezino (Minskai︠a︡ voblastsʹ, Belarus)","ברזינו (מחוז מינסק, בלארוס)",53.833333,28.983333,3,1,2,0,place;settlements,2,בערעזיין;בערעזין,org;person,wikidata;kima
Q200855,Battle of Vienna,,"battle, relief, Muslim conquests",other,,,,,,1,1,0,1,place,1,ווענגראָוו,person,wikidata
Q200876,Valozhyn,,,settlement,684,Valozhyn (Belarus),וולוז'ין (בלארוס),54.083333333333,26.516666666667,2,0,2,0,settlements,1,וואָלאָזשין,org,wikidata;kima
Q200891,Dzyarzhynsk,קוידינוב (קוידענאוו),city of raion subordinance,settlement,14894,Dzi︠a︡rzhynsk (Belarus),דזיארזינסק (בלארוס),,,1,1,0,0,place,1,קאַידאַנאָוו,person,wikidata;kima
Q200926,Nueva Toltén,,town of Chile,settlement,741,Otwock (Poland),אוטבוצק (פולין),,,3,3,0,0,place,1,אָטוואָצק,person,wikidata;kima
Q200963,Treguaco,,"commune of Chile, city in Chile",settlement,,,,,,1,1,0,1,place,1,ברזשעזשאָן,person,wikidata
Q200968,Lahojsk,,"city of raion subordinance, urban settlement in Belarus",settlement,22488,Lahoysk (Belarus),לאהיסק (בלארוס),,,1,1,0,0,place,1,לאָהויסק,person,wikidata;kima
Q200991,Lyuban,,"city of raion subordinance, urban settlement in Belarus",settlement,72390,Lyuban (Belarus),ליובאן (בלארוס),,,1,1,0,0,place,1,ליובאַן,person,wikidata;kima
Q2011646,Krasnopillia,,"urban-type settlement in Ukraine, human settlement",settlement,,,,,,1,1,0,1,place,1,קראַסנאָפּאָליע,person,wikidata
Q201230,Niasviž,נעזשוויז,city of raion subordinance,settlement,,,,53.218778,26.681982,7,5,2,0,place;settlements,3,נייעסוויעזש;ניעסוויזש;נעסוויזש,org;person,wikidata
Q201243,Slutsk,סלוצק,city of raion subordinance,settlement,104,Slutsk (Belarus),סלוצק (בלארוס),,,3,3,0,0,place,1,סלוצק,person,wikidata;kima
Q201348,Drancy,,commune of France,settlement,12318,Drancy (France),דרנסי (צרפת),48.923333,2.445000,2,1,1,0,place;settlements,1,דראַנסי,org;person,wikidata;kima
Q2014032,Dzhurkovo,,village of Bulgaria,settlement,,,,,,1,1,0,0,place,1,דזשורקאָוו,person,wikidata
Q201458,Červień,הומען,city of raion subordinance,settlement,22428,Chėrvenʹ (Belarus),צ'רבן (בלארוס),,,1,1,0,0,place,1,איהומען,person,wikidata;kima
Q201516,Miami Beach,,"city in the United States, resort town",settlement,71460,Miami Beach (Fla.),מיאמי ביץ' (פלורידה),25.813889,-80.132500,5,3,2,0,place;settlements,1,מימי ביעטש,org;person,wikidata;kima
Q2019437,Olesko,,"urban-type settlement in Ukraine, human settlement",settlement,,,,,,1,1,0,1,place,1,אַלעסק,person,wikidata
Q2019727,Briceni,,"city, urban-type settlement",settlement,21375,Briceni (Moldova),בריצ'ני (מולדובה),,,2,2,0,0,place,2,בריטשאַן;בריטשאָן,person,wikidata;kima
Q2020899,Korycin,,village of Poland,settlement,85240,Korycin (Poland),קוריצין (פולין),,,1,1,0,0,place,1,קאָריטשין,person,wikidata;kima
Q202160,Kutno (Poland),,,settlement,384,Kutno (Poland),קוטנו (פולין),52.233333333333,19.366666666667,6,4,2,0,place;settlements,2,קוטנאָ;קוטנע,org;person,wikidata;kima
Q202448,cryoablation,,,other,,,,,,1,1,0,1,place,1,בילגאריי,person,wikidata
Q202481,Kunsthalle Rostock,,"art museum, museum building",other,,,,,,1,1,0,1,place,1,ביאַלאָ מאַזאָוויעצק,person,wikidata
Q202591,Radzyń Podlaski,,,other,,,,,,2,2,0,2,place,2,ראַדזיין;ראַדזין,person,wikidata
Q202599,Stardust Resort and Casino,,"hotel, casino, skyscraper, music venue",other,,,,,,2,2,0,2,place,1,פּאַרטשעוו,person,wikidata
Q203680,postage stamps and postal history of Egypt,,"aspect of history, postage stamps and postal history by jurisdiction",other,,,,,,1,1,0,1,place,1,וולאָשטשאַווע,person,wikidata
Q203706,carpenter pencil,,,other,,,,,,3,3,0,3,place,1,אַמשינאָוו,person,wikidata
Q2037259,Nemakščiai,,human settlement,settlement,24684,Nemakščiai (Lithuania),נמקשט (ליטא),,,1,1,0,0,place,1,נעמאָקשטי,person,wikidata;kima
Q204011,Dronacharya Award,,sports award,other,,,,,,7,6,1,6,place;settlements,3,זשיראַרדאָוו;זשיראָרדאָוו;זשירארדאָוו,org;person,wikidata
Q204150,Pinsk,פּינסק,"city of oblast subordinance, big city",settlement,409,Pinsk (Belarus),פינסק (בלארוס),52.115278,26.103056,26,16,10,15,place;settlements,3,זינסק;פּינסק;פינסק,org;person,wikidata;kima
Q2057040,Lipcani,,,other,,,,,,2,2,0,2,place,1,ליפקאַן,person,wikidata
Q20615834,,"בלומינגבורג, אהייאו",,other,,,,,,2,2,0,1,province,2,אַהייאָ;אָהייאָ,person,wikidata
Q2062891,Weißkirchen,,"Gemarkung, Ortsbezirk of Germany",other,,,,,,1,1,0,1,place,1,מאַרקולעשט,person,wikidata
Q2069079,Międzyrzec Podlaski Ghetto,מעזריטש געטא,Q2583015,settlement,,,,,,2,2,0,0,place,1,מעזריטש,person,wikidata
Q207294,Babruysk,באברויסק,"city of oblast subordinance, big city",settlement,512,Babruĭsk (Belarus),בוברויסק (בלארוס),53.150000,29.233333,18,11,7,0,place;settlements,2,באָברויסק;באריסאָוו,org;person,wikidata;kima
Q207540,Lod (Israel),,,settlement,178,Lod (Israel),לוד (ישראל),31.95,34.9,1,0,1,0,settlements,1,לוד,org,wikidata;kima
Q20765,Brăila,,,other,,,,,,8,6,2,6,place;settlements,3,בראַאילא;בראַאילאַ;בראָאָילאַ,org;person,wikidata
Q2078085,Fălești,,city,settlement,16772,Fălești (Moldova),פאלשטי (מולדובה),,,5,5,0,0,place,4,פֿאַלעשט;פֿאַלעשטי;פֿאָלעשטי;פֿאָלעשטיי,person,wikidata;kima
Q2079,Leipzig,לייפציג,"big city, city, major regional center, urban municipality in Germany, urban district in Saxony",neighborhood,579,Leipzig (Germany),ליפציג (גרמניה),51.340632,12.374733,10,2,8,0,place;settlements,3,לייפּציג;לייפּציק;לייפציג,org;person,wikidata;kima
Q208473,Przemyśl,פשעמישל,"city with powiat rights in Poland, city",settlement,424,Przemyśl (Poland),פשמישל (פולין),49.783450,22.784240,16,8,8,3,place;province;settlements,1,פּשעמישל,org;person,wikidata;kima
Q208499,Uman,אומאן,city of regional significance of Ukraine,settlement,9129,Umanʹ (Ukraine),אומן (אוקראינה),48.750000,30.216667,22,9,13,0,place;settlements,1,אומאַן,org;person,wikidata;kima
Q2087882,Attica,,city in the United States,settlement,75353,Attica (Ind.),אטיקה (אינדיאנה),,,4,4,0,1,place,1,אָטיק,person,wikidata;kima
Q2090,Nuremberg (Germany),,,settlement,10,Nuremberg (Germany),נירנברג (גרמניה),49.4538888888889,11.0775,1,0,1,0,settlements,1,נירנבערג,org,wikidata;kima
Q2092533,Pidvolochysk,,"human settlement, urban-type settlement in Ukraine",settlement,17744,Pidvolochysʹk (Ukraine),פאדוואלאטשוסקא (אוקראינה),,,1,1,0,0,place,1,פּאָדוואָלאָטשיסק,person,wikidata;kima
Q2093899,Lienin,לענין,agrotown,settlement,19528,"Lenin (Z︠H︡ytkavitski rai︠o︡n, Belarus)",לנין (בלארוס),,,1,1,0,1,place,1,לענין,person,wikidata;kima
Q2096227,Santa Catalina,,human settlement,settlement,,,,,,1,1,0,0,place,1,דער קאָלאָניע סאַנטאַ קאַטאָלינאַ,person,wikidata
Q209932,Biała Podlaska,ביאלע,city with powiat rights in Poland,settlement,8525,Biała Podlaska (Poland),בילה פודלסקה (פולין),52.033333,23.133333,6,5,1,0,place;settlements,5,ביאַלאַ-פּאָדלאַסק;ביאַלע;ביאלא-פּאָדלאסקאַ;ביאלאַ פּאָדלאַסקאַ;ביאלאָ-פּאָדלאַסקי,org;person,wikidata;kima
Q21,England,ענגלאנד,"constituent country of the United Kingdom, cultural area, nation, country",country,12708,England,אנגליה,,,90,13,77,0,countries;country;settlements;venues,3,ענגלאַנד;ענגלאָנד;ענגלאנד,org;person,wikidata;kima
Q210077,Kolomyia,,,,,,,,,1,0,1,0,settlements,1,קאַלאָמעאַ,org,wikidata
Q210127,balanced scorecard,,management tool,other,,,,,,1,1,0,1,place,1,פאָקשאָני,person,wikidata
Q210131,Turn Around,,single,other,,,,,,1,1,0,1,place,1,בערלאָד,person,wikidata
Q2102,snake,שלאנג,organisms known by a particular common name,other,,,,,,1,1,0,1,place,1,האָללע,person,wikidata
Q211,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,9788,Latvia,לטביה,57.0,25.0,64,37,27,0,countries;country;venues,2,לעטלאַנד;לעטלאָנד,org;person,wikidata;kima
Q21197,Chișinău,קעשענעוו,"city, big city, municipality",settlement,399,Chișinău (Moldova),קישינב (מולדובה),47.022778,28.835278,73,38,35,2,place;settlements,4,קעשנעוו;קעשעניעוו;קעשענעוו;קעשענעווער,org;person,wikidata;kima
Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,486,406,80,0,countries;country;place;province;settlements;venues,20,אַוקראַאינע;אָקראַאינע;אוּקראַאינע;אוקראַאונע;אוקראַאיינע;אוקראַאינע;אוקראַאנא;אוקראַזיינע;אוקראַיִנע;אוקראַינע;אוקראַניע;אוקראַנע;אוקראָאינע;אוקראָזינע;אוקראָינע;אוקראָננע;אוקראאינע;אוקראונע;אוקראינע;אוקרן,org;person,wikidata;kima
Q213,Czech Republic,,,settlement,,,,,,5,0,5,0,countries;venues,1,טשעכיע,org,wikidata
Q213086,Jaro,,municipality of the Philippines,settlement,724,"Szydłowiec (Województwo Mazowieckie, Poland)","שידלוביץ (מדינת מזובייצק, פולין)",,,3,3,0,2,place,1,שיידלאָוויעץ,person,wikidata;kima
Q213127,Ukmergė,ווילקאמיר,city,settlement,20082,Ukmerge (Lithuania),אוקמרגה (ליטא),55.250000,24.766667,3,1,2,0,place;settlements,2,ווילקאָמיר;ווילקאמיר,org;person,wikidata;kima
Q213142,shilling,,,other,,,,,,2,2,0,2,place,2,זאַבלודאָוואַ;זאַלודאָוואַ,person,wikidata
Q21336249,,,"posyolok, village",settlement,,,,,,1,1,0,1,place,1,זאַוואָליע,person,wikidata
Q2135,Winnipeg,,,settlement,,,,53.533333333333,-113.5,9,0,9,0,settlements,1,וויניפּעג,org,wikidata
Q214,Slovakia,סלאוואקיי,"sovereign state, republic, landlocked country, country, successor state",country,6136,Slovakia,סלובקיה,,,1,1,0,0,country,1,סלאָוואַקיי,person,wikidata;kima
Q214844,Michelin Guide,,guide book,other,,,,,,2,2,0,2,place,1,מיעלעץ,person,wikidata
Q215107,2254,,radio program,other,,,,,,3,3,0,3,place,1,סובאָלק,person,wikidata
Q215633,Łomża (Poland),,,settlement,156,Łomża (Poland),לומזה (פולין),53.1833333333333,22.0833333333333,5,4,1,0,place;settlements,1,לאָמזשע,org;person,wikidata;kima
Q216,Vilnius,ווילנע,"city, big city",settlement,943,Vilnius (Lithuania),וילנה (ליטא),54.687222,25.280000,447,137,310,0,place;province;settlements;venues,7,ווילנא;ווילנאַ;ווילנע;ווילנע (אין ביראָוו?);ווילנער;ווילנער הקדש;ווילנער „משמרת החולים“,org;person,wikidata;kima
Q2162658,Rokytne,,"city of regional significance of Ukraine, urban-type settlement in Ukraine, human settlement",settlement,26881,"Rokytne (Rivnensʹka oblastʹ, Ukraine)","רוקיטנה (מחוז רובנו, אוקראינה)",,,1,1,0,0,place,1,ראַקיטנאָ,person,wikidata;kima
