kima_id	kima_rom	variant	variant_norm	n_datasets	datasets	sources	provenance
69699	Plešivec (Slovakia)	פעלשוטץ	פעלשוטץ	1	Fischer	Fischer:SK-00128	coord_rearbitrated
69699	Plešivec (Slovakia)	פעלשיץ	פעלשיץ	1	Fischer	Fischer:SK-00128	coord_rearbitrated
69700	Tylicz (Poland)	טוליטש	טוליטש	1	Fischer	Fischer:PL-01118	coord_rearbitrated
69700	Tylicz (Poland)	טיליטש	טיליטש	1	Fischer	Fischer:PL-01118	coord_rearbitrated
69700	Tylicz (Poland)	טיליץ	טיליץ	1	Fischer	Fischer:PL-01118	coord_rearbitrated
69705	Táp (Hungary)	טאפ	טאפ	1	Fischer	Fischer:HU-00776	coord_rearbitrated
69705	Táp (Hungary)	טאפף	טאפף	1	Fischer	Fischer:HU-00776	coord_rearbitrated
69719	Ryki (Lublin, Poland)	ריקא	ריקא	1	Fischer	Fischer:PL-01344	coord_rearbitrated
69719	Ryki (Lublin, Poland)	ריקי	ריקי	1	Fischer	Fischer:PL-01344	coord_rearbitrated
69719	Ryki (Lublin, Poland)	ריקע	ריקע	1	Fischer	Fischer:PL-01344	coord_rearbitrated
69728	Żnin (Poland)	זענין	זענין	1	Fischer	Fischer:PL-01450	coord_rearbitrated
69741	Ujazd (Województwo Świętokrzyskie, Poland)	אויאזד	אויאזד	1	Fischer	Fischer:PL-00789	coord_rearbitrated
69741	Ujazd (Województwo Świętokrzyskie, Poland)	איעזד	איעזד	1	Fischer	Fischer:PL-00789	coord_rearbitrated
69743	Rozalimas (Pakruojo rajonas, Lithuania)	ראזאליע	ראזאליע	1	Fischer	Fischer:LT-00102	coord_rearbitrated
69744	Huli︠a︡ĭpole (Zaporizʹka oblastʹ, Ukraine)	גולייפאלע	גולייפאלע	1	Fischer	Fischer:UA-01204	coord_rearbitrated
69744	Huli︠a︡ĭpole (Zaporizʹka oblastʹ, Ukraine)	הולאיעפאל	הולאיעפאל	1	Fischer	Fischer:UA-01204	coord_rearbitrated
69744	Huli︠a︡ĭpole (Zaporizʹka oblastʹ, Ukraine)	הולאפאליע	הולאפאליע	1	Fischer	Fischer:UA-01204	coord_rearbitrated
69744	Huli︠a︡ĭpole (Zaporizʹka oblastʹ, Ukraine)	הולייפאליע	הולייפאליע	1	Fischer	Fischer:UA-01204	coord_rearbitrated
69750	Dūkštas (Ignalinos rajonas, Lithuania)	דוקסט	דוקסט	1	Fischer	Fischer:LT-00054	coord_rearbitrated
69750	Dūkštas (Ignalinos rajonas, Lithuania)	דוקשט	דוקשט	1	Fischer	Fischer:LT-00054	coord_rearbitrated
69830	Vrbas (Serbia)	א ווערבאס	אווערבאס	1	Fischer	Fischer:RS-00056 | Fischer:RS-00056	coord_rearbitrated
69830	Vrbas (Serbia)	ווערבאס	ווערבאס	1	Fischer	Fischer:RS-00056	coord_rearbitrated
69832	Vecsés (Hungary)	וועטשעש	וועטשעש	1	Fischer	Fischer:HU-00780	coord_rearbitrated
6985	Mosul (Iraq)	מוצול	מוצול	1	Fischer	Fischer:IQ-00011	exact_geoverified
6987	Montgomery (Ala.)	מאנטגאמרי	מאנטגאמרי	1	Fischer	Fischer:US-00170	exact_geoverified
6989	Mülheim an der Ruhr (Germany)	מילהיים אן דער רוהר	מילהייםאןדעררוהר	1	Fischer	Fischer:DE-00272	exact_geoverified
6989	Mülheim an der Ruhr (Germany)	מילהיים אן דר רוהר	מילהייםאןדררוהר	1	Fischer	Fischer:DE-00272	exact_geoverified
6993	Styria (Austria)	שטיירמרק	שטיירמרק	1	Fischer	Fischer:AT-00035	exact_geoverified
69933	Mokhnivka (Ukraine)	מאַכנאָווקע	מאכנאווקע	1	Zylbercweig	Zylbercweig:Q2511152	7-facs_14_r_5
69933	Mokhnivka (Ukraine)	מאחנאווקע	מאחנאווקע	1	Fischer	Fischer:UA-00610	coord_rearbitrated
69933	Mokhnivka (Ukraine)	מאחנווקא	מאחנווקא	1	Fischer	Fischer:UA-00610	coord_rearbitrated
69933	Mokhnivka (Ukraine)	מאחניווקע	מאחניווקע	1	Fischer	Fischer:UA-00610	coord_rearbitrated
69933	Mokhnivka (Ukraine)	מאחניוקי	מאחניוקי	1	Fischer	Fischer:UA-00610	coord_rearbitrated
69933	Mokhnivka (Ukraine)	מאכניווקא	מאכניווקא	1	Fischer	Fischer:UA-00610	coord_rearbitrated
69933	Mokhnivka (Ukraine)	מאכניווקע	מאכניווקע	1	Fischer	Fischer:UA-00610	coord_rearbitrated
6994	Sopot (Poland)	צאפאט	צאפאט	1	Fischer	Fischer:PL-01319	exact_geoverified
70008	Zapyskis (Lithuania)	סאפיזישאק	סאפיזישאק	1	Fischer	Fischer:LT-00167	coord_rearbitrated
70019	Ammanford (Wales)	אמאנפארד	אמאנפארד	1	Fischer	Fischer:GB-00055	coord_rearbitrated
7002	Oria (Italy)	אוירי	אוירי	1	Fischer	Fischer:IT-00107	exact_geoverified
70025	Hrymaĭliv (Ukraine)	גז'ימאלוב	גזימאלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הורימלוב	הורימלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרומילוב	הרומילוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרומלוב	הרומלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרומליב	הרומליב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרימאלאב	הרימאלאב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרימילוב	הרימילוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרימלאב	הרימלאב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרימלוב	הרימלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרימליב	הרימליב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרמולוב	הרמולוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	הרמילוב	הרמילוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רומאלוב	רומאלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רומלוב	רומלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רימאלאוו	רימאלאוו	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רימאלעוו	רימאלעוו	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רימיליב	רימיליב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רימלוב	רימלוב	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70025	Hrymaĭliv (Ukraine)	רימעלעוו	רימעלעוו	1	Fischer	Fischer:UA-00062	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אוסטשא	אוסטשא	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אוסציא	אוסציא	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אושטציא	אושטציא	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אושטשא	אושטשא	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אושטשי	אושטשי	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אושצייה זיילונה	אושצייהזיילונה	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	איסציע	איסציע	1	Fischer	Fischer:UA-00199	coord_rearbitrated
70027	Usti︠a︡-Zelene (Ukraine)	אישטשע	אישטשע	1	Fischer	Fischer:UA-00199	coord_rearbitrated
7004	Hatten (Germany)	האטען	האטען	1	Fischer	Fischer:FR-00110	exact_geoverified
7007	Hildesheim (Germany : Landkreis)	הילדיסהיים	הילדיסהיים	1	Fischer	Fischer:DE-00031	exact_geoverified
7007	Hildesheim (Germany : Landkreis)	הילדיסום	הילדיסום	1	Fischer	Fischer:DE-00031	exact_geoverified
7007	Hildesheim (Germany : Landkreis)	הילדסום	הילדסום	1	Fischer	Fischer:DE-00031	exact_geoverified
7007	Hildesheim (Germany : Landkreis)	הילדעסהיים	הילדעסהיים	1	Fischer	Fischer:DE-00031	exact_geoverified
70107	Strand (South Africa)	סטראנד	סטראנד	1	Fischer	Fischer:ZA-00035	coord_rearbitrated
7011	Alexandria (Va.)	אלעקסאנדריא	אלעקסאנדריא	1	Fischer	Fischer:US-00094	exact_geoverified
70171	Szekszárd (Hungary)	סעגסארד	סעגסארד	1	Fischer	Fischer:HU-00276	coord_rearbitrated
70173	Goch (Germany)	גאך	גאך	1	Fischer	Fischer:DE-00707	coord_rearbitrated
70176	Zhytkavichy (Belarus)	זיטקעוויץ	זיטקעוויץ	1	Fischer	Fischer:BY-00284	coord_rearbitrated
70176	Zhytkavichy (Belarus)	זשיטקעוויץ	זשיטקעוויץ	1	Fischer	Fischer:BY-00284	coord_rearbitrated
70178	Nowy Korczyn (Poland)	נאווי-קארטשין	נאוויקארטשין	1	Fischer	Fischer:PL-00308	coord_rearbitrated
70178	Nowy Korczyn (Poland)	נובי קורצ'ין	נוביקורצין	1	Fischer	Fischer:PL-00308	coord_rearbitrated
70178	Nowy Korczyn (Poland)	ניישטאט	ניישטאט	1	Fischer	Fischer:PL-00308	coord_rearbitrated
70178	Nowy Korczyn (Poland)	קארשין	קארשין	1	Fischer	Fischer:PL-00308	coord_rearbitrated
70229	Gyula (Hungary)	דיולא	דיולא	1	Fischer	Fischer:HU-00119	coord_rearbitrated
70229	Gyula (Hungary)	דיולן	דיולן	1	Fischer	Fischer:HU-00119	coord_rearbitrated
7029	Otranto (Italy)	אוטורנט	אוטורנט	1	Fischer	Fischer:IT-00022	exact_geoverified
7029	Otranto (Italy)	אונטראנטו	אונטראנטו	1	Fischer	Fischer:IT-00022	exact_geoverified
7032	Antwerp (Belgium : Province)	אנווער	אנווער	1	Fischer	Fischer:BE-00002	exact_geoverified
7032	Antwerp (Belgium : Province)	אנוערבין	אנוערבין	1	Fischer	Fischer:BE-00002	exact_geoverified
7032	Antwerp (Belgium : Province)	אנטווערבין	אנטווערבין	1	Fischer	Fischer:BE-00002	exact_geoverified
7032	Antwerp (Belgium : Province)	אניווערס	אניווערס	1	Fischer	Fischer:BE-00002	exact_geoverified
7032	Antwerp (Belgium : Province)	ענטווערפען	ענטווערפען	1	Fischer	Fischer:BE-00002	exact_geoverified
70327	Csót (Hungary)	טשאט	טשאט	1	Fischer	Fischer:HU-00558	coord_rearbitrated
7033	Mexico City (Mexico)	מעקסיקאָ סיטי	מעקסיקאסיטי	1	Zylbercweig	Zylbercweig:Q1489 | Zylbercweig:Q1489	4-facs_141_tr_1754377600|3-facs_330_tr_1756058354 | 4-facs_671_tr_1755030277
7033	Mexico City (Mexico)	מעקסיקע סיטי	מעקסיקעסיטי	1	Zylbercweig	Zylbercweig:Q1489	5-facs_597_tr_1739222302|5-facs_617_r_6|5-facs_618_tr_1739221549|6-facs_459_tr_1747930174|6-facs_604_tr_1747930212|6-facs_665_r_1
7033	Mexico City (Mexico)	מעקסיקע	מעקסיקע	1	Zylbercweig	Zylbercweig:Q1489	5-facs_595_tr_1739220497|5-facs_607_tr_1739222280
7036	Pensacola (Fla.)	פענסאקאלא	פענסאקאלא	1	Fischer	Fischer:US-00286	exact_geoverified
70397	Strausberg (Germany)	שטרויסבערג	שטרויסבערג	1	Fischer	Fischer:DE-01319	coord_rearbitrated
7041	Pawtucket (R.I.)	פאטאקעט	פאטאקעט	1	Fischer	Fischer:US-00308	exact_geoverified
70442	Sarkad (Békés Vármegye, Hungary)	שארקאד	שארקאד	1	Fischer	Fischer:HU-00455	coord_rearbitrated
70470	Vovkovyntsi (Ukraine)	וואלקיוויניץ	וואלקיוויניץ	1	Fischer	Fischer:UA-00756	coord_rearbitrated
70484	El Oued (Algeria)	סוף	סוף	1	Fischer	Fischer:DZ-00024	coord_rearbitrated
70607	Żywiec (Poland)	זייבאש	זייבאש	1	Fischer	Fischer:PL-00831	coord_rearbitrated
70607	Żywiec (Poland)	זייבוש	זייבוש	1	Fischer	Fischer:PL-00831	coord_rearbitrated
70607	Żywiec (Poland)	זייביש	זייביש	1	Fischer	Fischer:PL-00831	coord_rearbitrated
70610	Endingen am Kaiserstuhl (Germany)	ענדינגען	ענדינגען	1	Fischer	Fischer:DE-01166	coord_rearbitrated
7064	Nördlingen (Germany)	נערדלינגען	נערדלינגען	1	Fischer	Fischer:DE-00251	exact_geoverified
70666	Dikhtinets (Ukraine)	דיחטניצה	דיחטניצה	1	Fischer	Fischer:UA-01114	coord_rearbitrated
70667	Līvāni (Latvia)	ליווינהאף	ליווינהאף	1	Fischer	Fischer:LV-00044	coord_rearbitrated
70667	Līvāni (Latvia)	ליווענהאף	ליווענהאף	1	Fischer	Fischer:LV-00044	coord_rearbitrated
70674	Dzyhivka (Ukraine)	זעגיווקע	זעגיווקע	1	Fischer	Fischer:UA-00930	coord_rearbitrated
70692	Tuzla (Bosnia and Herzegovina)	דאלנא טוזלע	דאלנאטוזלע	1	Fischer	Fischer:BA-00012	coord_rearbitrated
707	İzmir (Turkey)	איזמר	איזמר	1	Fischer	Fischer:TR-00003	coord_rearbitrated
70707	Dragomirești (Romania)	גראגמערעשט	גראגמערעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגאמירעשט	דראגאמירעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגימירעשט	דראגימירעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגמארעשט	דראגמארעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגמירעשט	דראגמירעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגמערעשט	דראגמערעשט	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70707	Dragomirești (Romania)	דראגמרעשד	דראגמרעשד	1	Fischer	Fischer:RO-00032	coord_rearbitrated
70731	Orynyn (Ukraine)	אוהריין	אוהריין	1	Fischer	Fischer:UA-00683	coord_rearbitrated
70731	Orynyn (Ukraine)	אריניען	אריניען	1	Fischer	Fischer:UA-00683	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	אוסטיצקא	אוסטיצקא	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	אוסטיצקי	אוסטיצקי	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	אושטיצקא	אושטיצקא	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	אושצייצ'קו	אושצייצקו	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	איסטיטשקע	איסטיטשקע	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70734	Ustechko (Ternopilʹsʹka oblastʹ, Ukraine)	איסטעטשקע	איסטעטשקע	1	Fischer	Fischer:UA-00266	coord_rearbitrated
70735	Voronovytsya (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	וואנוייצא	וואנוייצא	1	Fischer	Fischer:UA-00804	coord_rearbitrated
70735	Voronovytsya (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	וואנעוויץ	וואנעוויץ	1	Fischer	Fischer:UA-00804	coord_rearbitrated
70735	Voronovytsya (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	ווארנווציע	ווארנווציע	1	Fischer	Fischer:UA-00804	coord_rearbitrated
70735	Voronovytsya (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	ווארניוויצא	ווארניוויצא	1	Fischer	Fischer:UA-00804	coord_rearbitrated
70742	Franconia (Germany)	וראנקין	וראנקין	1	Fischer	Fischer:DE-00091	coord_rearbitrated
70742	Franconia (Germany)	רנקן	רנקן	1	Fischer	Fischer:DE-00091	coord_rearbitrated
70765	Beaver Falls (Pa.)	ביווער פאלס	ביווערפאלס	1	Fischer	Fischer:US-00133 | Fischer:US-00346	coord_rearbitrated
70826	Vandžiogala (Lithuania)	ווענדזיגאלע	ווענדזיגאלע	1	Fischer	Fischer:LT-00075	coord_rearbitrated
7085	Marseille (France)	מארסייליא	מארסייליא	1	Fischer	Fischer:FR-00002	exact_geoverified
7085	Marseille (France)	מארסעי	מארסעי	1	Fischer	Fischer:FR-00002	exact_geoverified
7085	Marseille (France)	מארשילייא	מארשילייא	1	Fischer	Fischer:FR-00002	exact_geoverified
7085	Marseille (France)	מרסייליא	מרסייליא	1	Fischer	Fischer:FR-00002	exact_geoverified
7085	Marseille (France)	מרסיליא	מרסיליא	1	Fischer	Fischer:FR-00002	exact_geoverified
7087	Durban (South Africa)	דורבן	דורבן	1	Fischer	Fischer:ZA-00013	exact_geoverified
70886	Yaltushkiv (Ukraine)	יאלטעשקעוו	יאלטעשקעוו	1	Fischer	Fischer:UA-00755	coord_rearbitrated
70890	Sajólád (Hungary)	שאיאלאד	שאיאלאד	1	Fischer	Fischer:HU-00557	coord_rearbitrated
70912	Čėkiškė (Lithuania)	צייקישאק	צייקישאק	1	Fischer	Fischer:LT-00135	coord_rearbitrated
70913	Grinkiškis (Lithuania)	גרינקיסיק	גרינקיסיק	1	Fischer	Fischer:LT-00154	coord_rearbitrated
70913	Grinkiškis (Lithuania)	גרינקישאק	גרינקישאק	1	Fischer	Fischer:LT-00154	coord_rearbitrated
70913	Grinkiškis (Lithuania)	גרינקשיק	גרינקשיק	1	Fischer	Fischer:LT-00154	coord_rearbitrated
70924	Kisköre (Hungary)	קישקערע	קישקערע	1	Fischer	Fischer:HU-00837	coord_rearbitrated
70933	Hurbanovo (Slovakia)	יאלא	יאלא	1	Fischer	Fischer:SK-00250	coord_rearbitrated
70933	Hurbanovo (Slovakia)	יאלי	יאלי	1	Fischer	Fischer:SK-00250	coord_rearbitrated
70933	Hurbanovo (Slovakia)	יאללע	יאללע	1	Fischer	Fischer:SK-00250	coord_rearbitrated
7097	Tampa (Fla.)	טאמפא	טאמפא	1	Fischer	Fischer:US-00128	exact_geoverified
7097	Tampa (Fla.)	טעמפא	טעמפא	1	Fischer	Fischer:US-00128	exact_geoverified
70981	Gelej (Hungary)	גלעי	גלעי	1	Fischer	Fischer:HU-00623	coord_rearbitrated
70981	Gelej (Hungary)	געלעי	געלעי	1	Fischer	Fischer:HU-00623	coord_rearbitrated
70981	Gelej (Hungary)	געלעיע	געלעיע	1	Fischer	Fischer:HU-00623	coord_rearbitrated
71017	Tacoma (Wash.)	טאמקע	טאמקע	1	Fischer	Fischer:US-00275	coord_rearbitrated
71057	Ivnytsia (Ukraine)	איווניצע	איווניצע	1	Fischer	Fischer:UA-00871	coord_rearbitrated
71058	Mykulychyn (Ukraine)	מיקאליטשין	מיקאליטשין	1	Fischer	Fischer:UA-00280	coord_rearbitrated
71058	Mykulychyn (Ukraine)	מיקוליטשין	מיקוליטשין	1	Fischer	Fischer:UA-00280	coord_rearbitrated
71058	Mykulychyn (Ukraine)	מיקוליטשן	מיקוליטשן	1	Fischer	Fischer:UA-00280	coord_rearbitrated
71058	Mykulychyn (Ukraine)	מיקוליצ'ין	מיקוליצין	1	Fischer	Fischer:UA-00280	coord_rearbitrated
71059	Nowe Miasto nad Pilicą (Poland)	נובה מיאסטו על הפיליצה	נובהמיאסטועלהפיליצה	1	Fischer	Fischer:PL-00956	coord_rearbitrated
71059	Nowe Miasto nad Pilicą (Poland)	ניישטעטל	ניישטעטל	1	Fischer	Fischer:PL-00956	coord_rearbitrated
71079	Pacsa (Hungary)	פאטשע	פאטשע	1	Fischer	Fischer:HU-00602	coord_rearbitrated
71126	Bouzonville (France)	בוזנדארף	בוזנדארף	1	Fischer	Fischer:FR-00068	coord_rearbitrated
71147	Soltvadkert (Hungary)	ש' וואדקערט	שוואדקערט	1	Fischer	Fischer:HU-00629	coord_rearbitrated
71147	Soltvadkert (Hungary)	שאלטוואדקערט	שאלטוואדקערט	1	Fischer	Fischer:HU-00629	coord_rearbitrated
71147	Soltvadkert (Hungary)	שוו' קערט	שווקערט	1	Fischer	Fischer:HU-00629	coord_rearbitrated
71147	Soltvadkert (Hungary)	שולטוואדקערט	שולטוואדקערט	1	Fischer	Fischer:HU-00629	coord_rearbitrated
71156	Zeitlofs (Germany)	ציידלאפס	ציידלאפס	1	Fischer	Fischer:DE-00433	coord_rearbitrated
71172	Narach (Belarus)	נארוץ	נארוץ	1	Fischer	Fischer:BY-00096	coord_rearbitrated
71172	Narach (Belarus)	קאבילניק	קאבילניק	1	Fischer	Fischer:BY-00096	coord_rearbitrated
71176	Drava River	טרא	טרא	1	Fischer	Fischer:EU-00015	exact_geoverified
71191	Monok (Hungary)	מאנאק	מאנאק	1	Fischer	Fischer:HU-00333	coord_rearbitrated
71191	Monok (Hungary)	מאניק	מאניק	1	Fischer	Fischer:HU-00333	coord_rearbitrated
71191	Monok (Hungary)	סאנוק.	סאנוק	1	Fischer	Fischer:HU-00333	coord_rearbitrated
71191	Monok (Hungary)	סאניק.	סאניק	1	Fischer	Fischer:HU-00333	coord_rearbitrated
71191	Monok (Hungary)	מ’ ניעק	מניעק	1	Fischer	Fischer:HU-00830	coord_rearbitrated
71204	Pandėlys (Lithuania)	פאנדעל	פאנדעל	1	Fischer	Fischer:LT-00060	coord_rearbitrated
71204	Pandėlys (Lithuania)	פאנעדעל	פאנעדעל	1	Fischer	Fischer:LT-00060	coord_rearbitrated
71205	Svėdasai (Lithuania)	סוואדאשטש	סוואדאשטש	1	Fischer	Fischer:LT-00063	coord_rearbitrated
71205	Svėdasai (Lithuania)	שוואדעסץ	שוואדעסץ	1	Fischer	Fischer:LT-00063	coord_rearbitrated
7122	Mobile (Ala.)	מאבילע	מאבילע	1	Fischer	Fischer:US-00281	exact_geoverified
71232	Myjava (Slovakia)	מיאבא	מיאבא	1	Fischer	Fischer:SK-00086	coord_rearbitrated
71232	Myjava (Slovakia)	מיאווא	מיאווא	1	Fischer	Fischer:SK-00086	coord_rearbitrated
71232	Myjava (Slovakia)	מיאווע	מיאווע	1	Fischer	Fischer:SK-00086	coord_rearbitrated
71232	Myjava (Slovakia)	מיהאווע	מיהאווע	1	Fischer	Fischer:SK-00086	coord_rearbitrated
71233	Kit︠s︡manʹ (Ukraine)	קוטצמאן	קוטצמאן	1	Fischer	Fischer:UA-00078	coord_rearbitrated
71233	Kit︠s︡manʹ (Ukraine)	קוטצמאנן	קוטצמאנן	1	Fischer	Fischer:UA-00078	coord_rearbitrated
71233	Kit︠s︡manʹ (Ukraine)	קוצמאן	קוצמאן	1	Fischer	Fischer:UA-00078	coord_rearbitrated
71233	Kit︠s︡manʹ (Ukraine)	קוצמן	קוצמן	1	Fischer	Fischer:UA-00078	coord_rearbitrated
71233	Kit︠s︡manʹ (Ukraine)	קיצמאן	קיצמאן	1	Fischer	Fischer:UA-00078	coord_rearbitrated
71242	Pidkamin (Ukraine)	פּאָדקאָמיין	פאדקאמיין	1	Zylbercweig	Zylbercweig:Q2509983	7-facs_73_r
71242	Pidkamin (Ukraine)	פדקאמין	פדקאמין	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פודקאמיין	פודקאמיין	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פודקאמין	פודקאמין	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פודקאמן	פודקאמן	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פודקמאן	פודקמאן	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פידקאמין	פידקאמין	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פידקאמען	פידקאמען	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71242	Pidkamin (Ukraine)	פיטקאמין	פיטקאמין	1	Fischer	Fischer:UA-00140	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פאמארין	פאמארין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פאמארן	פאמארן	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פאמורען	פאמורען	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פאמרין	פאמרין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פאמרן	פאמרן	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פומארין	פומארין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פומארן	פומארן	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פומוז'אני	פומוזאני	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פימארין	פימארין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פמאהרין	פמאהרין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פמארין	פמארין	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71243	Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)	פמארן	פמארן	1	Fischer	Fischer:UA-00144	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנארודע	טארנארודע	1	Fischer	Fischer:UA-00183	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנורודא	טארנורודא	1	Fischer	Fischer:UA-00183	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנורודה	טארנורודה	1	Fischer	Fischer:UA-00183	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנירודא	טארנירודא	1	Fischer	Fischer:UA-00183	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנירידא	טארנירידא	1	Fischer	Fischer:UA-00183	coord_rearbitrated
71247	Tarnoruda (Ternopilʹsʹka oblastʹ, Ukraine)	טארנערודע	טארנערודע	1	Fischer	Fischer:UA-00183	coord_rearbitrated
