qid,label_en,label_yi,place_type,category,variants,lat,lon,n_attestations,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
Q4862481,Baron Hirsch Cemetery,,Jewish cemetery,cemetery,באַראָן הירש בית עולם;באַראָן הירש סעמעטערי,,,2,fuzzy,fuzzy,0.6,,,,,26937
Q48766,Babi Yar,באבי יאר,place of mass murder,other,באַבי יאָר;באַביי יאָר,,,5,fuzzy,fuzzy,1.0,,,,,11193
Q48830,Tomislav Zubčić,,human,other,אַלענטאָן,,,1,no_match,,0.0,,,,,
Q49189,572,,year,other,עלזאָס-לאַטרינגען,,,1,no_match,,0.0,,,,,
Q49743,Visé,,"municipality of Belgium, Belgian municipality with the title of city, border city",settlement,וויז,,,1,fuzzy,fuzzy,0.667,,,,,12564
Q498777,Frysztak,פריסטיק,village of Poland,settlement,פראָכניק,,,1,name_exact,wikidata,0.99,420,Frysztak (Poland),פריסטיק (פולין),,
Q50455,Prešov,,,other,פרעשאָוו,,,2,name_exact,name_exact,0.95,11110,Presov (Slovakia),פרשוב (סלובקיה),,
Q51438,Czarnków,,urban municipality of Poland,settlement,טשזשניקי,,,1,name_exact,wikidata,0.99,16093,Czarnków (Poland),צרניקאו (פולין),,
Q520174,Karlsberg,,"trademark, brewery",other,קאָרלסבערג (גוראַ פּוטנעי),,,1,fuzzy,fuzzy,1.0,,,,,16419|9566
Q52193,Kolomyia,קאלאמיי,"city of regional significance of Ukraine, human settlement",settlement,קאָלאָ;קאָלאָמיי,48.516667,25.033333,3,name_exact,wikidata,0.99,1674,Kolomyi︠a︡ (Ukraine),קולומיה (אוקראינה),0.0,
Q5384,Kirov,,"city or town, big city",settlement,כיראָוו,,,1,name_exact,wikidata,0.99,76896,"Kirov (Kaluzhskai︠a︡ oblastʹ, Russia)","קירוב (מחוז קלוז'סקאיה, רוסיה)",,
Q539012,Pastavy,פּאסטאוו,city of raion subordinance,settlement,פּאַסטאָוו;פאַסטאָוו;פֿאַסטאָוו,,,4,name_exact,wikidata,0.99,19432,Pastavy (Belarus),פסטאווי (בלארוס),,
Q553760,Gmina Wodzisław,,urban-rural municipality of Poland,settlement,וואָדזיסלאָוו,,,1,no_match,,0.0,,,,,
Q554580,Gmina Dąbrówno,,rural municipality of Poland,settlement,דאָמבראָוונע,,,1,no_match,,0.0,,,,,
Q56044,zig-zag bridge,,bridge by structural type,other,סאָראַטאָוו,,,1,no_match,,0.0,,,,,
Q5612672,"Grzybów, Gmina Bogoria",,village of Poland,settlement,גזשיבי,,,1,no_match,,0.0,,,,,
Q570649,Antakalnis,,neighborhood of Vilnius,neighborhood,אַנטאָקאָל,,,1,no_match,,0.0,,,,,
Q576393,Cieliachany,,"urban settlement in Belarus, hamlet",other,טעלעכאַן,,,1,fuzzy,fuzzy,1.0,,,,,19329
Q586369,Mogilev Governorate,מאהילעווער גובערניע,"governorate, governorate of the Russian Empire",country,מאָהילעווער גובערניע,,,1,name_exact,wikidata,0.99,70729,Mogilevskaya gubernīi︠a︡ (Russia),פלך מוהילב (רוסיה),,
Q599542,Zhyvotivka,,village of Ukraine,settlement,זיוויטיוו,,,1,no_match,,0.0,,,,,
Q60498333,Sukharia,,village in India,settlement,סוכארי,23.129280,88.443250,1,fuzzy,fuzzy,1.0,,,,,18141
Q6058,Solok,,"regency of Indonesia, second-level administrative country subdivision in Indonesia",country,סאָלאָק,,,1,fuzzy,fuzzy,1.0,,,,,6626|3178|11956
Q606706,Trostianets,,"city in Ukraine, urban-type settlement",settlement,טראָיאנעץ,,,1,no_match,,0.0,,,,,
Q615132,Ruzhany,ראזשינאי,urban settlement in Belarus,other,רוזשאַני;רוזשאַניי,,,2,name_exact,wikidata,0.99,20849,Ruzhany (Belarus),רוז'ינוי (בלארוס),,
Q628623,Braslaw,ברעסלעוו,city of raion subordinance,settlement,בראסלאוו,,,1,name_exact,wikidata,0.99,15018,Braslaŭ (Belarus),בראסלאו (בלארוס),,
Q633601,Buzen,,city of Japan,settlement,בוזען,,,1,fuzzy,fuzzy,1.0,,,,,22431|8698|19190
Q639830,Bohorodchany,,"human settlement, urban-type settlement in Ukraine",settlement,באַהאַראָדשאָני (בראָדשין),,,1,name_exact,wikidata,0.99,20456,Bohorodchany (Ukraine),בוהורודצ'ני (אוקראינה),,
Q640661,Piatykhatky,,city in Ukraine,settlement,פּיאַסיכאַטקאָ,,,1,no_match,,0.0,,,,,
Q66263,Homel,,,,האַמעל,,,1,fuzzy,fuzzy,1.0,,,,,21604|10963|77445
Q663482,Maheriv,,"human settlement, urban-type settlement in Ukraine",settlement,מאַגעראָוו,,,1,name_exact,wikidata,0.99,80991,Maheriv (Ukraine),מאגיירוב (אוקראינה),,
Q665853,Bodrogkeresztúr,קערעסטיר,municipality of Hungary,settlement,אַ דאַרף,,,2,name_exact,wikidata,0.99,16904,Bodrogkeresztúr (Hungary),קרסטיר (הונגריה),,
Q672157,,,railway station,other,סיטאָוואַ,,,1,no_match,,0.0,,,,,
Q67509245,Vitaly Zhivatov,,human,other,זשיאַוואַטאָוו,,,1,no_match,,0.0,,,,,
Q681789,Mathis Künzler,,human,other,לופץ,,,1,no_match,,0.0,,,,,
Q6853122,Makova (Hasidic dynasty),מאקאווא,,other,מאַקאָוו,,,1,name_exact,name_exact,0.95,8052,Macau (China),מקאו (סין),,
Q688654,Dubăsari,,"city, disputed territory",settlement,דובאַסאָר,,,1,name_exact,wikidata,0.99,14528,Dubăsari (Moldova),דובוסרי (מולדובה),,
Q693738,Dąbrowa,,village of Poland,settlement,דאַמבראָוואַ,,,1,name_exact,name_exact,0.95,13737,Dąbrowa Białostocka (Poland),דומברובה ביאלוסטוקה (פולין),,
Q693998,Klooga concentration camp,,concentration camp,death_site,קאָנצענטראַציע-לאַגער קלאָאַגע,,,1,no_match,,0.0,,,,,
Q698342,Riga Ghetto,ריגע געטא,ghetto in Nazi-occupied Europe,death_site,ריגער געטאָ,,,8,no_match,,0.0,,,,,
Q707561,Lvov Ghetto,לעמבערגער געטא,"ghetto in Nazi-occupied Europe, neighborhood",death_site,לעמבערגער געטאָ,,,3,no_match,,0.0,,,,,
Q708092,Aukštieji Paneriai,פאנאר,"neighborhood, neighborhood of Vilnius",neighborhood,פּאָנאַר;פאָנאַר,,,32,fuzzy,fuzzy,1.0,,,,,23118|7313|26003|20505|20923
Q713750,West Germany,מערב דייטשלאנד,"state, historical period, historical country, sovereign state",country,מערב-דייטשלאַנד,,,2,name_exact,wikidata,0.99,9524,Germany (West),גרמניה (מערבית),,
Q722068,Vladimir Toporov,,human,other,טאָפּאַראָוו,,,1,no_match,,0.0,,,,,
Q72360,Dmitriyev,,city or town,settlement,דמיטריעוו,,,1,no_match,,0.0,,,,,
Q724115,Gródek,,village of Poland,settlement,גריידיק,,,1,name_exact,name_exact,0.95,13157,"Horodok (Lʹvivsʹka oblastʹ, Ukraine)","הורודוק (מחוז לביב, אוקראינה)",,
Q7248,Bukittinggi,,"city of Indonesia, Kota Besar, Kotapraja, capital of regency",settlement,בוקי,,,1,name_exact,wikidata,0.99,80407,Fort de Kock (Dutch East Indies),בוקיטינגי (הודו המזרחית ההולנדית),,
Q730175,Škłow,שקלאָוו,city of raion subordinance,settlement,שקלאָוו,,,1,name_exact,wikidata,0.99,262,Shkloŭ (Belarus),שקלוב (בלארוס),,
Q7326,Hernán Cortés,הערנאן קארטעס,human,other,אָסוויענטשים;אָשוויענטשים;אשוויענטשים,,,8,no_match,,0.0,,,,,
Q734122,Kapčiamiestis,,human settlement,settlement,קאַפּצאָווע,,,1,name_exact,wikidata,0.99,22731,Kapciamiestis (Lithuania),קופצ'ווה (ליטא),,
Q738777,Iŭje,אייוויע,"city of raion subordinance, urban settlement in Belarus",settlement,איוויע,,,3,name_exact,wikidata,0.99,14862,Iŭe (Belarus),איויה (בלארוס),,
Q739491,Vawkavysk,וואלקאוויסק,city of raion subordinance,settlement,וואָלקאָוויסק,,,1,name_exact,wikidata,0.99,941,Vaŭkavysk (Belarus),וולקוביסק (בלארוס),,
Q745661,Krustpils,,neighborhood,neighborhood,קרייצבורג,,,1,name_exact,name_exact,0.95,15708,Jēkabpils (Latvia),יקבפילס (לטביה),,
Q762209,Sokil,,village of Ukraine,settlement,סאָקילען,,,1,fuzzy,fuzzy,1.0,,,,,84142|8001|6284|17382|71346
Q766790,Janówka,,village of Poland,settlement,יאַנאָווקעף,,,1,fuzzy,fuzzy,0.6,,,,,27126|769|11119|21727
Q7835,Crimea,קרים,"peninsula, disputed territory",province,קרים,,,11,name_exact,wikidata,0.99,17099,Crimea (Ukraine),קרים (אוקראינה),,
Q786484,gibberish,דזשיבעריש,,other,קיידאן,,,3,no_match,,0.0,,,,,
Q7966953,Wampierzów,,village of Poland,settlement,וואַמפּיעזשאָוו,,,1,no_match,,0.0,,,,,
Q7971720,Washington Cemetery,,Jewish cemetery,cemetery,וואַשיינגטאָן בית-עולם;וואַשינגטאָן בית עולם;וואַשינגטאָן בית-עולם;וואַשינגטאָן סעמעטער;וואַשינגטאָן סעמעטערי;וואַשינגטאָן-בּית-עולם;וואַשינגטאָן-בית עולם;וואַשינגטאָן-בית-עולם;וואַשינגטאָן-סעמעטרי;וואַשינגטאָנער בית עולם,,,25,fuzzy,fuzzy,0.556,,,,,16911|85399|6316|12460|3632
Q801,Israel,ישראל,"Mediterranean country, country, region, state with limited recognition",country,ישראל;מדינת ישראל,,,6,name_exact,wikidata,0.99,697,Israel,ישראל,,
Q813,Kyrgyzstan,קירגיזסטאן,"sovereign state, landlocked country, republic, country",country,קירגיזיע,,,1,name_exact,wikidata,0.99,17988,Kyrgyzstan,קירגיזסטן,,
Q815903,Bochnia,,"urban municipality of Poland, town",settlement,באָניאַ,,,1,name_exact,wikidata,0.99,11230,Bochnia (Poland),בוכניה (פולין),,
Q835843,Varėna,,city,settlement,אַראן;אָראַן,,,2,name_exact,wikidata,0.99,72580,Varėna (Lithuania),וריאנה (ליטא),,
Q83809,totem pole,,,other,סט. מיקלאָש,,,1,no_match,,0.0,,,,,
Q842097,Mark Webber,,Wikimedia human name disambiguation page,other,באָרשטשאָוו,,,1,no_match,,0.0,,,,,
Q8459286,Category:Finnish pole vaulters,,Wikimedia category,other,גראָבאָוויץ;גראָבעוועץ,,,2,no_match,,0.0,,,,,
Q847710,oogamy,,biological process,other,בערעזנא,,,1,no_match,,0.0,,,,,
Q847717,Akhrymava,,,other,אַכרימאַוואָ (סאַרנאַ) ביי אומאַן,,,1,no_match,,0.0,,,,,
Q847724,Yining,,Wikimedia disambiguation page,other,ניעזשין,,,1,name_exact,name_exact,0.95,18026,Yining Zhou (China),יינינג ג'ואו (סין),,
Q847739,Central African CFA franc,,"currency, franc",other,גלוכאָוו,,,2,no_match,,0.0,,,,,
Q847782,1993–94 Ekstraklasa,,sports season,other,מירגאָראָד,,,1,no_match,,0.0,,,,,
Q847787,Forest Park South Gate station,,"metro station, underground station",other,לובני,,,2,no_match,,0.0,,,,,
Q848498,Slik,,musical group,other,האָראָשקי,,,2,fuzzy,fuzzy,1.0,,,,,6626|3178
Q849427,Brestovany,,municipality of Slovakia,settlement,באָהיסלאַוו;באָהיסלאָוו;באָריסלאָוו,,,3,no_match,,0.0,,,,,
Q849474,Battle of Qarqar,,battle,other,איליניץ,,,1,no_match,,0.0,,,,,
Q849499,Pereiaslav,,,other,פּעריעסלאָוו,,,1,no_match,,0.0,,,,,
Q852398,Buteni,,"village, seat of the local council",settlement,בוטען,,,1,fuzzy,fuzzy,1.0,,,,,74929|6925|16157|88377|8510
Q852755,Bálint,,human,other,סאַנדאָוו ווישניאַ,,,1,no_match,,0.0,,,,,
Q852786,Avaravichy,,,other,אַוואַראָוויטשי,,,1,no_match,,0.0,,,,,
Q859017,Rings Around the World,,album,other,וואָלאָטשיסק,,,1,no_match,,0.0,,,,,
Q864836,Zhovkva,,city in Ukraine,settlement,זשולקיעוו,,,1,name_exact,wikidata,0.99,1703,Z︠H︡ovkva (Ukraine),זולקוה (אוקראינה),,
Q867431,Radomyśl Wielki,ראדאמישל,city,settlement,גרויס ראַדאָמישל,,,1,name_exact,name_exact,0.95,19288,Radomysl Wielki (Poland),רדומישל (פולין),,
Q867649,Roman Catholic Diocese of Caraguatatuba,,diocese of the Catholic Church,other,לידע,,,2,no_match,,0.0,,,,,
Q867722,Chachersk,,"city of raion subordinance, urban settlement in Belarus",settlement,טשיטשערסק,,,1,name_exact,wikidata,0.99,682,Chachėrsk (Belarus),טשעטשערסק (בלארוס),,
Q869730,Crisis Hidden Gig,,concert tour,other,איוואַנסק,,,1,no_match,,0.0,,,,,
Q869732,Heppendorf,,Ortsteil,other,אוננאָרן,,,1,fuzzy,fuzzy,0.875,,,,,19404
Q869741,Melody Time,מעלאדיע צייט,film,other,זלאַטשעוו;זלאָ טשעוו;זלאָטשעוו;זלאטשעוו,,,11,no_match,,0.0,,,,,
Q869751,George Dreyfus,,human,other,אישאמיר,,,1,no_match,,0.0,,,,,
Q869756,University of Newcastle,,Wikimedia disambiguation page,other,אַסטראָפּאָליע;אָלט-קאָנסטאָנטיין,,,2,no_match,,0.0,,,,,
Q869764,Ted Hufton,,human,other,אָלגאָראָבאָס,,,1,no_match,,0.0,,,,,
Q869765,Philibert Berthelier,,human,other,באַקוי;באָקוי,,,3,no_match,,0.0,,,,,
Q869773,Daniel Manzato,,human,other,בוטענקאָווע,,,1,no_match,,0.0,,,,,
Q869777,Roman Catholic Diocese of Isangi,,diocese of the Catholic Church,other,דעמעעווקאַ,,,1,no_match,,0.0,,,,,
Q869780,Roman Catholic Diocese of Iquique,,diocese of the Catholic Church,other,וואָראַנצאָווקע,,,1,no_match,,0.0,,,,,
Q869784,Riverwalk Kitakyushu,,shopping center,other,זיגיווקע,,,1,no_match,,0.0,,,,,
Q869798,Hermann Linkenbach,,human,other,סאָוואָליווקע,,,1,no_match,,0.0,,,,,
Q869800,Maurice Steger,,human,other,סטעבלאָוו,,,1,no_match,,0.0,,,,,
Q869806,Roman Catholic Diocese of Issele-Uku,,diocese of the Catholic Church,other,מאָלאַסטאָווקע,,,1,no_match,,0.0,,,,,
Q869807,Christ of Havana,,colossal statue of Jesus,other,מייצעד,,,1,no_match,,0.0,,,,,
Q869809,Nahoysk,,,other,נאַגאָיסק (נאַגייסקי),,,1,fuzzy,fuzzy,0.667,,,,,22488
Q869811,Neuflieux,,commune of France,settlement,נאָווייבוג,,,1,no_match,,0.0,,,,,
Q869812,2014 FIFA World Cup qualification – AFC Fifth Round,,qualification event,other,ניי-מלין,,,1,no_match,,0.0,,,,,
Q869818,Christ of the Abyss,,statue of Jesus,other,קאַלינאָווקאַ,,,1,no_match,,0.0,,,,,
Q869820,Alberto Albertini,,human,other,קאָמענקאָיע,,,1,fuzzy,fuzzy,0.6,,,,,86776
Q869823,Karl Rönisch,,musical instrument manufacturing company,other,זשמערינקע,,,2,no_match,,0.0,,,,,
Q869831,Oberreut,,Ortsteil,other,ברוסילאָוו;קיליע,,,4,no_match,,0.0,,,,,
Q869835,Ishe Komborera Africa,,national anthem,other,פונדאקלעעווקא,,,1,no_match,,0.0,,,,,
Q869838,Waidbach,,river,other,פּאָראָזאָווע,,,3,no_match,,0.0,,,,,
Q869862,Goal!,,film,other,סטעפּין,,,1,no_match,,0.0,,,,,
Q869869,41xx steel,,,other,סמילע,,,2,no_match,,0.0,,,,,
Q869877,2006 Davidoff Swiss Indoors,,"Swiss Indoors, tennis tournament edition",other,שפּאָלע,,,2,no_match,,0.0,,,,,
Q870024,Gmeinder,,"enterprise, rail vehicle manufacturer, former entity",other,באָרדיזשאָן,,,1,no_match,,0.0,,,,,
Q872377,Cherniakhiv,,urban-type settlement in Ukraine,other,טשערניאַכאָוו,,,1,fuzzy,fuzzy,1.0,,,,,82087|9159
Q874218,Alabama State Route 118,,road,other,סאָקאָל,,,3,no_match,,0.0,,,,,
Q875097,Schwelme,,river,other,נאַראַווליע,,,1,fuzzy,fuzzy,1.0,,,,,87667
Q882261,,,,other,מאָלאָדעטשנא;מאָלאָדעטשנאָ;מאָלאָדעטשנע,,,3,no_match,,0.0,,,,,
Q889579,Zlatopil,,"city of regional significance of Ukraine, human settlement",settlement,זלאטאָפּאָליע,49.386944,36.214167,1,fuzzy,fuzzy,1.0,,,,,26112
Q89118,"Henry IX, Count of Waldeck-Wildungen",,human,other,רושטשוק,,,1,no_match,,0.0,,,,,
Q898212,"Lyubavichi, Rudnyansky District, Smolensk Oblast",ליובאוויטש,hamlet,other,ליובאָווע,,,1,name_exact,name_exact,0.95,18092,Li︠u︡bavichi (Russia),ליובויץ' (רוסיה),,
Q899454,Panciu,,town in Romania,settlement,פּאנטשע,,,1,fuzzy,fuzzy,1.0,,,,,78177|69801|74153|73689|7152
Q900779,152mm SpGH DANA,,"artillery model, combat vehicle model",other,וואָסילקאָוו,,,3,no_match,,0.0,,,,,
Q903241,Bratslav,בראסלעוו,urban-type settlement in Ukraine,other,באָסלאָוו;בראַסלאָוו;בראָסלאָוו,,,4,name_exact,wikidata,0.99,18550,Brat︠s︡lav (Ukraine),ברסלב (אוקראינה),,
Q913420,Kiryas Joel,קרית יואל,village of New York,settlement,אַ שטעטל,,,1,name_exact,wikidata,0.99,15756,Kiryas Joel (N.Y.),קרית יואל (ניו יורק),,
Q9248,Baku,באקו,"şəhər, national capital",other,באַקו;באקו,,,2,name_exact,wikidata,0.99,507,Baku (Azerbaijan),באקו (אזרביג'ן),,
Q928716,Reboleira,,former freguesia of Portugal,other,בעריסלאָוו;בערעסלאָוו,,,4,no_match,,0.0,,,,,
Q93323,Chrzanów,קשאנאוו,city,settlement,כשאַנאָוו,,,1,name_exact,wikidata,0.99,165,Chrzanów (Poland),כשנוב (פולין),,
Q940327,Józefów,,village of Poland,settlement,יוזעפּאָוו,,,1,fuzzy,fuzzy,1.0,,,,,845
Q942985,Harki,,,other,הארקי,,,1,fuzzy,fuzzy,1.0,,,,,83237|15185|8380
Q947023,Neferkheperuhesekheper,,human,other,באָלשאָי טאָקמאָק,,,1,no_match,,0.0,,,,,
Q947574,Kozienice County,,powiat,other,קאָזשעניץ,,,1,no_match,,0.0,,,,,
Q955468,Rahachow,ראגאטשאוו,city of raion subordinance,settlement,ראָגאַטשאָוו,,,1,name_exact,wikidata,0.99,20822,Rahachoŭ (Belarus),רוגצ'וב (בלארוס),,
Q956607,Liachavičy,לעכעוויטש,city of raion subordinance,settlement,אַ דאָרף נעבן לעכעוויץ;ליאָכאָוויטש;לעכעוויטש,,,3,no_match,,0.0,,,,,
Q957530,Molėtai,,city,settlement,מייטשיט,,,1,name_exact,wikidata,0.99,20210,Molėtai (Lithuania),מולטאי (ליטא),,
Q96,Mexico,מעקסיקא,"sovereign state, country, federal republic, democratic republic, constitutional republic, nation, empire, empire",country,מעקסיקע,,,2,name_exact,wikidata,0.99,9063,Mexico,מקסיקו,,
Q973946,Rip Her to Shreds,,single,other,זבאַראָוו,,,1,no_match,,0.0,,,,,
Q973990,Traian Iordache,,human,other,נאָדוואורנאַ,,,1,no_match,,0.0,,,,,
Q974026,Virgil,,town in the United States,settlement,מאָשטשיסק,,,1,fuzzy,fuzzy,1.0,,,,,83424|20535
Q974057,Clarence Anglin,,human,other,טשאַרטקאָוו;טשאָרטקאָוו,,,4,no_match,,0.0,,,,,
Q974062,,,zwinger,other,טשאַרטאָריסק,,,1,no_match,,0.0,,,,,
Q974105,Ibn Muqla,,human,other,לייבון,,,1,no_match,,0.0,,,,,
Q975,San Antonio,סאן אנטאניא,"city in the United States, big city, county seat",settlement,סאַן אַנטאָניאָ,,,1,name_exact,wikidata,0.99,7507,San Antonio (Tex.),סן אנטוניו (טקסס),,
Q981742,Jaszkotle,,village of Poland,settlement,אָפּט (אָפּאַטאָוו),,,1,no_match,,0.0,,,,,
Q984857,Andrychów,יענדריכעוו,city,settlement,אַנדריכאָוו,,,1,name_exact,wikidata,0.99,17824,Andrychów (Poland),אנדריחוב (פולין),,
Q985164,Calzadilla de los Hermanillos,,locality,other,אוליאָנאָף,,,1,no_match,,0.0,,,,,
Q985225,Lepista flaccida,,taxon,other,באָטקע,,,1,no_match,,0.0,,,,,
Q986075,Nové Město na Moravě,,"town, municipality with town privileges in the Czech Republic, municipality of the Czech Republic, municipality with authorized municipal office, Czech municipality with expanded powers",settlement,ניי-שטאָט פֿון מוראפא,,,1,name_exact,wikidata,0.99,70349,Nové Město na Moravě (Czech Republic),נובומסטא של מורביה (צ'כיה),,
Q986959,Róza Déryné Széppataki,,human,other,אַסטראָווצע;אסטראָווצע,,,3,no_match,,0.0,,,,,
Q987540,,,,other,בזשאָזאָוו,,,1,no_match,,0.0,,,,,
Q99,California,קאליפארניע,U.S. state,province,קאַליפֿאָרניע,,,1,name_exact,wikidata,0.99,7652,California,קליפורניה,,
Q990682,Vic-sur-Aisne,,commune of France,settlement,וויעזשכאָווצע,,,1,fuzzy,fuzzy,0.571,,,,,21117
Q990703,Ericsson R380s,,product model,other,בלאַזשאָווא,,,1,no_match,,0.0,,,,,
Q997343,Rava-Ruska,,"city in Ukraine, border city",settlement,ראָוואַרוסקאַ,,,1,name_exact,wikidata,0.99,20695,Rava-Rusʹka (Ukraine),ראווה רוסקה (אוקראינה),,
Q997412,Vynnyky,,city in Ukraine,settlement,וויניק,,,1,no_match,,0.0,,,,,
Q997441,Vorklian,,,other,וואָרקליאָן,,,1,fuzzy,fuzzy,1.0,,,,,22819
Q998393,Niabouri Department,,department of Burkina Faso,other,זאָוויערטשע,,,1,no_match,,0.0,,,,,
Q999644,Krośniewice,,city,settlement,קראַשנעוויץ,,,1,no_match,,0.0,,,,,
